Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUM_M_R
2987,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2988,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2989,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
2990,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
2991,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
2992,Forest,Water,Water,Water,Water,Bareland,Water,Water
2993,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2994,Forest,Water,Water,Water,Water,Water,Wetland,Water
2995,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2996,Forest,Water,Water,Water,Water,Water,Water,Grassland
2997,Forest,Water,Water,Water,Water,Water,Water,Wetland
2998,Forest,Water,Water,Water,Water,Water,Water,Water
2999,Forest,Water,Water,Water,Water,Water,Water,Forest
3000,Forest,Water,Water,Water,Water,Water,Forest,Water
3001,Forest,Water,Water,Water,Water,Water,Forest,Forest
3002,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3003,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3004,Forest,Water,Water,Water,Water,Forest,Water,Water
3005,Forest,Water,Water,Water,Water,Forest,Water,Forest
3006,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3007,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3008,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3009,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3010,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3011,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3012,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3013,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3014,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3015,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3016,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3017,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3018,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3019,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3020,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3021,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3022,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3023,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3024,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3025,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3026,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3027,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3028,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3029,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3030,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3031,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3032,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3033,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3034,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3035,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3036,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3037,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3038,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3039,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3040,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3041,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3042,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3043,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3044,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3045,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3046,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3047,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3048,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3049,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3050,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3051,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3052,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3053,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3054,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3055,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3056,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3057,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
3058,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3059,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3060,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3061,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3062,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3063,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3064,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3065,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3066,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3067,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3068,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3069,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3070,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3071,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3072,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3073,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3074,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3075,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3076,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3077,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3078,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3079,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3080,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3081,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3082,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3083,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3084,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3085,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3086,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3087,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3088,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3089,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3090,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3091,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3092,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3093,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3094,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3095,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3096,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3097,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3098,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3099,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3100,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3101,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3102,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3103,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3104,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3105,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3106,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3107,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3108,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3109,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3110,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3111,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3112,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3113,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3114,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3115,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3116,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3117,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3118,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3119,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3120,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3121,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3122,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3123,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3124,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3125,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3126,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3127,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3128,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3129,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3130,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3131,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3132,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3133,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3134,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3135,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3137,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3138,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3139,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3140,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3141,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3142,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3143,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3144,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3145,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3146,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3147,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3148,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3149,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3150,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3151,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3152,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3153,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3154,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3155,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3156,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3157,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3158,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3159,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3160,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3161,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3162,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3163,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3164,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3165,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3166,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3167,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3168,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3169,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3170,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3171,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3172,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3173,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3174,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3175,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3176,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3177,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3178,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3179,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3180,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3181,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3182,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3183,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3184,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3185,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3186,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3187,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3188,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3189,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3190,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3191,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3192,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3193,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3194,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3195,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3196,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3197,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3198,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3199,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3200,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3201,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3202,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
3203,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3204,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3205,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
3206,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
3207,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
3208,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
3209,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3210,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3211,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3212,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3213,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3214,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3215,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3216,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3217,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3218,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3219,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3220,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3221,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3222,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3223,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3224,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3225,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3226,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3227,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3228,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3229,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3230,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3231,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3232,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3233,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3234,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3235,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3236,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3237,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3238,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3239,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3240,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3241,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3242,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3243,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3244,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3245,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3246,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3247,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3248,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3249,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3250,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3251,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3252,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3253,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3254,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3255,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3256,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3257,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3258,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3259,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3260,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3261,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3262,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3263,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3264,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3265,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3266,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3267,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3268,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3269,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3270,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3271,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3272,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3273,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3274,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3275,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3276,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3277,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3278,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3279,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3280,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3281,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3282,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3283,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3284,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
3285,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3286,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3287,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
3288,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3289,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3290,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3291,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3292,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3293,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3294,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3295,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3296,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3297,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3298,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3299,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3300,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3301,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
3302,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3303,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3304,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3305,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3306,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3307,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3308,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3309,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3310,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3311,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3312,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3313,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3314,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3315,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3316,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3317,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3318,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3319,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3320,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
3321,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3322,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3323,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3324,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3325,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
