Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R
5067,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
5068,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5069,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5070,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5071,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5072,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Water,Forest
5073,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5074,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5075,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
5076,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5077,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5078,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
5079,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
5080,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
5081,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5082,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5083,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
5084,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
5085,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
5086,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5087,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
5088,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5089,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
5090,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Forest
5091,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
5092,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5093,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
5094,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
5095,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5096,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5097,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5098,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5099,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5100,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5101,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5102,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5103,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5104,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5105,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5106,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5107,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5108,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5109,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5110,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5111,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5112,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5113,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5114,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
5115,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5116,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5117,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5118,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5119,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5120,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5121,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5122,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5123,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5124,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5125,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5126,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
5127,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5128,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5129,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5130,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5131,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
5132,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5133,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5134,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
5135,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5136,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5137,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5138,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5139,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5140,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5141,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5142,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5143,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5144,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5145,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5146,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5147,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5148,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5149,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5150,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5151,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5152,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5153,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5154,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5155,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5156,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
5157,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5158,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5159,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5160,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5161,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5162,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5163,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5164,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5165,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5166,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5167,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5168,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
5169,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5170,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5171,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5172,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5173,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
5174,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5175,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5176,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
5177,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5178,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5179,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5180,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5181,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5182,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5184,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5185,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5190,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5191,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5192,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5193,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
5194,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5195,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5196,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5197,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5205,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5206,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
5207,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
5208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5210,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5211,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5212,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5213,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5214,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5215,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5216,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5217,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5218,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5219,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5220,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5221,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5222,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5223,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5224,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5225,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5226,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
5227,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5228,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5229,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5230,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5231,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5232,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5233,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
5234,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5235,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5236,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5237,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5238,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5239,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5240,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5241,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5242,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5243,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5244,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5245,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
5246,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5247,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
5248,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5249,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5250,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
5251,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
5252,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5253,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
5254,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
5255,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5256,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5257,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5258,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
5259,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5260,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5261,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5262,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5263,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5264,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5265,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
5266,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
5267,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5268,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5269,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5270,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5271,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5272,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5273,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5274,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5275,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5276,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5277,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5278,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5279,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5280,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5281,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
5282,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
5283,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
5284,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Wetland
5285,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
5286,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5287,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5288,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5289,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5290,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5291,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5292,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5293,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5294,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5295,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
5296,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5297,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5298,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5299,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5300,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5301,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5302,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5303,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5304,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5305,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5306,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
5307,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5308,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5309,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5310,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5311,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5312,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5313,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5314,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5315,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5316,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5317,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5318,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
5319,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
5320,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5321,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5322,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5323,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5324,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5325,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5326,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5327,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5328,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5329,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5330,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5331,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5332,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5333,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
5334,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5335,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5336,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5337,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5338,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
5339,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
5340,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
5341,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
5342,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
5343,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5344,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5345,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5346,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5347,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5348,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5349,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5350,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5351,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5352,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5353,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5354,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5355,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5356,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5357,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5358,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5359,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
5360,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5361,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5362,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5363,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5364,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5365,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5366,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5367,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5368,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5369,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
5370,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5371,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5372,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5373,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5374,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5375,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5376,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5377,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5378,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5379,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5380,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5381,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5382,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5383,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5384,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5385,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5386,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5387,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5388,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5389,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
5390,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5391,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5392,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
