Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFE_M_R
1050,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1051,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1052,Water,NULL,Water,Water,Water,NULL,NULL,Water
1053,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1054,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1056,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1057,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1059,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1060,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1061,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1062,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1063,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1064,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1065,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1066,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1068,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1069,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1070,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1071,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1072,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1073,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1074,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1075,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1076,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1077,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1078,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1079,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1080,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1081,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1082,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1083,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1084,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1085,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1086,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1087,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1088,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1089,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1090,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1091,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1092,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1093,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1094,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1095,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1096,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1097,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1098,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1099,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1100,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1101,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1102,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1103,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1104,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1105,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1106,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1107,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1108,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1109,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1110,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1111,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1112,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1113,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1114,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1115,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1116,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1117,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1118,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1119,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1120,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1121,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1122,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1123,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1124,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1125,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1126,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1127,Water,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1128,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1129,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1130,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1131,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1132,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1133,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1134,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1135,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1136,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1137,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1138,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1139,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1140,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1141,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1143,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1144,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1145,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1147,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1148,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1149,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1150,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1151,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1152,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1153,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
1154,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1155,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1156,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1157,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1158,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1159,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1160,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1161,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1162,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1163,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1164,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1165,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1167,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1168,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1170,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1171,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1172,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1173,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1174,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1175,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1178,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1181,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1182,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1183,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1184,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1185,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1186,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1187,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1188,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1190,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1191,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1192,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1193,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1194,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1195,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1196,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1197,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1198,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1199,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1200,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1201,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1202,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1203,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1204,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1205,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1206,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1207,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1208,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1209,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1211,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1212,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1213,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1214,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1215,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1216,Water,Water,Water,NULL,Water,NULL,NULL,Water
1217,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1218,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1219,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1220,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1221,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1222,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1223,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1224,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1225,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1226,Water,Water,Water,Water,Water,NULL,NULL,Water
1227,Water,Water,Water,Water,Water,NULL,NULL,Forest
1228,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1230,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1231,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1232,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1233,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1234,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1235,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1236,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1237,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1238,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1239,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1240,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1241,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1242,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1243,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1244,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1245,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1246,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1247,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1248,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1249,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1250,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1251,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1252,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1253,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1254,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1255,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1256,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1257,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1258,Water,Forest,Water,Water,Water,NULL,NULL,Water
1259,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1260,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1261,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1262,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1263,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1265,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1267,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1269,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1270,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1271,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1272,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1273,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1274,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1275,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1276,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1277,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1278,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1279,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1280,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1282,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1283,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1284,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1285,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1286,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1287,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1288,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1289,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1290,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1291,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1292,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1293,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1294,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1295,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1296,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1299,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1300,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1301,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1304,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1305,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Wetland
1306,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1307,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1308,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1309,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1310,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1311,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1313,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1314,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1315,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1317,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1318,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1320,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1321,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1322,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1323,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1325,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1326,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1327,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1328,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1329,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1330,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1332,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1333,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1334,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1335,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1336,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1337,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1338,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1339,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1340,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1341,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1342,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1343,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1344,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1345,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1346,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1347,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1348,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1349,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1351,Permanent_ice_and_snow,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Permanent_ice_and_snow,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1353,Permanent_ice_and_snow,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1354,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1355,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Water
1356,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1357,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1358,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
1359,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
1360,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Bareland
1361,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1362,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Forest
1363,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1365,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1366,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1367,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1370,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1371,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1372,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1374,Permanent_ice_and_snow,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1375,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1376,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1377,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1378,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1379,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1380,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1381,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1382,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
