Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R
324,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
327,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
330,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
331,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
336,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
339,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
340,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
344,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
350,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
351,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
354,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
364,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
367,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
368,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
369,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
370,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
373,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
374,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
376,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
377,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
386,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
387,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
388,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
389,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
390,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
391,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
392,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
393,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
394,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
395,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
396,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
397,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
398,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
400,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
402,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
404,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
405,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
407,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
408,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
409,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
410,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
411,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
414,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
415,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
416,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
417,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
418,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
419,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
420,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
421,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
422,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
423,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
424,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
425,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
426,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
427,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
428,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
429,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
430,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
431,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
433,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
434,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
435,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
436,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,NULL,Wetland
437,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
438,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
439,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
440,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
441,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
442,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
444,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
445,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
446,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
447,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
448,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
450,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
451,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
454,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
455,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
459,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
460,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
461,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
462,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
463,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
464,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
465,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
466,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Forest
467,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
468,NULL,NULL,Water,NULL,Water,Grassland,NULL,Wetland
469,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
470,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
471,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
472,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
473,NULL,NULL,Water,NULL,Water,Wetland,NULL,NULL
474,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
475,NULL,NULL,Water,NULL,Water,Wetland,NULL,Wetland
476,NULL,NULL,Water,NULL,Water,Wetland,NULL,Forest
477,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
478,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
479,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
480,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
481,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
482,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
483,NULL,NULL,Water,NULL,Water,Water,NULL,Wetland
484,NULL,NULL,Water,NULL,Water,Water,NULL,Forest
485,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
486,NULL,NULL,Water,NULL,Water,Forest,NULL,Forest
487,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
488,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
489,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
490,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
491,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
492,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
493,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
494,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
495,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
496,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
497,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
498,NULL,NULL,Water,Non_Water,Water,Water,NULL,Wetland
499,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
500,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
501,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
502,NULL,NULL,Water,Water,Water,NULL,NULL,Water
503,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
504,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
505,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
506,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
507,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
508,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
509,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
510,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
511,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
512,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
513,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
516,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
517,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
519,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
520,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
521,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
523,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
524,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
525,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
528,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
529,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
531,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
533,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
535,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
536,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
537,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
538,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
539,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
542,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
544,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
545,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
547,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
548,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
550,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
551,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
552,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
553,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
554,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
556,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
557,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
558,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
559,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
561,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
562,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
563,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
564,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
566,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
567,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
568,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
569,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
570,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
572,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
573,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
576,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
577,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
578,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
579,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
581,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
583,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
586,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
588,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
589,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
590,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
592,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
593,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
594,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
595,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
596,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
597,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
598,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
599,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
600,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
601,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
602,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
603,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
604,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
605,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
606,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
607,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
608,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
609,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
610,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
611,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
612,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
613,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
614,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
615,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
616,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
617,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
618,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
619,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
621,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
622,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
623,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
624,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
625,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
626,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
627,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
628,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
629,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
630,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
631,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
632,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
633,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
634,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
635,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
636,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
637,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
638,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
