Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
287,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
288,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
289,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
290,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
291,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
292,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
293,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
294,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
295,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Bareland
296,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
297,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
298,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
299,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
300,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
301,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
302,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
303,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
304,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
305,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
306,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
307,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
308,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
309,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
310,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
311,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
312,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
313,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
314,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
315,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
316,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
317,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
318,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
319,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
320,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
321,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
322,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
323,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
