Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTS_M_R
1281,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1282,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1283,Water,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1284,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1285,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1286,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1287,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1288,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1289,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1290,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1291,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1292,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1293,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1294,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1295,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1296,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
1297,Water,NULL,Shrubland,Water,Non_Wetland,Water
1298,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1299,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1300,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1301,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1302,Water,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1303,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1304,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1305,Water,NULL,Grassland,NULL,Non_Wetland,Water
1306,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1307,Water,NULL,Grassland,Water,Non_Wetland,NULL
1308,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1309,Water,NULL,Grassland,Water,Non_Wetland,Water
1310,Water,NULL,Grassland,Water,Non_Wetland,Forest
1311,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1312,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1313,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1314,Water,NULL,Cropland,NULL,Non_Wetland,Water
1315,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1316,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1317,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1318,Water,NULL,Cropland,Water,Non_Wetland,NULL
1319,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1320,Water,NULL,Cropland,Water,Non_Wetland,Water
1321,Water,NULL,Cropland,Water,Non_Wetland,Forest
1322,Water,NULL,Wetland,Non_Water,Wetland,Water
1323,Water,NULL,Wetland,Non_Water,Wetland,Forest
1324,Water,NULL,Wetland,Water,Wetland,Grassland
1325,Water,NULL,Wetland,Water,Wetland,Bareland
1326,Water,NULL,Wetland,Water,Wetland,Water
1327,Water,NULL,Wetland,Water,Wetland,Forest
1328,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1329,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1330,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1331,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1332,Water,NULL,Bareland,NULL,Non_Wetland,Water
1333,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1334,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1335,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1336,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1337,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1338,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1339,Water,NULL,Bareland,Water,Non_Wetland,NULL
1340,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1341,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1342,Water,NULL,Bareland,Water,Non_Wetland,Water
1343,Water,NULL,Bareland,Water,Non_Wetland,Forest
1344,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1345,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1346,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1347,Water,NULL,Water,NULL,Water,NULL
1348,Water,NULL,Water,NULL,Water,Grassland
1349,Water,NULL,Water,NULL,Water,Cropland
1350,Water,NULL,Water,NULL,Water,Wetland
1351,Water,NULL,Water,NULL,Water,Bareland
1352,Water,NULL,Water,NULL,Water,Water
1353,Water,NULL,Water,NULL,Water,Forest
1354,Water,NULL,Water,Non_Water,Water,Grassland
1355,Water,NULL,Water,Non_Water,Water,Water
1356,Water,NULL,Water,Water,Water,NULL
1357,Water,NULL,Water,Water,Water,Grassland
1358,Water,NULL,Water,Water,Water,Bareland
1359,Water,NULL,Water,Water,Water,Water
1360,Water,NULL,Water,Water,Water,Forest
1361,Water,NULL,Forest,NULL,Non_Wetland,NULL
1362,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1363,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1364,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1365,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1366,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1367,Water,NULL,Forest,NULL,Non_Wetland,Water
1368,Water,NULL,Forest,NULL,Non_Wetland,Forest
1369,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1370,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1371,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1372,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1373,Water,NULL,Forest,Water,Non_Wetland,NULL
1374,Water,NULL,Forest,Water,Non_Wetland,Grassland
1375,Water,NULL,Forest,Water,Non_Wetland,Water
1376,Water,NULL,Forest,Water,Non_Wetland,Forest
1377,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1378,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1379,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1380,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1381,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1382,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1383,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1384,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1385,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1386,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1387,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1388,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1389,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1390,Water,Bareland,Shrubland,Water,Non_Wetland,NULL
1391,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1392,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1393,Water,Bareland,Shrubland,Water,Non_Wetland,Built-up
1394,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1395,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1396,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1397,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1398,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1399,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1400,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1401,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1402,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1403,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1404,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1405,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1406,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1407,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1408,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1409,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1410,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1411,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1412,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1413,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1414,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1415,Water,Bareland,Cropland,Water,Non_Wetland,Water
1416,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1417,Water,Bareland,Wetland,NULL,Wetland,NULL
1418,Water,Bareland,Wetland,NULL,Wetland,Bareland
1419,Water,Bareland,Wetland,NULL,Wetland,Water
1420,Water,Bareland,Wetland,NULL,Wetland,Forest
1421,Water,Bareland,Wetland,Non_Water,Wetland,Water
1422,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1423,Water,Bareland,Wetland,Water,Wetland,NULL
1424,Water,Bareland,Wetland,Water,Wetland,Grassland
1425,Water,Bareland,Wetland,Water,Wetland,Bareland
1426,Water,Bareland,Wetland,Water,Wetland,Water
1427,Water,Bareland,Wetland,Water,Wetland,Forest
1428,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1429,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1430,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1431,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1432,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1433,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1434,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1435,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1436,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1437,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1438,Water,Bareland,Bareland,Water,Non_Wetland,NULL
1439,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1440,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1441,Water,Bareland,Bareland,Water,Non_Wetland,Water
1442,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1443,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1444,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1445,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1446,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1447,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1448,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1449,Water,Bareland,Built-up,Water,Non_Wetland,Water
1450,Water,Bareland,Water,NULL,Water,NULL
1451,Water,Bareland,Water,NULL,Water,Grassland
1452,Water,Bareland,Water,NULL,Water,Bareland
1453,Water,Bareland,Water,NULL,Water,Built-up
1454,Water,Bareland,Water,NULL,Water,Water
1455,Water,Bareland,Water,Non_Water,Water,Grassland
1456,Water,Bareland,Water,Non_Water,Water,Water
1457,Water,Bareland,Water,Non_Water,Water,Forest
1458,Water,Bareland,Water,Water,Water,NULL
1459,Water,Bareland,Water,Water,Water,Grassland
1460,Water,Bareland,Water,Water,Water,Bareland
1461,Water,Bareland,Water,Water,Water,Water
1462,Water,Bareland,Water,Water,Water,Forest
1463,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1464,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1465,Water,Bareland,Forest,NULL,Non_Wetland,Water
1466,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1467,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1468,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1469,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1470,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1471,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1472,Water,Bareland,Forest,Water,Non_Wetland,Water
1473,Water,Bareland,Forest,Water,Non_Wetland,Forest
1474,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1475,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1476,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1477,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1478,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1479,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1480,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1481,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1482,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1483,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1484,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1485,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1486,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1487,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1488,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1489,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1490,Water,Built-up,Water,NULL,Water,Forest
1491,Water,Built-up,Water,Non_Water,Water,Forest
1492,Water,Built-up,Water,Water,Water,Water
1493,Water,Built-up,Water,Water,Water,Forest
1494,Water,Built-up,Forest,NULL,Non_Wetland,Water
1495,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1496,Water,Built-up,Forest,Water,Non_Wetland,Water
1497,Water,Water,NULL,NULL,Non_Wetland,Grassland
1498,Water,Water,NULL,NULL,Non_Wetland,Water
1499,Water,Water,NULL,NULL,Non_Wetland,Forest
1500,Water,Water,NULL,Water,Non_Wetland,Water
1501,Water,Water,NULL,Water,Non_Wetland,Forest
1502,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1503,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1504,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1505,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1506,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1507,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1508,Water,Water,Shrubland,NULL,Non_Wetland,Water
1509,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1510,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1511,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1512,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1513,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up
1514,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1515,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1516,Water,Water,Shrubland,Water,Non_Wetland,NULL
1517,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1518,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1519,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1520,Water,Water,Shrubland,Water,Non_Wetland,Water
1521,Water,Water,Shrubland,Water,Non_Wetland,Forest
1522,Water,Water,Grassland,NULL,Non_Wetland,NULL
1523,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1524,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1525,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1526,Water,Water,Grassland,NULL,Non_Wetland,Water
1527,Water,Water,Grassland,NULL,Non_Wetland,Forest
1528,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1529,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1530,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1531,Water,Water,Grassland,Water,Non_Wetland,NULL
1532,Water,Water,Grassland,Water,Non_Wetland,Grassland
1533,Water,Water,Grassland,Water,Non_Wetland,Bareland
1534,Water,Water,Grassland,Water,Non_Wetland,Water
1535,Water,Water,Grassland,Water,Non_Wetland,Forest
1536,Water,Water,Cropland,NULL,Non_Wetland,NULL
1537,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1538,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1539,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1540,Water,Water,Cropland,NULL,Non_Wetland,Water
1541,Water,Water,Cropland,NULL,Non_Wetland,Forest
1542,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1543,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1544,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1545,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1546,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1547,Water,Water,Cropland,Water,Non_Wetland,NULL
1548,Water,Water,Cropland,Water,Non_Wetland,Grassland
1549,Water,Water,Cropland,Water,Non_Wetland,Bareland
1550,Water,Water,Cropland,Water,Non_Wetland,Water
1551,Water,Water,Cropland,Water,Non_Wetland,Forest
1552,Water,Water,Wetland,NULL,Wetland,Grassland
1553,Water,Water,Wetland,NULL,Wetland,Bareland
1554,Water,Water,Wetland,NULL,Wetland,Built-up
1555,Water,Water,Wetland,NULL,Wetland,Water
1556,Water,Water,Wetland,NULL,Wetland,Forest
1557,Water,Water,Wetland,Non_Water,Wetland,Grassland
1558,Water,Water,Wetland,Non_Water,Wetland,Cropland
1559,Water,Water,Wetland,Non_Water,Wetland,Bareland
1560,Water,Water,Wetland,Non_Water,Wetland,Water
1561,Water,Water,Wetland,Non_Water,Wetland,Forest
1562,Water,Water,Wetland,Water,Wetland,NULL
1563,Water,Water,Wetland,Water,Wetland,Grassland
1564,Water,Water,Wetland,Water,Wetland,Cropland
1565,Water,Water,Wetland,Water,Wetland,Bareland
1566,Water,Water,Wetland,Water,Wetland,Built-up
1567,Water,Water,Wetland,Water,Wetland,Water
1568,Water,Water,Wetland,Water,Wetland,Forest
1569,Water,Water,Bareland,NULL,Non_Wetland,NULL
1570,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1571,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1572,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1573,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1574,Water,Water,Bareland,NULL,Non_Wetland,Water
1575,Water,Water,Bareland,NULL,Non_Wetland,Forest
1576,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1577,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1578,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1579,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1580,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1581,Water,Water,Bareland,Water,Non_Wetland,NULL
1582,Water,Water,Bareland,Water,Non_Wetland,Grassland
1583,Water,Water,Bareland,Water,Non_Wetland,Bareland
1584,Water,Water,Bareland,Water,Non_Wetland,Water
1585,Water,Water,Bareland,Water,Non_Wetland,Forest
1586,Water,Water,Built-up,NULL,Non_Wetland,NULL
1587,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1588,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1589,Water,Water,Built-up,NULL,Non_Wetland,Water
1590,Water,Water,Built-up,NULL,Non_Wetland,Forest
1591,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1592,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1593,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1594,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1595,Water,Water,Built-up,Water,Non_Wetland,Bareland
1596,Water,Water,Built-up,Water,Non_Wetland,Water
1597,Water,Water,Water,NULL,Water,NULL
1598,Water,Water,Water,NULL,Water,Grassland
1599,Water,Water,Water,NULL,Water,Cropland
1600,Water,Water,Water,NULL,Water,Bareland
1601,Water,Water,Water,NULL,Water,Built-up
1602,Water,Water,Water,NULL,Water,Water
1603,Water,Water,Water,NULL,Water,Forest
1604,Water,Water,Water,Non_Water,Water,Grassland
1605,Water,Water,Water,Non_Water,Water,Bareland
1606,Water,Water,Water,Non_Water,Water,Water
1607,Water,Water,Water,Non_Water,Water,Forest
1608,Water,Water,Water,Water,Water,NULL
1609,Water,Water,Water,Water,Water,Grassland
1610,Water,Water,Water,Water,Water,Cropland
1611,Water,Water,Water,Water,Water,Bareland
1612,Water,Water,Water,Water,Water,Water
1613,Water,Water,Water,Water,Water,Forest
1614,Water,Water,Forest,NULL,Non_Wetland,NULL
1615,Water,Water,Forest,NULL,Non_Wetland,Grassland
1616,Water,Water,Forest,NULL,Non_Wetland,Cropland
1617,Water,Water,Forest,NULL,Non_Wetland,Wetland
1618,Water,Water,Forest,NULL,Non_Wetland,Bareland
1619,Water,Water,Forest,NULL,Non_Wetland,Water
1620,Water,Water,Forest,NULL,Non_Wetland,Forest
1621,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1622,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1623,Water,Water,Forest,Non_Water,Non_Wetland,Water
1624,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1625,Water,Water,Forest,Water,Non_Wetland,NULL
1626,Water,Water,Forest,Water,Non_Wetland,Grassland
1627,Water,Water,Forest,Water,Non_Wetland,Cropland
1628,Water,Water,Forest,Water,Non_Wetland,Bareland
1629,Water,Water,Forest,Water,Non_Wetland,Water
1630,Water,Water,Forest,Water,Non_Wetland,Forest
1631,Water,Forest,NULL,NULL,Non_Wetland,NULL
1632,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1633,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1634,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1635,Water,Forest,NULL,NULL,Non_Wetland,Water
1636,Water,Forest,NULL,NULL,Non_Wetland,Forest
1637,Water,Forest,NULL,Water,Non_Wetland,Grassland
1638,Water,Forest,NULL,Water,Non_Wetland,Forest
1639,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1640,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1641,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1642,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1643,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1644,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1645,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1646,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1647,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1648,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1649,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1650,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1651,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1652,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1653,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1654,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1655,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1656,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1657,Water,Forest,Cropland,NULL,Non_Wetland,Water
1658,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1659,Water,Forest,Cropland,Water,Non_Wetland,Forest
1660,Water,Forest,Wetland,NULL,Wetland,Water
1661,Water,Forest,Wetland,Non_Water,Wetland,Forest
1662,Water,Forest,Wetland,Water,Wetland,Bareland
1663,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1664,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1665,Water,Forest,Bareland,NULL,Non_Wetland,Water
1666,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1667,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1668,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1669,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1670,Water,Forest,Bareland,Water,Non_Wetland,Water
1671,Water,Forest,Bareland,Water,Non_Wetland,Forest
1672,Water,Forest,Water,NULL,Water,NULL
1673,Water,Forest,Water,NULL,Water,Grassland
1674,Water,Forest,Water,NULL,Water,Bareland
1675,Water,Forest,Water,NULL,Water,Water
1676,Water,Forest,Water,NULL,Water,Forest
1677,Water,Forest,Water,Non_Water,Water,Forest
1678,Water,Forest,Water,Water,Water,NULL
1679,Water,Forest,Water,Water,Water,Grassland
1680,Water,Forest,Water,Water,Water,Bareland
1681,Water,Forest,Water,Water,Water,Water
1682,Water,Forest,Water,Water,Water,Forest
1683,Water,Forest,Forest,NULL,Non_Wetland,NULL
1684,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1685,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1686,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1687,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1688,Water,Forest,Forest,NULL,Non_Wetland,Water
1689,Water,Forest,Forest,NULL,Non_Wetland,Forest
1690,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1691,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1692,Water,Forest,Forest,Water,Non_Wetland,NULL
1693,Water,Forest,Forest,Water,Non_Wetland,Grassland
1694,Water,Forest,Forest,Water,Non_Wetland,Bareland
1695,Water,Forest,Forest,Water,Non_Wetland,Water
1696,Water,Forest,Forest,Water,Non_Wetland,Forest
1697,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1698,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1699,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1700,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1701,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1702,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1703,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1704,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
1705,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1706,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1707,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water
1708,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Forest
1709,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1710,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1711,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1712,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
1713,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water
1714,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1715,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Water
1716,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL
1717,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1718,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
1719,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1720,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
1721,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1722,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1723,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Built-up
1724,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
1725,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1726,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
