Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R
321,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
322,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
359,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
364,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
370,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
376,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
378,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
408,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
409,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
410,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
412,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
413,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
414,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
415,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
416,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
444,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
468,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
472,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
474,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
475,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
476,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
477,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
478,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
479,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
480,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
481,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
482,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
484,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
485,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
486,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
487,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
488,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
489,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
490,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
491,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
492,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
493,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
494,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
495,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
496,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
497,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
498,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
499,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
500,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
501,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
502,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
503,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
504,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
505,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
506,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
507,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
508,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
509,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
510,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
511,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
512,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
513,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
514,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
515,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
516,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
517,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
518,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
519,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
520,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
521,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
522,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
523,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
524,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
525,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
526,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
527,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
528,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
529,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
530,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
531,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
532,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
533,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
534,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
535,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
536,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
537,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
538,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Forest
539,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
541,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
542,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
543,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
544,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
545,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
546,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
547,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
548,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
549,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
550,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
551,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
552,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
553,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
554,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
555,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
556,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
557,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
558,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
559,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
560,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
561,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
562,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
563,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
564,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
565,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
566,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
567,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
568,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
569,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
570,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
571,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
572,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
573,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
574,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
575,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
576,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
577,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
578,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
579,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
580,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
581,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
582,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
583,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
584,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
585,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
586,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
587,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
588,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
589,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
591,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
592,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
593,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
594,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
595,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
596,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
597,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
598,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
599,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
600,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
601,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
602,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
603,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
604,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
605,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
606,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
607,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
608,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
609,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
610,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
611,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
612,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
613,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
614,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
615,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
616,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
617,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
618,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
619,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
620,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
621,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
622,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
623,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
624,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
625,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
626,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
627,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
628,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
629,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
630,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
631,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
632,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
633,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
634,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
635,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
636,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
637,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
638,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
640,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
641,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
642,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
643,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
644,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
645,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
646,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
647,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
648,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
649,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
651,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
652,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
653,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
654,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
655,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
656,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
657,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
658,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
659,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
660,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
661,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
662,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
