Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZU_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
389,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
391,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
393,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
395,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
401,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
434,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
435,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
438,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
441,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
444,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
448,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
496,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
504,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
511,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
512,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
514,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
522,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
523,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
568,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
575,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
581,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,NULL
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
621,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
622,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
623,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
624,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
625,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
626,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
627,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
628,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
629,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
630,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
631,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
632,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
633,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
635,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
636,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
637,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
638,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
639,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
640,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
641,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
642,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
643,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
644,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
645,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
646,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
647,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
648,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
649,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
650,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
651,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
652,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
653,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
654,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
656,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
657,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
658,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
