Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEJ_M_R
5391,Forest,Water,Water,Water,Water,Water,Wetland,Forest
5392,Forest,Water,Water,Water,Water,Water,Water,Grassland
5393,Forest,Water,Water,Water,Water,Water,Water,Bareland
5394,Forest,Water,Water,Water,Water,Water,Water,Water
5395,Forest,Water,Water,Water,Water,Water,Water,Forest
5396,Forest,Water,Water,Water,Water,Water,Forest,Grassland
5397,Forest,Water,Water,Water,Water,Water,Forest,Bareland
5398,Forest,Water,Water,Water,Water,Water,Forest,Water
5399,Forest,Water,Water,Water,Water,Water,Forest,Forest
5400,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
5401,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
5402,Forest,Water,Water,Water,Water,Forest,Water,Water
5403,Forest,Water,Water,Water,Water,Forest,Water,Forest
5404,Forest,Water,Water,Water,Water,Forest,Forest,Forest
5405,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5406,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5407,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5408,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5409,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5410,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5411,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5412,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
5413,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5414,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5415,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5416,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5417,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5418,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5419,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5420,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5421,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5422,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5423,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
5424,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5425,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5426,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
5427,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5428,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5429,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5430,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5431,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5432,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5433,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5434,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
5435,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5436,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5437,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5438,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5439,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
5440,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5441,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5442,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5443,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5444,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5445,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
5446,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
5447,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
5448,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5449,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5450,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5451,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5452,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
5453,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5454,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5455,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5456,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
5457,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5458,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5459,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5460,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
5461,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5462,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5463,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5464,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5465,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5466,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5467,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5468,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
5469,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5470,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5471,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5472,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5473,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5474,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5475,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5476,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
5477,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5478,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5479,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5480,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5481,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5482,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5483,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5484,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5485,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5486,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
5487,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5488,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5489,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
5490,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
5491,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5492,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
5493,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5494,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5495,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5496,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5497,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
5498,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5499,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
5500,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5501,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5502,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5503,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5504,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5505,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
5506,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5507,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
5508,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5509,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
5510,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5511,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5512,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5513,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
5514,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
5515,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
5516,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5517,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
5518,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
5519,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5520,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
5521,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5522,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5523,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5524,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
5525,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
5526,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
5527,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
5528,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5529,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5530,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
5531,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5532,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5533,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
5534,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5535,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5536,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
5537,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5538,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5539,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
5540,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5541,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
5542,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5543,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
5544,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
5545,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5546,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5547,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5548,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5549,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5550,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5551,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5552,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5553,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5554,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5555,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
5556,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5557,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5558,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5559,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5560,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5561,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5562,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5563,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5564,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5565,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5566,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5567,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5568,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5569,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5570,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5571,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5572,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5573,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5574,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5575,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5576,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5577,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5578,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5579,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5580,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
5581,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5582,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5583,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5584,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5585,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
5586,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5587,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
5588,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5589,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
5590,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5591,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
5592,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5593,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5594,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
5595,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5596,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5597,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
5598,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5599,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5600,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5601,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5602,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5603,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5604,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5605,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5606,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5607,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5608,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5609,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5610,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5611,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5612,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5613,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5614,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5615,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5616,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5617,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5618,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5619,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5620,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5621,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5622,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5623,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
5624,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5625,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5626,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5627,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5628,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5629,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
5630,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5631,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5632,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5633,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5634,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5635,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5636,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5637,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
5638,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
5639,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5640,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5641,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
5642,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5643,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
5644,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
5645,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
5646,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
5647,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
5648,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5649,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
5650,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
5651,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
5652,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Bareland
5653,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Bareland
5654,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
5655,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5656,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
5657,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
5658,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
5659,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
5660,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Bareland
5661,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
5662,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
5663,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5664,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5665,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5666,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5667,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5668,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5669,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5670,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5671,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5672,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5673,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5674,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5675,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5676,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5677,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5678,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5679,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5680,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5681,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5682,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5683,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5684,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5685,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5686,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5687,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5688,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5689,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5690,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
5691,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5692,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5693,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5694,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5695,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
5696,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5697,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5698,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
5699,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5700,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5701,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5702,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5703,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5704,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5705,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5706,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5707,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5708,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5709,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5710,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5711,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5712,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5713,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5714,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5715,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5716,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5718,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5719,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5720,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5721,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5722,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5723,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5724,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5725,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
5726,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5727,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
5728,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5729,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5730,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
5731,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
5732,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
5733,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5734,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
5735,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
5736,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
