Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWJ_M_R
1043,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1046,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1047,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1048,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1050,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1051,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1053,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1054,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1055,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1056,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1057,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1058,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1059,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1060,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1061,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1062,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1063,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1064,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1065,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1066,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1067,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1068,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1070,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1071,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1072,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1073,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1074,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1076,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1077,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1078,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1079,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1080,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1081,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1082,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1083,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1086,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1089,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1091,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1094,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1095,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1097,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1098,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1099,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1100,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1102,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1103,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1104,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1107,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1108,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1110,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1111,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1112,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1113,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1114,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1115,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1116,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1117,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1118,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1119,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1120,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1121,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1122,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1123,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1125,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1127,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1129,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1130,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1131,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1132,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1133,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1134,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1135,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1136,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1137,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1140,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1141,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1142,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1143,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1144,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1146,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1147,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1148,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1149,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1150,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1151,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1152,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1153,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1154,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1155,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1156,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1157,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1158,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1159,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1160,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1161,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1162,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1165,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1166,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1168,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1169,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1171,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1172,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1173,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1175,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1176,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1177,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1178,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1179,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1180,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1181,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1182,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1183,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1184,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1185,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1186,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1187,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1188,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1189,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1190,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1191,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1192,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1193,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1194,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1195,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1196,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1197,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1198,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1199,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1200,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1202,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1203,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1204,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1205,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1206,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1207,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1208,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1209,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1210,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1211,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1212,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1213,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1214,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1215,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1216,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1219,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1220,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1222,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1223,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1224,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1225,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1226,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1227,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1229,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1230,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1231,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1232,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1233,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1234,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1235,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1236,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1237,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1240,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1243,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1244,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1245,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1246,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1247,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1248,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1249,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1250,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1252,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1253,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1254,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1255,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1256,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1257,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1258,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1259,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1260,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1261,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1262,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1263,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1264,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1265,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1266,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1267,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1268,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1269,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1270,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1271,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1272,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1273,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1274,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1275,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1276,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1277,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1278,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1280,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1281,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1282,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1283,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1284,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1285,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1286,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1287,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1288,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1289,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1290,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1291,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1292,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1293,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1294,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1295,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1296,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1297,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1298,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1299,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1300,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1301,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1302,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1304,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1306,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1307,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1309,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1310,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1311,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1312,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1314,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1315,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1316,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1317,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1318,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1320,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1322,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1323,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1324,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1325,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1326,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1327,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1328,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1330,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1331,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1332,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1333,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1334,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1335,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1336,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1337,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1338,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1339,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1340,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1341,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1342,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1343,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1344,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1345,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1346,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1347,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1348,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1349,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1350,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1351,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1352,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1353,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1354,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1355,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1356,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1357,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1359,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1361,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1362,Bareland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1363,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1364,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1365,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1366,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1367,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1368,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1369,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1370,Bareland,Forest,Water,Water,Water,NULL,NULL,Cropland
1371,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1372,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1373,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1374,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1376,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1378,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1379,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1380,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1381,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1382,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
