Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFC_M_R
1075,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1076,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1077,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1078,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1079,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1080,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1081,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1082,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1083,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1084,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1085,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1086,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1089,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1090,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1091,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1093,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1094,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1095,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1096,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1097,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1099,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1100,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1101,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1102,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1103,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1104,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1105,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1106,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1107,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1108,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1109,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1110,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1111,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1112,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1113,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1114,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1115,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1116,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1117,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1118,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1119,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1120,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1121,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1122,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1123,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1124,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1125,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1126,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1127,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1128,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1129,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1130,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1131,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
1132,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1133,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1134,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1135,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1136,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1137,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1138,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
1139,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1140,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1141,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1142,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1143,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1144,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1145,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1146,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1147,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1148,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1149,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1150,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1151,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1152,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1153,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1154,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1155,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1156,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1157,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1158,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1159,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1160,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1161,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1162,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1163,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1164,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1165,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1166,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1167,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1168,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1169,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1170,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1171,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1173,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1174,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1175,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1176,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1177,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1178,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1179,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1180,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1181,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1182,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1183,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1184,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1185,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1186,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1187,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1188,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1189,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1190,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1191,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1192,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1193,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1194,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1195,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1196,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1197,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1198,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1199,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1200,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1201,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1202,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1203,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1204,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1205,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
1206,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1207,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1208,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1209,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1210,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1211,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1212,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1213,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1214,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1215,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1216,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1217,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1218,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1219,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1221,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1222,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1223,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1224,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1225,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1226,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1227,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1228,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1229,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1230,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1231,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1232,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1233,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1234,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1235,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1236,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1237,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1238,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1239,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1240,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1241,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1242,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1243,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1244,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1245,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1246,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1247,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1248,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1249,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1250,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1251,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1252,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1253,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1254,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1255,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,NULL
1256,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1257,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1258,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1259,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1260,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1261,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1262,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1263,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1264,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1265,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1266,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1267,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1268,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1269,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1270,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1271,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1272,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1273,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1274,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1275,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1276,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1277,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1278,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1279,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1280,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1281,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1282,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1283,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1284,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1285,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1286,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1287,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1288,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1289,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1290,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1291,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1292,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1293,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1294,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1295,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1296,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1297,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1298,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1299,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1300,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1301,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
