Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRV_M_R
343,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
345,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
346,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
347,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
349,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
350,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
351,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
352,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
353,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
354,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
356,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
357,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
358,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
359,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
360,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,NULL
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
369,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
370,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
372,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
374,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
375,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
376,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
377,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
378,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
379,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
380,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
381,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
382,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
384,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
387,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
388,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
389,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
390,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
391,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
392,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
393,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
394,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
395,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
396,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
397,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
398,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
400,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
401,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
402,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
403,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
404,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
405,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
406,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
407,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
408,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
409,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
410,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
411,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
412,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
413,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
414,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
415,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
416,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
417,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
418,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
419,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
420,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,NULL
421,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
422,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
423,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
424,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
425,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
426,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
427,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
428,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
429,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
430,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
431,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
432,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
433,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
434,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
435,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
436,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
437,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
439,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
441,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Cropland
442,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
443,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
444,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
445,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
446,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
447,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
448,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
449,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
450,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
451,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
453,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
454,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
456,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
457,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
458,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
459,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
460,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
461,NULL,Water,Water,Water,Water,NULL,NULL,NULL
462,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
463,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
464,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
465,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
466,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
467,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
468,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
469,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
470,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
471,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
472,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
473,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
474,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
475,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
477,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
478,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
479,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
480,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
481,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
482,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
484,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
486,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
487,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
489,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
490,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
491,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
492,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
493,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
494,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
495,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
496,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
497,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
499,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
501,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
502,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
503,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
504,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
505,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
506,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
507,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
508,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
509,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
510,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
511,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
512,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
513,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
514,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
515,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
516,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
517,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
518,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
519,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
520,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
521,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
522,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
523,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
524,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Water
525,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
526,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
527,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
528,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
529,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
530,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
531,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
532,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
533,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
534,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
535,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
536,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
537,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
539,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
540,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
541,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
542,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
543,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
544,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
545,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
546,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
547,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
548,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
549,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
550,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
551,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
553,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
554,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
555,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
556,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
557,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
558,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
559,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
560,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
561,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
562,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
564,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
565,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
567,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
568,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
569,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
570,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
572,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
573,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
574,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
575,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
576,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
577,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
578,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
580,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
581,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
582,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
584,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
586,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
588,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
589,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
590,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
591,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
592,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
593,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
594,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
596,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
597,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
598,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
599,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
601,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
602,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
603,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
604,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
605,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
606,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
607,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
608,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
609,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
610,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
611,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
612,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
613,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
614,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
615,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
616,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
617,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
618,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
619,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
620,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
621,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
622,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
623,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
624,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
625,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
626,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
627,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
628,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
631,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
632,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
633,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
635,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
636,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
637,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
638,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
639,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
640,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
641,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
642,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
643,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
645,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
646,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
647,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
648,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
649,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
650,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
651,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
652,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
653,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
654,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
655,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
656,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
657,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
658,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
659,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
660,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
661,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
662,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
663,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
664,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
665,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
666,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
667,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
668,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
669,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
670,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
671,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
672,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
673,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
674,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
675,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
677,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
678,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
679,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
681,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
682,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
683,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
684,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
685,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
686,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
687,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
688,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
689,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
690,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
691,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
692,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
693,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
694,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
