Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYV_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
474,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
475,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
477,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
479,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Bareland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
481,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
482,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
483,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
485,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
486,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
487,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
500,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
547,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
643,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
652,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
654,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
