Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHF_M_R
1387,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1388,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1389,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1390,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1391,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1392,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1393,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1394,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1395,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1397,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1398,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1399,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1400,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1401,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1402,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1403,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1405,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1406,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1407,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1408,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1409,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1410,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1411,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1412,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1413,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1414,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1415,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1416,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1417,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1418,Water,NULL,Water,Water,Water,NULL,NULL,Water
1419,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1420,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1421,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1422,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1423,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1424,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1425,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1426,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1427,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1428,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1429,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1431,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1432,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1433,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1434,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1435,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1436,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1437,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1438,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1439,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1440,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1441,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1442,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1443,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1444,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1445,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1446,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1447,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1448,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1449,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1450,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1451,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1452,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1453,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1454,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1455,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1456,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1457,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1458,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1459,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1460,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1461,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1462,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1463,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1464,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1465,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1466,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1467,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1468,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1469,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1470,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1471,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1472,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1473,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1474,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1475,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1476,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1477,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1478,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
1479,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1480,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1481,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1482,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1483,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1484,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1485,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1486,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1487,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1488,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1489,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1490,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1491,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1492,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1493,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1494,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1495,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1496,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1497,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1498,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1499,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1500,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1501,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1502,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1503,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1504,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1505,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1506,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1507,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1508,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1509,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1510,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1511,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1512,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1513,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1514,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1515,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1516,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1517,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1518,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1519,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1520,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1521,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1522,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1523,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1524,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1525,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1526,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1527,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1528,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1529,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1530,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1531,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1532,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1533,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1534,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1535,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1536,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1537,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1538,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1539,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1540,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1541,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1542,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1543,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1544,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1545,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1546,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1547,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1548,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1549,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1550,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1551,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1552,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1553,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1554,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1555,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1556,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1557,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1558,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1559,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1560,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1561,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1562,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1563,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1564,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1566,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1567,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1568,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1569,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1570,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1571,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1572,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1573,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1574,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1575,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1576,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1577,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1578,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1580,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1581,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1582,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1583,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1584,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1585,Water,Water,Water,NULL,Water,NULL,NULL,Water
1586,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1587,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1588,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1589,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1590,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1591,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1592,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1593,Water,Water,Water,Water,Water,NULL,NULL,NULL
1594,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1595,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1596,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1597,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1598,Water,Water,Water,Water,Water,NULL,NULL,Water
1599,Water,Water,Water,Water,Water,NULL,NULL,Forest
1600,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1601,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1603,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1604,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1605,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1606,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1607,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1608,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1609,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1610,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1611,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1612,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1613,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1614,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1615,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1616,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1617,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1618,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1619,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1620,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1621,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1622,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1623,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1624,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1625,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1626,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1627,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1628,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1629,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1630,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1631,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1632,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1633,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1634,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1635,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1636,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1637,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1638,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1639,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1640,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1641,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1642,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1643,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1644,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1645,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1646,Water,Forest,Water,Water,Water,NULL,NULL,Water
1647,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1648,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1649,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1650,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1651,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1652,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1653,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1654,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1655,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1656,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1657,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1658,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1659,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1660,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1661,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1662,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1663,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1664,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1665,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1666,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1667,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1668,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1669,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1670,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1671,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1672,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1673,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1674,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1675,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1677,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1678,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1679,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1680,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1681,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1682,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1683,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1684,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1685,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1686,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1687,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1688,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1689,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1690,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1691,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1692,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1693,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1694,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1695,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1696,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1697,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1699,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1700,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1701,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Water
1702,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1703,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
1704,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1705,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
1706,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1707,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1708,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1709,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1710,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1711,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1712,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1713,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1714,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1715,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1716,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1718,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1719,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1721,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1722,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1723,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1724,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1725,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1726,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1727,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1728,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1729,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1730,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1731,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Water
