Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
352,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
353,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
355,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
357,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
358,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
359,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
360,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
361,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
362,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
366,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
376,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
379,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
382,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
383,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
386,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
388,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
389,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
393,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
394,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
395,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
397,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
412,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
415,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
419,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
423,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
425,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
459,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
462,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
470,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
482,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
488,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
489,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
495,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
522,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
525,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
526,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
527,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
528,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
529,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
530,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
531,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
532,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
533,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
534,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
535,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
536,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
537,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
538,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
539,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
540,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
541,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
542,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
543,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
544,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
545,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
546,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
547,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
548,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
549,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
550,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
551,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
552,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
553,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
554,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
555,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
556,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
557,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
558,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
560,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
561,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
562,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
563,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
564,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
565,NULL,NULL,Wetland,NULL,Wetland,Water,Water,NULL
566,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
567,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
568,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
569,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
570,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
571,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
572,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
573,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
574,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
575,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
576,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
577,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
578,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
579,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
580,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
581,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
582,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
583,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
584,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
585,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
586,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
587,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
588,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
589,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
591,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
592,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
593,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
594,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
595,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
596,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
597,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
598,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
599,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
600,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
601,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
602,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Cropland
603,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
604,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
605,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
606,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
607,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
609,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
610,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
611,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
613,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
615,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
616,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
617,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
618,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
619,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
620,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
621,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
622,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
623,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
624,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
625,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
628,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
629,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
631,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
632,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
633,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
634,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
635,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
636,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
637,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
640,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
643,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
650,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
651,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
653,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
655,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
