Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLP_M_R
324,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
325,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
326,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
327,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
328,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
329,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
330,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
331,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
332,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
333,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
336,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
337,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
338,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
339,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
340,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
341,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
343,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
344,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
345,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
348,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
349,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
350,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
352,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
353,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
354,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
355,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
356,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
357,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
358,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
359,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
360,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
361,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
362,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
363,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
364,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
365,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
366,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
367,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
368,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
369,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
370,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
371,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
372,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
373,NULL,NULL,Water,Water,Water,Water,Grassland,Water
374,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
375,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
377,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
380,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
383,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
385,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
387,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
388,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
389,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
391,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
402,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
404,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
406,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
407,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
408,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
409,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
410,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
412,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
419,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
420,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
421,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
422,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
423,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
425,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
427,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
430,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
433,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
440,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
441,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
445,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
447,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
449,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
450,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
451,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
452,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
453,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
454,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
455,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
456,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
459,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
460,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
461,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
462,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
463,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
464,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
465,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
466,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
467,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
469,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
470,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
471,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
472,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
473,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
474,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
475,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
476,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
477,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
478,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
479,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
480,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
481,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
508,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
509,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
510,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
511,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
512,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
513,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
514,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
516,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
517,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
518,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
519,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
520,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
521,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
522,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
523,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
524,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
525,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
526,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
527,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
528,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
529,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
530,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
531,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
532,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
533,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
534,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
535,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
536,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
537,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
538,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
539,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
540,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
541,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
542,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
543,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
544,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
545,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
546,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
547,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
548,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
549,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
550,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
551,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
552,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
559,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
560,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
561,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
562,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
563,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
564,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
565,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
566,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
567,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
568,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
569,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
570,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
571,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
572,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
573,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
574,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
575,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
576,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
577,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
578,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
579,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
580,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
581,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
582,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
583,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
584,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
585,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
586,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
587,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
588,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
589,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
590,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
591,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
592,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
593,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
594,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
595,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
596,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
597,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
598,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
599,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
600,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
601,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
602,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
603,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
604,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
605,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
606,NULL,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
607,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
610,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
612,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
613,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
614,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
615,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
616,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
617,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
619,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
620,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
621,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
622,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
623,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
624,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
625,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
626,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
627,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
628,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
629,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
631,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
632,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
633,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
635,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
636,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
637,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
638,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
639,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
640,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
641,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
642,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
643,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
644,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
645,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
646,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
647,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
648,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
649,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
650,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
651,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
652,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
653,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
