Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQN_M_R
1550,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1551,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water
1552,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1553,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
1554,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1555,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1556,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
1557,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
1558,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1559,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1560,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
1561,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
1562,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
1563,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1564,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
1565,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1566,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1567,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1568,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1569,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
1570,Water,Bareland,Water,NULL,Water,NULL,Wetland
1571,Water,Bareland,Water,NULL,Water,NULL,Bareland
1572,Water,Bareland,Water,NULL,Water,NULL,Water
1573,Water,Bareland,Water,Non_Water,Water,NULL,Grassland
1574,Water,Bareland,Water,Non_Water,Water,NULL,Water
1575,Water,Bareland,Water,Water,Water,NULL,Water
1576,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1577,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1578,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1579,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1580,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1581,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
1582,Water,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1583,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1584,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1585,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1586,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1587,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1588,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1589,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1590,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
1591,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1592,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1593,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1594,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1595,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1596,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1597,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
1598,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1599,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Water
1600,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1601,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1602,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
1603,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1604,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1605,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
1606,Water,Built-up,Wetland,NULL,Wetland,NULL,Water
1607,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest
1608,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland
1609,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water
1610,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1611,Water,Built-up,Wetland,Water,Wetland,NULL,Bareland
1612,Water,Built-up,Wetland,Water,Wetland,NULL,Water
1613,Water,Built-up,Wetland,Water,Wetland,NULL,Forest
1614,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
1615,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water
1616,Water,Built-up,Water,NULL,Water,NULL,Bareland
1617,Water,Built-up,Water,NULL,Water,NULL,Water
1618,Water,Built-up,Water,NULL,Water,NULL,Forest
1619,Water,Built-up,Water,Water,Water,NULL,Grassland
1620,Water,Built-up,Water,Water,Water,NULL,Bareland
1621,Water,Built-up,Water,Water,Water,NULL,Water
1622,Water,Built-up,Water,Water,Water,NULL,Forest
1623,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1624,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1625,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water
1626,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1627,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water
1628,Water,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
1629,Water,Built-up,Forest,Water,Non_Wetland,NULL,Water
1630,Water,Built-up,Forest,Water,Non_Wetland,NULL,Forest
1631,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1632,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1633,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1634,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
1635,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
1636,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1637,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
1638,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1639,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1640,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1641,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1642,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1643,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1644,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1645,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1646,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1647,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1648,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1649,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1650,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1651,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1652,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1653,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1654,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1655,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1656,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1657,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1658,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1659,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1660,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1661,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1662,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1663,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1664,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
1665,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1666,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1667,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
1668,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1669,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1670,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1671,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1672,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1673,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
1674,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
1675,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1676,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1677,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
1678,Water,Water,Wetland,NULL,Wetland,NULL,Water
1679,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1680,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1681,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1682,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1683,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1684,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1685,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1686,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1687,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1688,Water,Water,Wetland,Water,Wetland,NULL,Water
1689,Water,Water,Wetland,Water,Wetland,NULL,Forest
1690,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1691,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1692,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
1693,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1694,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1695,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
1696,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1697,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
1698,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
1699,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1700,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
1701,Water,Water,Built-up,Water,Non_Wetland,NULL,Forest
1702,Water,Water,Water,NULL,Water,NULL,Grassland
1703,Water,Water,Water,NULL,Water,NULL,Wetland
1704,Water,Water,Water,NULL,Water,NULL,Bareland
1705,Water,Water,Water,NULL,Water,NULL,Water
1706,Water,Water,Water,NULL,Water,NULL,Forest
1707,Water,Water,Water,Non_Water,Water,NULL,Grassland
1708,Water,Water,Water,Non_Water,Water,NULL,Wetland
1709,Water,Water,Water,Non_Water,Water,NULL,Bareland
1710,Water,Water,Water,Non_Water,Water,NULL,Water
1711,Water,Water,Water,Non_Water,Water,NULL,Forest
1712,Water,Water,Water,Water,Water,NULL,Grassland
1713,Water,Water,Water,Water,Water,NULL,Wetland
1714,Water,Water,Water,Water,Water,NULL,Bareland
1715,Water,Water,Water,Water,Water,NULL,Water
1716,Water,Water,Water,Water,Water,NULL,Forest
1717,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1718,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1719,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1720,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1721,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
1722,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1723,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1724,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1725,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1726,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1727,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
1728,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
1729,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
1730,Water,Water,Forest,Water,Non_Wetland,NULL,Water
1731,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
1732,Water,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1733,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1734,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1735,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1736,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1737,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1738,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1739,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1740,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1741,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1742,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1743,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1744,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1745,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1746,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1747,Water,Forest,Grassland,Water,Non_Wetland,NULL,Water
1748,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1749,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1750,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1751,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1752,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1753,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water
1754,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1755,Water,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1756,Water,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1757,Water,Forest,Cropland,Water,Non_Wetland,NULL,Water
1758,Water,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1759,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1760,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland
1761,Water,Forest,Wetland,NULL,Wetland,NULL,Water
1762,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1763,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1764,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
1765,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1766,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1767,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Water
1768,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1769,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1770,Water,Forest,Water,NULL,Water,NULL,Grassland
1771,Water,Forest,Water,NULL,Water,NULL,Forest
1772,Water,Forest,Water,Non_Water,Water,NULL,Forest
1773,Water,Forest,Water,Water,Water,NULL,Grassland
1774,Water,Forest,Water,Water,Water,NULL,Water
1775,Water,Forest,Water,Water,Water,NULL,Forest
1776,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1777,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1778,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1779,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
1780,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1781,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1782,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1783,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1784,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1785,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
1786,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1787,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1788,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1789,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1790,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1791,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1792,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1793,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1794,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1795,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1796,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1797,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1798,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1799,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1800,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1801,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1802,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1803,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1804,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1805,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1806,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1807,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1808,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1809,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1810,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1811,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Grassland
1812,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
1813,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Forest
1814,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1815,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1816,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1817,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1818,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1819,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1820,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Bareland
1821,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Bareland
1822,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Water
1823,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Forest
1824,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1825,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1826,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Water
1827,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1828,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1829,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Water
1830,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1831,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1832,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1833,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Forest
1834,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Forest
1835,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1836,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1837,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1838,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1839,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1840,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1841,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1842,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1843,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1844,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1845,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1846,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,Water
1847,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,Water
1848,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1849,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1850,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1851,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1852,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1853,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1854,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1855,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1856,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1857,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1858,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1859,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,Grassland
1860,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1861,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1862,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1863,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1864,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1865,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1866,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1867,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1868,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1869,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Water
1870,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,Forest
1871,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1872,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1873,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Bareland
1874,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
1875,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest
1876,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1877,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water
1878,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Forest
1879,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Grassland
1880,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
1881,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Bareland
1882,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Water
1883,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Forest
1884,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water
1885,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Grassland
1886,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Bareland
1887,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
1888,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1889,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1890,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
1891,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
1892,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1893,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1894,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Grassland
1895,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Bareland
1896,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
1897,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Forest
1898,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1899,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1900,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1901,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1902,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland
1903,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
1904,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Grassland
1905,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Water
1906,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1907,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Water
1908,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1909,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1910,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1911,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1912,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water
1913,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1914,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1915,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water
1916,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest
1917,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1918,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
