Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFE_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
557,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
559,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
560,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
561,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
562,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
563,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Built-up
564,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
566,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
567,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
568,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
572,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
573,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
575,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
