Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEE_M_R
1060,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1061,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
1062,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1063,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1064,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1065,Forest,NULL,Water,NULL,Water,NULL,Water,NULL
1066,Forest,NULL,Water,NULL,Water,Grassland,Wetland,NULL
1067,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
1068,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
1069,Forest,NULL,Water,NULL,Water,Forest,Water,NULL
1070,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
1071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1072,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1073,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1074,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1075,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1076,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1077,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1078,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1079,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1080,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1081,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1082,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1083,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1084,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1085,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1086,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1088,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1089,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1090,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1091,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1092,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1093,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1094,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1095,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
1096,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1097,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1098,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1099,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1100,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1101,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
1102,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1103,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1104,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1105,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1106,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1107,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1108,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
1109,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
1110,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
1111,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
1112,Forest,Wetland,Water,NULL,Water,Grassland,Water,NULL
1113,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1114,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
1115,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1116,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1117,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1118,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1119,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1120,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1121,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1122,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1123,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1124,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1125,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1126,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1127,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
1128,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,NULL
1129,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1130,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
1131,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
1132,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,NULL
1133,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1134,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1135,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
1136,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
1137,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
1138,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1139,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
1140,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
1141,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
1142,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1143,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
1144,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,NULL
1145,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,NULL
1146,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1147,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
1148,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1149,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1150,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1151,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1152,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,NULL
1153,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1154,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1155,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1156,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1157,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1158,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
1159,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1160,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1161,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1162,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1163,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1164,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1165,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1166,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1167,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1168,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
1169,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
1170,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1171,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
1172,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1173,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1174,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1175,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1176,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1177,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1178,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1179,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1180,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1181,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1182,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1183,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1184,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1185,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1186,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1187,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1188,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
1189,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1190,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1191,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1192,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1193,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1194,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1195,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1196,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1197,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1198,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1199,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1200,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1201,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1202,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
1203,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1204,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1205,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1206,Forest,Water,Wetland,NULL,NULL,NULL,Wetland,NULL
1207,Forest,Water,Wetland,NULL,NULL,NULL,Water,NULL
1208,Forest,Water,Wetland,NULL,NULL,NULL,Forest,NULL
1209,Forest,Water,Wetland,NULL,NULL,Grassland,Water,NULL
1210,Forest,Water,Wetland,NULL,NULL,Grassland,Forest,NULL
1211,Forest,Water,Wetland,NULL,NULL,Wetland,Wetland,NULL
1212,Forest,Water,Wetland,NULL,NULL,Wetland,Water,NULL
1213,Forest,Water,Wetland,NULL,NULL,Wetland,Forest,NULL
1214,Forest,Water,Wetland,NULL,NULL,Bareland,Water,NULL
1215,Forest,Water,Wetland,NULL,NULL,Water,Water,NULL
1216,Forest,Water,Wetland,NULL,NULL,Forest,Wetland,NULL
1217,Forest,Water,Wetland,NULL,NULL,Forest,Water,NULL
1218,Forest,Water,Wetland,NULL,NULL,Forest,Forest,NULL
1219,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1220,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1221,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
1222,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1223,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
1224,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
1225,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
1226,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1227,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1228,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
1229,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
1230,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
1231,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1232,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1233,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1234,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1235,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
1236,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1237,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
1238,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
1239,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1240,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
1241,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
1242,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,NULL
1243,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
1244,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
1245,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
1246,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1247,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1248,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1249,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1250,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1251,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1252,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1253,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1254,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1255,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1256,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1257,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1258,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1259,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1260,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1261,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1262,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1263,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1264,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1265,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1266,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1267,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1268,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1269,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1270,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1271,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1272,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1273,Forest,Water,Water,NULL,NULL,NULL,Wetland,NULL
1274,Forest,Water,Water,NULL,NULL,NULL,Water,NULL
1275,Forest,Water,Water,NULL,NULL,NULL,Forest,NULL
1276,Forest,Water,Water,NULL,NULL,Grassland,Water,NULL
1277,Forest,Water,Water,NULL,NULL,Wetland,Wetland,NULL
1278,Forest,Water,Water,NULL,NULL,Wetland,Water,NULL
1279,Forest,Water,Water,NULL,NULL,Wetland,Forest,NULL
1280,Forest,Water,Water,NULL,NULL,Water,Wetland,NULL
1281,Forest,Water,Water,NULL,NULL,Water,Water,NULL
1282,Forest,Water,Water,NULL,NULL,Water,Forest,NULL
1283,Forest,Water,Water,NULL,NULL,Forest,Wetland,NULL
1284,Forest,Water,Water,NULL,NULL,Forest,Water,NULL
1285,Forest,Water,Water,NULL,NULL,Forest,Forest,NULL
1286,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
1287,Forest,Water,Water,NULL,Water,NULL,Water,NULL
1288,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
1289,Forest,Water,Water,NULL,Water,Grassland,Wetland,NULL
1290,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
1291,Forest,Water,Water,NULL,Water,Grassland,Forest,NULL
1292,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
1293,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
1294,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
1295,Forest,Water,Water,NULL,Water,Bareland,Wetland,NULL
1296,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
1297,Forest,Water,Water,NULL,Water,Water,NULL,NULL
1298,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
1299,Forest,Water,Water,NULL,Water,Water,Water,NULL
1300,Forest,Water,Water,NULL,Water,Water,Forest,NULL
1301,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
1302,Forest,Water,Water,NULL,Water,Forest,Water,NULL
1303,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
1304,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1305,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1306,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1307,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1308,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1309,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1310,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1311,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1312,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1313,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1314,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1315,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1316,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1317,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1318,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1319,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1320,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1321,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1322,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1323,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1324,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1325,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1326,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
1327,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1328,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1329,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1330,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1331,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1332,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1333,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1334,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1335,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1336,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1337,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1338,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1339,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1340,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
1341,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
1342,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1343,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1344,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
1345,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1346,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1347,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1348,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1349,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1350,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1351,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1352,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1353,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1354,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1355,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1356,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1357,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1358,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1359,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1360,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1361,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1362,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1363,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1364,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1365,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1366,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1367,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1368,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
1369,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1370,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1371,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1372,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
1373,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1374,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1375,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1376,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1377,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1378,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1379,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1380,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1381,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1382,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1383,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1384,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1385,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1386,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1387,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1388,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1389,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1390,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1391,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1392,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1393,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1394,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1395,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1396,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1397,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1398,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1399,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1400,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1401,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1402,Forest,Forest,Wetland,NULL,NULL,NULL,Grassland,NULL
1403,Forest,Forest,Wetland,NULL,NULL,NULL,Wetland,NULL
1404,Forest,Forest,Wetland,NULL,NULL,NULL,Water,NULL
1405,Forest,Forest,Wetland,NULL,NULL,NULL,Forest,NULL
1406,Forest,Forest,Wetland,NULL,NULL,Grassland,Grassland,NULL
1407,Forest,Forest,Wetland,NULL,NULL,Grassland,Wetland,NULL
1408,Forest,Forest,Wetland,NULL,NULL,Grassland,Water,NULL
1409,Forest,Forest,Wetland,NULL,NULL,Grassland,Forest,NULL
1410,Forest,Forest,Wetland,NULL,NULL,Wetland,Shrubland,NULL
1411,Forest,Forest,Wetland,NULL,NULL,Wetland,Grassland,NULL
1412,Forest,Forest,Wetland,NULL,NULL,Wetland,Wetland,NULL
