Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBN_M_R
4981,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4982,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4983,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4984,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4985,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
4986,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4987,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4988,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4989,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4990,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4991,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4992,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4993,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4994,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4995,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4996,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4997,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4998,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4999,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5000,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
5001,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
5002,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5003,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
5004,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5005,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5006,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5007,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5008,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
5009,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Forest
5010,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
5011,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
5012,Forest,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
5013,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5014,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5015,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5016,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5017,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5018,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5019,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5020,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5021,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5022,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5023,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5024,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5025,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5026,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5027,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5028,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5029,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5030,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5031,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5032,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5033,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5034,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5035,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5036,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5037,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5038,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
5039,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5040,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5041,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5042,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5043,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5044,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5045,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5046,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5047,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5048,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5049,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5050,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5051,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5052,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5053,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5054,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5055,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
5056,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5057,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5058,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5059,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5060,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5061,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5062,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5063,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5064,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5065,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5066,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5067,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5068,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5069,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5070,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5071,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5072,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5073,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5074,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5075,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5076,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5077,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5078,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5079,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5080,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5081,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5082,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5083,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
5084,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5085,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
5086,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
5087,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5088,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5089,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5090,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5091,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5092,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5093,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5094,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5095,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5096,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5097,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5098,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5099,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5100,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5101,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5102,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5103,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5104,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
5105,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
5106,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
5107,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
5108,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
5109,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5110,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5111,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5112,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5113,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5114,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5115,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5116,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5117,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5118,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5119,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5120,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5121,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5122,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5123,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5124,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5125,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5126,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5127,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5128,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5129,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5130,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5131,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5132,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5133,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5134,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5135,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5136,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5137,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5138,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5139,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5140,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5141,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5142,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5143,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5144,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5145,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5146,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5147,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5148,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5149,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5150,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5151,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5152,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5153,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5154,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5155,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5156,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
5157,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
5158,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
5159,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
5160,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5161,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5162,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
5163,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5164,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
5165,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5166,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5167,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5168,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
5169,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5170,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5171,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
5172,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5173,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5174,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5175,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5176,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5177,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5178,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5179,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5180,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
5181,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5182,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5183,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
5184,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5185,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
5186,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
5187,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
5188,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
5189,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
5190,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5191,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5192,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5193,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5194,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5195,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5196,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5197,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5198,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
5199,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
5200,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5201,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5202,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5203,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5204,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
5205,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5206,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5207,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5208,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5209,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5210,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5211,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5212,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5213,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5214,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5215,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
5216,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5217,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5218,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5219,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5220,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5221,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5222,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5223,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5224,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5225,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5226,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5227,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5228,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5229,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5230,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5231,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5232,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5233,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5234,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
5235,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
5236,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
5237,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5238,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
5239,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5240,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
5241,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5242,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
5243,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
5244,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5245,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5246,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5247,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5248,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5249,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5250,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5251,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5252,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
5253,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5254,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5255,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5256,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5257,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5258,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5259,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
5260,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5261,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
5262,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5263,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5264,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5265,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5266,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5267,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5268,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5269,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5270,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
5271,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
5272,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
5273,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
5274,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5275,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
5276,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5277,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5278,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
5279,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
5280,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
5281,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5282,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
5283,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5284,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
5285,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
5286,Forest,Wetland,Water,NULL,Water,Water,Water,Water
5287,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
5288,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5289,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
5290,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
5291,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
5292,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Water
5293,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
5294,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
5295,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
5296,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
5297,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
5298,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5299,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
5300,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
5301,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5302,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5303,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5304,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
5305,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
5306,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5307,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5308,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5309,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5310,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5311,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
5312,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
5313,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
5314,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
5315,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
5316,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5317,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
5318,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
5319,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
5320,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5321,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
