Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEV_M_R
12304,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Forest
12305,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
12306,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12307,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12308,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
12309,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
12310,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12311,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12312,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12313,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
12314,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12315,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12316,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12317,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
12318,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12319,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12320,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
12321,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12322,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
12323,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
12324,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
12325,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
12326,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
12327,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
12328,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
12329,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
12330,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
12331,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12332,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12333,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
12334,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
12335,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
12336,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12337,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12338,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
12339,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12340,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Water
12341,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
12342,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
12343,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12344,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12345,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
12346,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
12347,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12348,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
12349,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
12350,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
12351,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
12352,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
12353,Forest,Wetland,Water,NULL,Water,Water,NULL,Forest
12354,Forest,Wetland,Water,NULL,Water,Water,Water,Water
12355,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
12356,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
12357,Forest,Wetland,Water,Non_Water,Water,Water,NULL,NULL
12358,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Grassland
12359,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,NULL
12360,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
12361,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
12362,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
12363,Forest,Wetland,Water,Water,Water,NULL,Water,Water
12364,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
12365,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
12366,Forest,Wetland,Water,Water,Water,Water,Water,Water
12367,Forest,Wetland,Water,Water,Water,Forest,Water,Water
12368,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12369,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12370,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12371,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12372,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12373,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12374,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12375,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12376,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12377,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
12378,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
12379,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12380,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
12381,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12382,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
12383,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
12384,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12385,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12386,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12387,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12388,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
12389,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12390,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12391,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12392,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12393,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12394,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
12395,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
12396,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12397,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
12398,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12399,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
12400,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12401,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Grassland
12402,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
12403,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
12404,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12405,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12406,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12407,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
12408,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12409,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12410,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12411,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12412,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12413,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
12414,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
12415,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
12416,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
12417,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
12418,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
12419,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12420,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
12421,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12422,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12423,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12424,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12425,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12426,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12427,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12428,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12429,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12430,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12431,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12432,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12433,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12434,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12435,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
12436,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12437,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12438,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12439,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
12440,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
12441,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
12442,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12443,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12444,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
12445,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12446,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
12447,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12448,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
12449,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
12450,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
12451,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12452,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
12453,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12454,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12455,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
12456,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12457,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12458,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12459,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12460,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12461,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12462,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12463,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12464,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12465,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12466,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12467,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12468,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12469,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
12470,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12471,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12472,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
12473,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12474,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12475,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12476,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12485,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12488,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12489,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
12490,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12491,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12492,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12493,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12494,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12495,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12496,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
12497,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
12498,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12499,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12500,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12501,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
12502,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12503,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12504,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12505,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12506,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
12507,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12508,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12509,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12510,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12511,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12512,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
12513,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12514,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12515,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12516,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
12517,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12518,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12519,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12520,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
12521,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
12522,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
12523,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
12524,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,Forest
12525,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12526,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12527,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12528,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12529,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12530,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12531,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12532,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12533,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12534,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
12535,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Built-up
12536,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12537,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12538,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12539,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12540,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12541,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12542,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
12543,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12544,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12545,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12546,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12547,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12548,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12549,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12550,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12551,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12552,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12553,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
12554,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
12555,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12556,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12557,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12558,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
12559,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12560,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12561,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
12562,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
12563,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
12564,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12565,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12566,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12567,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12568,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
12569,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
12570,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12571,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12572,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12573,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12574,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12575,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12576,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12577,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12578,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12579,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12580,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12581,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12582,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12583,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12584,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12585,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12586,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12587,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12588,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12589,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12590,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
12591,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
12592,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
12593,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12594,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
12595,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
12596,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
12597,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12598,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12599,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12600,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
12601,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
12602,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
12603,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
12604,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
12605,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12606,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12607,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12608,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12609,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12610,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12611,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12612,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
12613,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12614,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12615,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12616,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12617,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12618,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12619,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12620,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12621,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12622,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12623,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
12624,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12625,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12626,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
12627,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
12628,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12629,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12630,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12631,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
