Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZU_M_R
6826,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6827,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6828,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6829,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6830,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6831,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6832,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6833,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
6834,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6835,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6836,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
6837,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6838,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
6839,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6840,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6841,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6842,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
6843,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
6844,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6845,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
6846,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
6847,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
6848,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
6849,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
6850,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
6851,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
6852,Forest,Water,Water,NULL,Water,Water,Water,Forest
6853,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
6854,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
6855,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
6856,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
6857,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
6858,Forest,Water,Water,Water,Water,NULL,Water,Forest
6859,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
6860,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
6861,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
6862,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
6863,Forest,Water,Water,Water,Water,Wetland,Water,Water
6864,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6865,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
6866,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
6867,Forest,Water,Water,Water,Water,Water,Wetland,Water
6868,Forest,Water,Water,Water,Water,Water,Water,Grassland
6869,Forest,Water,Water,Water,Water,Water,Water,Wetland
6870,Forest,Water,Water,Water,Water,Water,Water,Water
6871,Forest,Water,Water,Water,Water,Water,Water,Forest
6872,Forest,Water,Water,Water,Water,Water,Forest,Forest
6873,Forest,Water,Water,Water,Water,Forest,Water,Forest
6874,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6875,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6876,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6877,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6878,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6879,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6880,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6881,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6882,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6883,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6884,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6885,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6886,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6887,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6888,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6889,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6890,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6891,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6892,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6893,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6894,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6895,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6896,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6897,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6898,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6899,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6900,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
6901,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6902,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6903,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6904,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6905,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6906,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6907,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6908,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6909,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6910,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6911,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6912,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6913,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
6914,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
6915,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
6916,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6917,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6918,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
6919,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6920,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
6921,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6922,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
6923,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6924,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6925,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6926,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6927,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6928,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6929,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6930,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6931,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6932,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6933,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6934,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6935,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6936,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6937,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6938,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6939,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6940,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
6941,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6942,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6943,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6944,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6945,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6946,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6947,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6948,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6949,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6950,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6951,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6952,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6953,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6954,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6955,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6956,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6957,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6958,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6959,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6960,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6961,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6962,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6963,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6964,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6965,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6966,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6967,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
6968,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6969,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
6970,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6971,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6972,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6973,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6974,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
6975,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6976,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6977,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6978,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6979,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6980,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6981,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6982,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6983,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6984,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6985,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6986,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6987,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6988,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6989,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6990,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6991,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
6992,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6993,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
6994,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
6995,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6996,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6997,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6998,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6999,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7000,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7001,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7002,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7003,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7004,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7005,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7006,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7007,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7008,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7009,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7010,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7011,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7012,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7013,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7014,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7015,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7016,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7017,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7018,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7019,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7020,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7021,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7022,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
7023,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
7024,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7025,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
7026,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7027,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7028,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7029,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7030,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7031,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
7032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7034,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7035,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7036,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7037,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7038,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7039,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7040,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7041,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7042,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7043,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
7044,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7045,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
7046,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7047,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7048,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7049,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7050,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7051,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7052,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7053,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7054,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7055,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7056,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7057,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7058,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7059,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7060,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7061,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7062,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7063,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7064,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7065,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
7066,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
7067,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7068,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7069,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7070,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7071,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
7072,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7073,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7074,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7075,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7076,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7077,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7078,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7079,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7080,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7081,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7082,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7083,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7084,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7085,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7086,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7087,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7088,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7089,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7090,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
7091,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
7092,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
7093,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
7094,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7095,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
7096,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7097,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
7098,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7099,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7100,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
7101,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7102,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7103,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7104,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
7105,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7106,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7107,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7108,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7109,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7110,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7111,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7112,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7113,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7114,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7115,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
7116,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7117,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7118,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7119,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7120,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7121,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7122,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7123,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
7124,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7125,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
7126,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7127,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7128,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
7129,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
7130,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
7131,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
7132,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7133,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
7134,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7135,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7136,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7137,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
7138,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7139,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7140,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7141,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7142,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7143,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
7144,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
7145,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
7146,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
7147,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7148,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7149,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7150,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7151,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7152,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7153,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7154,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7155,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7156,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7157,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
7158,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7159,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
7160,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7161,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
