Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGA_M_R
1066,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1067,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1068,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1069,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1070,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1071,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1072,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1073,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1074,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1075,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1076,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1077,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1078,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1079,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1080,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1081,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1082,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1083,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1084,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1085,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1086,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1087,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1088,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1089,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1090,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1091,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1092,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1093,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1094,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1095,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1096,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1097,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1098,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1099,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1100,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1101,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1102,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1103,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1104,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1105,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1106,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1107,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1108,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1109,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1110,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1111,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1112,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1113,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1114,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1115,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1116,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1117,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1118,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1119,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1120,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1121,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1122,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1123,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1124,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1125,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1126,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1127,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1128,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1129,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1130,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1131,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1132,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1133,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1134,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1135,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1136,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1137,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1138,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1139,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1140,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1141,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1142,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1143,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1144,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
1145,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
1146,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1147,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1148,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1149,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1150,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1151,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1152,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
1153,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1154,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1155,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1156,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1157,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1158,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1159,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1160,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Bareland
1161,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1162,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1163,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1164,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1165,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1166,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1167,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1168,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1169,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1170,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1171,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1172,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
1173,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
1174,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1175,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
1176,Forest,NULL,Water,NULL,Water,Wetland,NULL,NULL
1177,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
1178,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1179,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
1180,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1181,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1182,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1183,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1184,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1185,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1186,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
1187,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1188,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
1189,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1190,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1191,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1192,Forest,NULL,Water,NULL,Water,Water,Water,Water
1193,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1194,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
1195,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
1196,Forest,NULL,Water,NULL,Water,Forest,Grassland,Bareland
1197,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
1198,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
1199,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
1200,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
1201,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
1202,Forest,NULL,Water,Water,Water,Wetland,NULL,Grassland
1203,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1204,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1205,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1206,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1208,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1209,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1210,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1211,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1212,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1213,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1214,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1215,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1216,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1217,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1218,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1219,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1220,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1221,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1222,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1223,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1224,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1225,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1226,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1227,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1228,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1229,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1230,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1231,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1232,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
1233,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1234,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1235,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1236,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1237,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1238,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1239,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
1240,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1241,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1242,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1243,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1244,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1245,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1246,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1247,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1248,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1249,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1250,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1251,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1252,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1253,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1254,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1255,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1256,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1257,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1258,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1259,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1260,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1261,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1262,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1263,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1264,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1265,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1266,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1267,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1268,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1269,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1270,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1271,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1272,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1273,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1274,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1275,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1276,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1277,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1278,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1279,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1280,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1281,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1282,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1283,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1284,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1285,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1286,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1287,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1288,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1289,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1290,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1291,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1292,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1293,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1294,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1295,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1296,Forest,Wetland,Water,NULL,Water,Wetland,NULL,NULL
1297,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1298,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1299,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1300,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1301,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1302,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1303,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1304,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1305,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1306,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1307,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1308,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1309,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1310,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1311,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1312,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1313,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1314,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1315,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1316,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1317,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1318,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1319,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1320,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1321,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1322,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1323,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1324,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1325,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1326,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1327,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1328,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1329,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1330,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1331,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1332,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1333,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1334,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1335,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1336,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1337,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1338,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1339,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1340,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1341,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1342,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1343,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1344,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1345,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1346,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1347,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1348,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1349,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1350,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1351,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1352,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1353,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1354,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1355,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1356,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1357,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1358,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1359,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1360,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1361,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1362,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1363,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1364,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1365,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1366,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1367,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1368,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
1369,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1370,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1371,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1372,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1373,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1374,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1375,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1376,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1377,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1378,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1379,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1380,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1381,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1382,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1383,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1384,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1385,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1386,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1387,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1388,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1389,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1390,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1391,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1392,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1393,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1394,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1395,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1396,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1397,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1398,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1399,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1400,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1401,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1402,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1403,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1404,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1405,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1406,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1407,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
