Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMU_M_R
334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
345,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
347,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
348,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
349,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
350,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
351,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
352,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
353,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
354,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Wetland
355,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
356,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
357,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Bareland
358,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
359,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
360,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
362,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
363,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
364,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
365,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
366,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
367,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
369,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
370,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
371,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
372,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
374,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
375,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
376,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
377,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
378,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Built-up,Grassland
379,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Built-up,Grassland
380,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Built-up,Water
381,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
382,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Bareland
383,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
384,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Built-up,Water
385,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Water
386,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
387,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
389,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
390,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
391,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
392,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
393,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
394,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
395,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
396,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
397,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
399,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
400,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
402,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
403,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
404,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
405,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
406,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
407,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
408,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
409,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
410,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
411,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
412,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
413,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
414,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
416,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Built-up
417,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
418,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Water
419,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
420,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
421,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
422,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
423,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
424,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
425,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
426,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
427,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Built-up
428,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
429,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
430,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
431,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
432,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
433,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
434,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
435,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
436,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
437,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
438,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
439,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
440,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Grassland
441,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
442,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
443,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Built-up
444,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
445,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Built-up
446,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Water
447,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
448,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Forest
449,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
450,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
451,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
452,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
453,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
454,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Water
455,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Bareland
456,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
457,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
458,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Wetland
459,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
460,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
461,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Wetland
462,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Built-up
463,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
464,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
465,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
466,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
467,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
468,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
469,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Grassland
470,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Wetland
471,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
472,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Built-up
473,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
474,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
475,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
476,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
477,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
478,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
479,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Forest
480,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
481,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
482,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Water
483,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Built-up,Water
484,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
485,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
487,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
488,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
489,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
490,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
491,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
492,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
493,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
494,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
495,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
496,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
497,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
498,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
499,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
500,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
501,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
502,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
503,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
504,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
505,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
506,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
507,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
508,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
509,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
510,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
511,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
512,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
513,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
514,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
515,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
516,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
517,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
518,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
519,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
520,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
521,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
522,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
523,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
524,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
525,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
526,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
527,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
528,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
529,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
530,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
531,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
532,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
533,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
534,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
535,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
536,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
537,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
538,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
539,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
540,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
541,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
542,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
543,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Built-up
544,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
545,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Built-up
546,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
547,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
548,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
549,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
550,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
551,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
552,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
553,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
554,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
555,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
556,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
557,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
558,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Wetland
559,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
560,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
561,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
562,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Wetland
563,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
564,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
565,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
566,NULL,Built-up,Water,NULL,Water,Grassland,Water,Forest
567,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
568,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
569,NULL,Built-up,Water,Non_Water,Water,Bareland,Built-up,Water
570,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Built-up
571,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Water
572,NULL,Built-up,Water,Non_Water,Water,Water,Water,Built-up
573,NULL,Built-up,Water,Non_Water,Water,Water,Water,Water
574,NULL,Built-up,Water,Water,Water,Grassland,Built-up,Bareland
575,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
576,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
577,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
578,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
579,NULL,Built-up,Water,Water,Water,Water,Water,Water
580,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
581,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
582,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
584,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
588,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
589,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
590,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
591,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
592,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
593,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
594,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
595,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
596,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
597,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
599,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
600,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
601,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
603,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
604,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
605,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
606,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
607,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
608,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
609,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
610,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
611,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
612,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
613,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
614,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
615,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
616,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
617,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
618,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
619,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
620,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
621,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
622,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
623,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
624,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
625,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
626,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
627,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
628,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
629,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
630,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
631,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
632,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
633,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
634,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
635,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
636,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
637,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
638,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
639,NULL,Water,Wetland,NULL,Wetland,Forest,Water,Forest
640,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
641,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
642,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
643,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
644,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
645,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
646,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
647,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
648,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
649,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
650,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
651,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
652,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
653,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Water
654,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
655,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
656,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
657,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
658,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
659,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
660,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
661,NULL,Water,Water,Water,Water,Water,Water,Water
662,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
663,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
664,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
665,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
666,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
667,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
668,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
669,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
670,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
671,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
672,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
