Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R
8079,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8080,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8081,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8082,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8083,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
8084,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8085,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8086,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8087,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
8088,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8089,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8090,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8091,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8092,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
8093,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8094,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8095,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8096,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8097,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8098,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8099,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8100,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8101,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8102,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8103,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8104,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8105,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8106,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8107,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8108,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8109,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8110,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8111,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8112,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8113,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8114,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8115,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8116,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8117,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
8118,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8119,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
8120,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8121,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
8122,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8123,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
8124,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
8125,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8126,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8127,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8128,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
8129,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8130,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
8131,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8132,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
8133,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
8134,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
8135,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
8136,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
8137,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
8138,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
8139,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8140,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8141,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
8142,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
8143,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
8144,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8145,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
8146,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8147,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
8148,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8149,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8150,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
8151,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8152,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
8153,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8154,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
8155,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
8156,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8157,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8158,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
8159,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
8160,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8161,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
8162,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8163,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
8164,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
8165,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8166,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
8167,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8168,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
8169,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8170,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8171,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8172,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8173,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8174,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8175,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8176,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8177,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
8178,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8179,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8180,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
8181,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8182,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8183,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8184,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8185,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8186,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8187,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
8188,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8189,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
8190,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
8191,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8192,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8193,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8194,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8195,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
8196,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
8197,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
8198,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
8199,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8200,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8201,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
8202,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
8203,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8204,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
8205,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
8206,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
8207,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
8208,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
8209,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
8210,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Water
8211,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8212,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
8213,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8214,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8215,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
8216,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
8217,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
8218,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
8219,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
8220,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
8221,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
8222,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
8223,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
8224,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
8225,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8226,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
8227,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
8228,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Forest
8229,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
8230,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
8231,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
8232,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
8233,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
8234,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
8235,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
8236,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
8237,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
8238,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
8239,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
8240,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8241,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8242,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8243,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
8244,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8245,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8246,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8252,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
8253,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8254,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8255,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8256,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8257,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8258,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8259,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8260,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8261,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8262,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8263,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8264,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8265,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8266,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8267,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8268,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8269,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8270,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8271,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8272,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8273,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8274,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8275,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8276,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8277,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8278,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8279,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8280,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8281,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8282,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8283,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8284,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8285,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8286,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8287,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8288,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8289,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8290,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8291,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8292,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8293,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8294,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8295,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8296,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8297,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8298,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8299,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8300,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8301,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8302,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8303,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
8304,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
8305,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8306,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8307,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8308,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8309,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8310,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8311,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8312,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8313,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
8314,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8315,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8316,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8317,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8318,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8319,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
8320,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8321,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8322,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8323,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
8324,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8325,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8326,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8327,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8328,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8329,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8330,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8331,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8332,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8333,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8334,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8335,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8336,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
8337,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
8338,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
8339,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8340,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8341,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8342,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
8343,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8344,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8345,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
8346,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8347,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8348,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Water
8349,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
8350,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8351,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
8352,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8353,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
8354,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
8355,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
8356,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8357,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
8358,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
8359,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Water
8360,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8361,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Water
8362,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8363,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8364,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8365,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8366,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8367,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
8368,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
8369,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8370,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Water
8371,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
8372,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
8373,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8374,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
8375,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8376,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
8377,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8378,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8379,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8380,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8381,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8382,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8383,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8384,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8385,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8386,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8387,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
8388,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8389,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8390,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
8391,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8392,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8393,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
8394,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8395,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8396,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8397,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8398,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
8399,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8400,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
8401,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8402,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
8403,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
8404,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8405,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8406,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8407,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8408,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
8409,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8410,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
