Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMR_M_R
18842,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18843,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
18844,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
18845,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18846,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
18847,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
18848,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
18849,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Water
18850,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
18851,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
18852,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
18853,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
18854,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
18855,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
18856,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18857,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
18858,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
18859,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
18860,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
18861,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
18862,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
18863,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
18864,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18865,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
18866,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18867,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
18868,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
18869,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
18870,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
18871,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
18872,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
18873,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
18874,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
18875,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
18876,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
18877,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
18878,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18879,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
18880,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
18881,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
18882,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
18883,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
18884,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
18885,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18886,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
18887,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
18888,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
18889,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
18890,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
18891,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Water
18892,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
18893,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
18894,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
18895,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
18896,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
18897,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
18898,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Cropland
18899,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
18900,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
18901,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
18902,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
18903,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
18904,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
18905,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
18906,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
18907,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
18908,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
18909,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
18910,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
18911,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Water
18912,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
18913,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
18914,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
18915,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
18916,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
18917,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
18918,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
18919,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
18920,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
18921,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Water
18922,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
18923,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
18924,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
18925,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
18926,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Water
18927,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
18928,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18929,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
18930,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18931,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
18932,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
18933,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
18934,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
18935,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
18936,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
18937,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
18938,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18939,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18940,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
18941,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18942,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
18943,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
18944,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
18945,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
18946,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
18947,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
18948,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
18949,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
18950,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
18951,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
18952,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
18953,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
18954,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18955,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18956,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18957,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
18958,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
18959,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
18960,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
18961,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
18962,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
18963,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
18964,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
18965,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
18966,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
18967,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
18968,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
18969,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
18970,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
18971,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
18972,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
18973,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
18974,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
18975,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
18976,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
18977,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
18978,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
18979,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
18980,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water,Forest
18981,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
18982,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
18983,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
18984,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Cropland
18985,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
18986,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
18987,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
18988,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
18989,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
18990,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
18991,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Cropland
18992,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
18993,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
18994,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
18995,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
18996,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
18997,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Bareland,Water
18998,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
18999,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
19000,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
19001,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
19002,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
19003,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
19004,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
19005,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
19006,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Forest
19007,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
19008,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
19009,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
19010,Forest,Wetland,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
19011,Forest,Wetland,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
19012,Forest,Wetland,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
19013,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19014,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19015,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
19016,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
19017,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
19018,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
19019,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
19020,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
19021,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
19022,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
19023,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
19024,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
19025,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
19026,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
19027,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
19028,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
19029,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
19030,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
19031,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
19032,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
19033,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
19034,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
19035,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
19036,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
19037,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
19038,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
19039,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
19040,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
19041,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
19042,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
19043,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
19044,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
19045,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
19046,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
19047,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
19048,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
19049,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
19050,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
19051,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
19052,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Water
19053,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
19054,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
19055,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
19056,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
19057,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
19058,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
19059,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
19060,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,NULL
19061,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
19062,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
19063,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
19064,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
19065,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
19066,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
19067,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
19068,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
19069,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
19070,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
19071,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
19072,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
19073,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
19074,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
19075,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
19076,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
19077,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
19078,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
19079,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
19080,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
19081,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
19082,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
19083,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
19084,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
19085,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
19086,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
19087,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
19088,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
19089,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
19090,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
19091,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
19092,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
19093,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
19094,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
19095,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
19096,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
19097,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
19098,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
19099,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
19100,Forest,Wetland,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
19101,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
19102,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
19103,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Cropland
19104,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
19105,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Bareland
19106,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
19107,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
19108,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
19109,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
19110,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Cropland
19111,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
19112,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
19113,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
19114,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Grassland
19115,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Wetland
19116,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
19117,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
19118,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
19119,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
19120,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
19121,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
19122,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
19123,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
19124,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
19125,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
19126,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
19127,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
19128,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
19129,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
19130,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Grassland
19131,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
19132,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Grassland
19133,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
19134,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
19135,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
19136,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
19137,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
19138,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
19139,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
19140,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
19141,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
19142,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
19143,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
19144,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
19145,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
19146,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
19147,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
19148,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,NULL
19149,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
19150,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
19151,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
19152,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
19153,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
19154,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
19155,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
19156,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
19157,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
19158,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
19159,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
19160,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
19161,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
19162,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
19163,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
19164,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
19165,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
19166,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
19167,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
19168,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
19169,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
19170,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
19171,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
