Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
505,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
506,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
508,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
512,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
513,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Cropland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
518,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
520,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
524,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
530,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
531,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
533,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Cropland
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
592,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
599,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
605,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Cropland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
613,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
614,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
616,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
618,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
620,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
633,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
635,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
636,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
637,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
638,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
639,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
640,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
641,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
642,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
643,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
644,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
645,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
646,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
647,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
648,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
