Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTG_M_R
1301,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1302,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1303,Water,Bareland,Wetland,NULL,Wetland,Bareland
1304,Water,Bareland,Wetland,NULL,Wetland,Water
1305,Water,Bareland,Wetland,NULL,Wetland,Forest
1306,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1307,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1308,Water,Bareland,Wetland,Non_Water,Wetland,Water
1309,Water,Bareland,Wetland,Water,Wetland,Grassland
1310,Water,Bareland,Wetland,Water,Wetland,Bareland
1311,Water,Bareland,Wetland,Water,Wetland,Water
1312,Water,Bareland,Wetland,Water,Wetland,Forest
1313,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1314,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1315,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1316,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1317,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1318,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1319,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1320,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1321,Water,Bareland,Water,NULL,Water,Grassland
1322,Water,Bareland,Water,NULL,Water,Bareland
1323,Water,Bareland,Water,NULL,Water,Water
1324,Water,Bareland,Water,NULL,Water,Forest
1325,Water,Bareland,Water,Non_Water,Water,Bareland
1326,Water,Bareland,Water,Non_Water,Water,Water
1327,Water,Bareland,Water,Non_Water,Water,Forest
1328,Water,Bareland,Water,Water,Water,Grassland
1329,Water,Bareland,Water,Water,Water,Bareland
1330,Water,Bareland,Water,Water,Water,Water
1331,Water,Bareland,Water,Water,Water,Forest
1332,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1333,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1334,Water,Bareland,Forest,NULL,Non_Wetland,Water
1335,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1336,Water,Bareland,Forest,Water,Non_Wetland,Water
1337,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1338,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1339,Water,Built-up,NULL,Water,Non_Wetland,Forest
1340,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1341,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1342,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1343,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1344,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1345,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1346,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1347,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1348,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1349,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1350,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1351,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1352,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1353,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1354,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1355,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1356,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1357,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1358,Water,Built-up,Water,NULL,Water,Grassland
1359,Water,Built-up,Water,NULL,Water,Bareland
1360,Water,Built-up,Water,NULL,Water,Forest
1361,Water,Built-up,Water,Water,Water,Water
1362,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1363,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1364,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1365,Water,Built-up,Forest,NULL,Non_Wetland,Water
1366,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1367,Water,Water,NULL,NULL,Non_Wetland,NULL
1368,Water,Water,NULL,NULL,Non_Wetland,Grassland
1369,Water,Water,NULL,NULL,Non_Wetland,Cropland
1370,Water,Water,NULL,NULL,Non_Wetland,Bareland
1371,Water,Water,NULL,NULL,Non_Wetland,Water
1372,Water,Water,NULL,NULL,Non_Wetland,Forest
1373,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1374,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1375,Water,Water,NULL,Non_Water,Non_Wetland,Water
1376,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1377,Water,Water,NULL,Water,Non_Wetland,Grassland
1378,Water,Water,NULL,Water,Non_Wetland,Cropland
1379,Water,Water,NULL,Water,Non_Wetland,Bareland
1380,Water,Water,NULL,Water,Non_Wetland,Water
1381,Water,Water,NULL,Water,Non_Wetland,Forest
1382,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1383,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1384,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1385,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1386,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1387,Water,Water,Shrubland,NULL,Non_Wetland,Water
1388,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1389,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1390,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1391,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1392,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1393,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1394,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1395,Water,Water,Shrubland,Water,Non_Wetland,Water
1396,Water,Water,Shrubland,Water,Non_Wetland,Forest
1397,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1398,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1399,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1400,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1401,Water,Water,Grassland,NULL,Non_Wetland,Water
1402,Water,Water,Grassland,NULL,Non_Wetland,Forest
1403,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1404,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1405,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1406,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1407,Water,Water,Grassland,Water,Non_Wetland,Grassland
1408,Water,Water,Grassland,Water,Non_Wetland,Bareland
1409,Water,Water,Grassland,Water,Non_Wetland,Water
1410,Water,Water,Grassland,Water,Non_Wetland,Forest
1411,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1412,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1413,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1414,Water,Water,Cropland,NULL,Non_Wetland,Water
1415,Water,Water,Cropland,NULL,Non_Wetland,Forest
1416,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1417,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1418,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1419,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1420,Water,Water,Cropland,Water,Non_Wetland,Grassland
1421,Water,Water,Cropland,Water,Non_Wetland,Bareland
1422,Water,Water,Cropland,Water,Non_Wetland,Built-up
1423,Water,Water,Cropland,Water,Non_Wetland,Water
1424,Water,Water,Cropland,Water,Non_Wetland,Forest
1425,Water,Water,Wetland,NULL,Wetland,Grassland
1426,Water,Water,Wetland,NULL,Wetland,Bareland
1427,Water,Water,Wetland,NULL,Wetland,Water
1428,Water,Water,Wetland,NULL,Wetland,Forest
1429,Water,Water,Wetland,Non_Water,Wetland,Grassland
1430,Water,Water,Wetland,Non_Water,Wetland,Bareland
1431,Water,Water,Wetland,Non_Water,Wetland,Water
1432,Water,Water,Wetland,Non_Water,Wetland,Forest
1433,Water,Water,Wetland,Water,Wetland,Grassland
1434,Water,Water,Wetland,Water,Wetland,Bareland
1435,Water,Water,Wetland,Water,Wetland,Water
1436,Water,Water,Wetland,Water,Wetland,Forest
1437,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1438,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1439,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1440,Water,Water,Bareland,NULL,Non_Wetland,Water
1441,Water,Water,Bareland,NULL,Non_Wetland,Forest
1442,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1443,Water,Water,Bareland,Water,Non_Wetland,Grassland
1444,Water,Water,Bareland,Water,Non_Wetland,Bareland
1445,Water,Water,Bareland,Water,Non_Wetland,Water
1446,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1447,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1448,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1449,Water,Water,Built-up,NULL,Non_Wetland,Water
1450,Water,Water,Built-up,NULL,Non_Wetland,Forest
1451,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1452,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1453,Water,Water,Built-up,Water,Non_Wetland,Grassland
1454,Water,Water,Built-up,Water,Non_Wetland,Bareland
1455,Water,Water,Water,NULL,Water,NULL
1456,Water,Water,Water,NULL,Water,Grassland
1457,Water,Water,Water,NULL,Water,Cropland
1458,Water,Water,Water,NULL,Water,Bareland
1459,Water,Water,Water,NULL,Water,Water
1460,Water,Water,Water,NULL,Water,Forest
1461,Water,Water,Water,Non_Water,Water,Grassland
1462,Water,Water,Water,Non_Water,Water,Cropland
1463,Water,Water,Water,Non_Water,Water,Bareland
1464,Water,Water,Water,Non_Water,Water,Water
1465,Water,Water,Water,Non_Water,Water,Forest
1466,Water,Water,Water,Water,Water,Grassland
1467,Water,Water,Water,Water,Water,Cropland
1468,Water,Water,Water,Water,Water,Bareland
1469,Water,Water,Water,Water,Water,Built-up
1470,Water,Water,Water,Water,Water,Water
1471,Water,Water,Water,Water,Water,Forest
1472,Water,Water,Forest,NULL,Non_Wetland,Grassland
1473,Water,Water,Forest,NULL,Non_Wetland,Wetland
1474,Water,Water,Forest,NULL,Non_Wetland,Bareland
1475,Water,Water,Forest,NULL,Non_Wetland,Water
1476,Water,Water,Forest,NULL,Non_Wetland,Forest
1477,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1478,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1479,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1480,Water,Water,Forest,Non_Water,Non_Wetland,Water
1481,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1482,Water,Water,Forest,Water,Non_Wetland,Grassland
1483,Water,Water,Forest,Water,Non_Wetland,Bareland
1484,Water,Water,Forest,Water,Non_Wetland,Water
1485,Water,Water,Forest,Water,Non_Wetland,Forest
1486,Water,Forest,NULL,NULL,Non_Wetland,NULL
1487,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1488,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1489,Water,Forest,NULL,NULL,Non_Wetland,Forest
1490,Water,Forest,NULL,Water,Non_Wetland,Forest
1491,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1492,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1493,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1494,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1495,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1496,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1497,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1498,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1499,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1500,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1501,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1502,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1503,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1504,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1505,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1506,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1507,Water,Forest,Wetland,NULL,Wetland,Water
1508,Water,Forest,Wetland,NULL,Wetland,Forest
1509,Water,Forest,Wetland,Non_Water,Wetland,Forest
1510,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1511,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1512,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1513,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1514,Water,Forest,Water,NULL,Water,Grassland
1515,Water,Forest,Water,NULL,Water,Bareland
1516,Water,Forest,Water,NULL,Water,Water
1517,Water,Forest,Water,NULL,Water,Forest
1518,Water,Forest,Water,Non_Water,Water,Forest
1519,Water,Forest,Water,Water,Water,Forest
1520,Water,Forest,Forest,NULL,Non_Wetland,NULL
1521,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1522,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1523,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1524,Water,Forest,Forest,NULL,Non_Wetland,Water
1525,Water,Forest,Forest,NULL,Non_Wetland,Forest
1526,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1527,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1528,Water,Forest,Forest,Water,Non_Wetland,Water
1529,Water,Forest,Forest,Water,Non_Wetland,Forest
1530,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1531,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1532,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1533,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1534,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1535,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1536,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1537,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1538,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1539,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland
1540,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1541,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
1542,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1543,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1544,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
1545,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1546,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1547,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1548,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
1549,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1550,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
1551,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
1552,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
1553,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1554,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1555,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
1556,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1557,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1558,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1559,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1560,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
1561,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
1562,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
1563,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1564,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1565,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Grassland
1566,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1567,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1568,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
1569,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
1570,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
1571,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Forest
1572,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1573,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland
1574,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
1575,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Built-up
1576,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Forest
1577,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland
1578,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
1579,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Built-up
1580,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Forest
1581,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Built-up
1582,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1583,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1584,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1585,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
1586,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1587,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
1588,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
1589,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1590,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1591,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Forest
1592,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1593,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
1594,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
1595,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
1596,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1597,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland
1598,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
1599,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest
1600,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
1601,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1602,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1603,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL
1604,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest
1605,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Grassland
1606,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland
1607,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Forest
1608,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Bareland
1609,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL
1610,Permanent_ice_and_snow,Water,Water,NULL,Water,Grassland
1611,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
1612,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1613,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
1614,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1615,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1616,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
1617,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1618,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1619,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water
1620,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1621,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1622,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1623,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1624,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1625,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest
1626,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Forest
1627,Permanent_ice_and_snow,Forest,Water,NULL,Water,Forest
1628,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1629,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1630,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1631,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1632,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1633,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1634,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1635,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1636,Forest,NULL,NULL,NULL,Non_Wetland,Water
1637,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1638,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1639,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1640,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1641,Forest,NULL,NULL,Water,Non_Wetland,Forest
1642,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1643,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1644,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1645,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1646,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1647,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1648,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1649,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1650,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1651,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1652,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1653,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1654,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1655,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1656,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1657,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1658,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1659,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1660,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1661,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1662,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1663,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1664,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1665,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1666,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1667,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1668,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1669,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1670,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1671,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1672,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1673,Forest,NULL,Wetland,NULL,Wetland,NULL
1674,Forest,NULL,Wetland,NULL,Wetland,Grassland
1675,Forest,NULL,Wetland,NULL,Wetland,Bareland
1676,Forest,NULL,Wetland,NULL,Wetland,Forest
1677,Forest,NULL,Wetland,Water,Wetland,Grassland
1678,Forest,NULL,Wetland,Water,Wetland,Bareland
1679,Forest,NULL,Wetland,Water,Wetland,Water
1680,Forest,NULL,Wetland,Water,Wetland,Forest
1681,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1682,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1683,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1684,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1685,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1686,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1687,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1688,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1689,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1690,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1691,Forest,NULL,Water,NULL,Water,NULL
1692,Forest,NULL,Water,NULL,Water,Grassland
1693,Forest,NULL,Water,NULL,Water,Cropland
1694,Forest,NULL,Water,NULL,Water,Bareland
1695,Forest,NULL,Water,NULL,Water,Built-up
1696,Forest,NULL,Water,NULL,Water,Water
1697,Forest,NULL,Water,NULL,Water,Forest
1698,Forest,NULL,Water,Non_Water,Water,Grassland
1699,Forest,NULL,Water,Non_Water,Water,Water
1700,Forest,NULL,Water,Non_Water,Water,Forest
1701,Forest,NULL,Water,Water,Water,Grassland
1702,Forest,NULL,Water,Water,Water,Water
1703,Forest,NULL,Water,Water,Water,Forest
1704,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1705,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1706,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1707,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1708,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1709,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1710,Forest,NULL,Forest,NULL,Non_Wetland,Water
1711,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1712,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1713,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1714,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1715,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1716,Forest,NULL,Forest,Water,Non_Wetland,Forest
1717,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1718,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1719,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1721,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
