Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVQ_M_R
3428,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3429,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3430,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
3431,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3432,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3433,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3434,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3435,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3436,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3437,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3438,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
3439,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3440,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
3441,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3442,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3443,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3444,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Water
3445,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
3446,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3447,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3448,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
3449,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
3450,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3451,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3452,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3453,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Bareland
3454,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
3455,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
3456,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3457,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3458,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3459,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3460,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3461,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
3462,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3463,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
3464,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3465,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3466,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3467,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
3468,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3469,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3470,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3471,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
3472,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
3473,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3474,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3475,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3476,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
3477,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
3478,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
3479,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
3480,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3481,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3482,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3483,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3484,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3485,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3486,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3487,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Water
3488,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
3489,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3490,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
3491,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3492,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3493,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
3494,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Bareland,Grassland
3495,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3496,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3497,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3498,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3499,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3500,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3501,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3502,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
3503,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3504,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3505,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3506,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3507,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3508,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3509,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3510,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3511,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3512,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
3513,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3514,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3515,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3516,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3517,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
3518,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3519,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3520,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3521,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3522,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3523,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3524,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
3525,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3526,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
3527,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3528,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3529,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3530,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3531,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3532,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3533,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3534,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
3535,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3536,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3537,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3538,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3539,Forest,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
3540,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3541,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
3542,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3543,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
3544,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3545,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3546,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3547,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3548,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3549,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3550,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3551,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
3552,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3553,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3554,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3555,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3556,Forest,Water,Bareland,Water,Non_Wetland,Forest,Bareland,Forest
3557,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3558,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3559,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3560,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3561,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3562,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3563,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3564,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3565,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3566,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3567,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
3568,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3569,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
3570,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
3571,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3572,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3573,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3574,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
3575,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3576,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3577,Forest,Water,Water,NULL,Water,NULL,Bareland,Water
3578,Forest,Water,Water,NULL,Water,NULL,Bareland,Forest
3579,Forest,Water,Water,NULL,Water,NULL,Water,Water
3580,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3581,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3582,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3583,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
3584,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3585,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3586,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3587,Forest,Water,Water,NULL,Water,Wetland,Bareland,Grassland
3588,Forest,Water,Water,NULL,Water,Wetland,Bareland,Water
3589,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
3590,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3591,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3592,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3593,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
3594,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
3595,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3596,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
3597,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
3598,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
3599,Forest,Water,Water,NULL,Water,Bareland,Water,Water
3600,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3601,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
3602,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
3603,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3604,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3605,Forest,Water,Water,NULL,Water,Water,Bareland,Grassland
3606,Forest,Water,Water,NULL,Water,Water,Bareland,Bareland
3607,Forest,Water,Water,NULL,Water,Water,Bareland,Water
3608,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
3609,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3610,Forest,Water,Water,NULL,Water,Water,Water,Water
3611,Forest,Water,Water,NULL,Water,Water,Water,Forest
3612,Forest,Water,Water,NULL,Water,Water,Forest,Water
3613,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3614,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3615,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
3616,Forest,Water,Water,NULL,Water,Forest,Water,Water
3617,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3618,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3619,Forest,Water,Water,Non_Water,Water,NULL,Bareland,Forest
3620,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3621,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3622,Forest,Water,Water,Non_Water,Water,Grassland,Bareland,Forest
3623,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3624,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3625,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Water
3626,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Forest
3627,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3628,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3629,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3630,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
3631,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
3632,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
3633,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3634,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
3635,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
3636,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3637,Forest,Water,Water,Non_Water,Water,Water,Bareland,Grassland
3638,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
3639,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
3640,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3641,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3642,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3643,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3644,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3645,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3646,Forest,Water,Water,Water,Water,NULL,Bareland,Wetland
3647,Forest,Water,Water,Water,Water,NULL,Bareland,Water
3648,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
3649,Forest,Water,Water,Water,Water,NULL,Water,Water
3650,Forest,Water,Water,Water,Water,NULL,Water,Forest
3651,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3652,Forest,Water,Water,Water,Water,Grassland,Bareland,Grassland
3653,Forest,Water,Water,Water,Water,Grassland,Bareland,Forest
3654,Forest,Water,Water,Water,Water,Grassland,Water,Water
3655,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3656,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3657,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3658,Forest,Water,Water,Water,Water,Wetland,Bareland,Water
3659,Forest,Water,Water,Water,Water,Wetland,Bareland,Forest
3660,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3661,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3662,Forest,Water,Water,Water,Water,Wetland,Water,Water
3663,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3664,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3665,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
3666,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
3667,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
3668,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
3669,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
3670,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
3671,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
3672,Forest,Water,Water,Water,Water,Bareland,Water,Water
3673,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3674,Forest,Water,Water,Water,Water,Bareland,Forest,Water
3675,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
3676,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3677,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3678,Forest,Water,Water,Water,Water,Water,Wetland,Water
3679,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3680,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
3681,Forest,Water,Water,Water,Water,Water,Bareland,Bareland
3682,Forest,Water,Water,Water,Water,Water,Bareland,Water
3683,Forest,Water,Water,Water,Water,Water,Bareland,Forest
3684,Forest,Water,Water,Water,Water,Water,Water,Grassland
3685,Forest,Water,Water,Water,Water,Water,Water,Wetland
3686,Forest,Water,Water,Water,Water,Water,Water,Water
3687,Forest,Water,Water,Water,Water,Water,Water,Forest
3688,Forest,Water,Water,Water,Water,Water,Forest,Water
3689,Forest,Water,Water,Water,Water,Water,Forest,Forest
3690,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3691,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3692,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
3693,Forest,Water,Water,Water,Water,Forest,Water,Water
3694,Forest,Water,Water,Water,Water,Forest,Water,Forest
3695,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3696,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3697,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3698,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
3699,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3700,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3701,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3702,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3703,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3704,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3705,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3706,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3707,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
3708,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3709,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3710,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3711,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3712,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3713,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Bareland
3714,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
3715,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3716,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3717,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3718,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3719,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3720,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3721,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
3722,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3723,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3724,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3725,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3726,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3727,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3728,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3729,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3730,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3731,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3732,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3733,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3734,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3735,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3736,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3737,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3738,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3739,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3740,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3741,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3742,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3743,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3744,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3745,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3746,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3747,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3748,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3749,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3750,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3751,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3752,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3753,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3754,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3755,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3756,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3757,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3758,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3759,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3760,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3761,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3762,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3763,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3764,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3765,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3766,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3767,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3768,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3769,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
3770,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3771,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3772,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3773,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3774,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3775,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
3776,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
3777,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3778,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3779,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3780,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3781,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3782,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3783,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3784,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3785,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3786,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3787,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3788,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3789,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3790,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3791,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3792,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
3793,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
3794,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3795,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3796,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3797,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3798,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3799,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3800,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3801,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
