Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNC_M_R
1111,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1112,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1113,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1114,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1115,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1116,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1117,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1118,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1119,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1120,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1121,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1122,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1123,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1124,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1125,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1126,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1127,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1128,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1129,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1130,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1131,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1132,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1133,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1134,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1135,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1136,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1137,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
1138,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1139,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1140,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1141,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1142,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1143,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1144,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1145,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1146,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1147,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1148,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1149,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1150,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1151,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1152,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1153,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1154,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1155,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1156,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1157,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1158,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1159,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1160,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1161,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1162,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1163,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1164,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1165,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1166,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1167,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1168,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1169,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1170,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1171,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1172,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1173,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1174,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1175,Forest,Wetland,Water,Water,Water,Water,Water,Water
1176,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1177,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1178,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1179,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1180,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1181,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1182,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1183,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1184,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1185,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1186,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1187,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1188,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1189,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1190,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1191,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1192,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1193,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1194,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1195,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1196,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1197,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1198,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1199,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1200,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1201,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1202,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1203,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1204,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1205,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1206,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1207,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1208,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1209,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1210,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1211,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1212,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1213,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1214,Forest,Bareland,Water,Water,Water,Wetland,Water,Water
1215,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1216,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1217,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1218,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1219,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1220,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1221,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1222,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1223,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1224,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1225,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1226,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1227,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1228,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1229,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1230,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1231,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1232,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1233,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1234,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1235,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1236,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1237,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1238,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1239,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1240,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1241,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1242,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1243,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1244,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1245,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1246,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1247,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1248,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1249,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1250,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1251,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1252,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1253,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1254,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1255,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1256,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1257,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1258,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1259,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1260,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1261,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1262,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1263,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1264,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1265,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1266,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1267,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1268,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1269,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1270,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1271,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1272,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1273,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1274,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1275,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1276,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1277,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1278,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1279,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1280,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1281,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1282,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1283,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1284,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1285,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1286,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1287,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1288,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1289,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1290,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1291,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1292,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1293,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1294,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1295,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1296,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1297,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1298,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1299,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1300,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1301,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1302,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1303,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1304,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1305,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1306,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1307,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1308,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1309,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1310,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1311,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1312,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1313,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1314,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1315,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1316,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1317,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1318,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1319,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1320,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1321,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1322,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1323,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1324,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1325,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1326,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1327,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1328,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1329,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1330,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1331,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1332,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1333,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1334,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1335,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1336,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1337,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1338,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1339,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1340,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1341,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1342,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1343,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1344,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1345,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1346,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1347,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1348,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1349,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1350,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1351,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1352,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1353,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1354,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1355,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1356,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1357,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1358,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1359,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1360,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1361,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1362,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1363,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1364,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1365,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1366,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
1367,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1368,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1369,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1370,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1371,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1372,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1373,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1374,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1375,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1376,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1377,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1378,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1379,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1380,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1381,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1382,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1383,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1384,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1385,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1386,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1387,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1388,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1389,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1390,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1391,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1392,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1393,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1394,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1395,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1396,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1397,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1398,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1399,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1400,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1401,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1402,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1403,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1404,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1405,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1406,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1407,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1408,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1409,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1410,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1411,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1412,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1413,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1414,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1415,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1416,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1417,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1418,Forest,Water,Water,NULL,Water,NULL,Water,Water
1419,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1420,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1421,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1422,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1423,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1424,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1425,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1426,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
1427,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1428,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1429,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
1430,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
1431,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1432,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1433,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
1434,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1435,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1436,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1437,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1438,Forest,Water,Water,NULL,Water,Water,Water,Water
1439,Forest,Water,Water,NULL,Water,Water,Water,Forest
1440,Forest,Water,Water,NULL,Water,Water,Forest,Water
1441,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1442,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1443,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1444,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1445,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1446,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1447,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
1448,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1449,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1450,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1451,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1452,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1453,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1454,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1455,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1456,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1457,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1458,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
1459,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1460,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1461,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1462,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1463,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1464,Forest,Water,Water,Water,Water,NULL,Water,Water
1465,Forest,Water,Water,Water,Water,NULL,Water,Forest
1466,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
1467,Forest,Water,Water,Water,Water,Grassland,Water,Water
1468,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1469,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
1470,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1471,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1472,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1473,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1474,Forest,Water,Water,Water,Water,Wetland,Water,Water
1475,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1476,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1477,Forest,Water,Water,Water,Water,Bareland,Water,Water
1478,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
