Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVQ_M_R
338,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
339,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
340,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
342,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
343,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
344,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
345,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
347,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
348,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
350,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
351,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
352,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
353,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
355,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
357,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
358,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
359,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
360,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
361,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
363,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
364,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
365,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
366,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
367,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
368,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
369,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
370,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
371,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
372,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
373,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
374,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
375,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
376,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
377,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
378,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
379,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
380,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
381,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
382,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
383,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
384,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
385,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
389,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
391,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
392,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
393,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
394,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
395,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
396,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
398,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
400,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
402,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
403,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
404,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
405,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
406,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
407,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
408,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
409,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
410,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
411,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
412,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
413,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
414,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
415,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
416,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
417,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
418,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
419,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
420,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
421,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
422,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
423,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
424,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
425,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
426,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
427,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
429,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
430,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
431,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
432,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
433,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Built-up
434,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
435,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
436,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
437,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
438,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
439,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
440,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
441,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
442,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
443,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
444,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
445,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
446,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
447,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
448,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
449,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
450,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
451,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
452,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
453,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
454,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
455,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
456,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
457,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
459,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
460,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
461,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
462,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
463,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
465,NULL,Water,Water,NULL,Water,NULL,NULL,Water
466,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
467,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
468,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
469,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
470,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
471,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
472,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
473,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
475,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
476,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
477,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
478,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
479,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
480,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
481,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
484,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
485,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
486,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
487,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
489,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
490,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
491,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
493,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
494,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
495,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
496,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
499,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
501,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
502,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
503,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
504,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
506,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
507,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
508,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
510,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
511,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
512,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
513,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
514,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
515,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
516,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
517,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
518,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
519,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
520,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
521,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
522,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
523,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
524,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
525,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
526,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
527,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
528,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
529,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
530,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
531,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
532,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
533,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
534,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
535,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
537,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
538,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
539,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
540,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
541,NULL,Forest,Water,Water,Water,NULL,NULL,Water
542,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
543,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
544,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
545,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
546,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
547,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
548,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
549,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
550,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
552,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
553,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
554,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
555,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
556,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
557,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
558,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
559,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
560,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
561,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
562,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
563,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
564,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
567,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
568,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
569,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
570,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
571,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
572,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
573,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
575,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
576,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
578,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
579,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
580,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
581,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
583,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
584,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
586,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
588,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
589,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
590,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
591,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
593,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
594,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
596,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
597,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
598,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
600,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
601,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
602,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
603,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
604,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
605,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
606,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
607,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
609,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
610,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
611,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
612,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
613,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
614,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
615,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
617,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
618,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
619,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
620,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
622,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
623,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
624,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
625,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
626,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
627,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
628,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
629,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
630,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
631,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
632,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
633,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
634,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
635,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
636,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
637,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
638,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
639,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
640,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
641,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
642,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
643,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
644,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
645,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
646,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
647,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
648,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
649,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
650,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
652,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
653,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
654,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
656,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
657,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
659,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
660,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
661,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
662,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
664,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
665,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
666,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
667,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
669,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
670,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
671,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
672,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
673,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
674,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
675,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
676,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
677,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
678,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
679,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
680,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
681,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
682,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
683,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
684,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
685,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
686,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
687,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
