Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRC_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
569,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
574,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
576,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
577,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
578,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
579,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
581,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
582,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
584,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
585,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
587,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
589,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
591,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
593,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
596,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
598,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
605,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
607,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
608,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
628,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
635,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
639,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
649,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
651,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
652,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
653,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
654,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
