Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
461,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
462,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
464,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
468,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
471,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
472,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
474,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
475,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
477,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
478,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
479,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
481,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
482,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
483,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
485,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
486,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
487,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
488,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
489,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
493,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
495,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
497,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
501,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
502,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
504,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
505,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
506,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
508,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
509,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
510,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
512,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
513,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
514,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
517,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
518,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
519,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
520,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
521,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
524,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
527,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
528,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
529,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
532,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Built-up
538,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
544,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
552,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
567,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
572,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
577,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
579,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
580,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
589,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
591,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
596,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
