Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBM_M_R
4848,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
4849,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Built-up
4850,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4851,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
4852,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4853,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4854,Forest,Water,Water,NULL,Water,NULL,Water,Water
4855,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4856,Forest,Water,Water,NULL,Water,NULL,Forest,Water
4857,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4858,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
4859,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
4860,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
4861,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
4862,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4863,Forest,Water,Water,NULL,Water,Grassland,Bareland,Grassland
4864,Forest,Water,Water,NULL,Water,Grassland,Water,Water
4865,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4866,Forest,Water,Water,NULL,Water,Grassland,Forest,Grassland
4867,Forest,Water,Water,NULL,Water,Grassland,Forest,Bareland
4868,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
4869,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
4870,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
4871,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
4872,Forest,Water,Water,NULL,Water,Bareland,Wetland,Bareland
4873,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
4874,Forest,Water,Water,NULL,Water,Bareland,Water,Water
4875,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
4876,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
4877,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
4878,Forest,Water,Water,NULL,Water,Built-up,Grassland,Forest
4879,Forest,Water,Water,NULL,Water,Water,Grassland,Water
4880,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4881,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4882,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4883,Forest,Water,Water,NULL,Water,Water,Water,Water
4884,Forest,Water,Water,NULL,Water,Water,Water,Forest
4885,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
4886,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
4887,Forest,Water,Water,NULL,Water,Water,Forest,Water
4888,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4889,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
4890,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4891,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4892,Forest,Water,Water,NULL,Water,Forest,Water,Water
4893,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4894,Forest,Water,Water,NULL,Water,Forest,Forest,Water
4895,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4896,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4897,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4898,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
4899,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4900,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4901,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
4902,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
4903,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
4904,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
4905,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
4906,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
4907,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
4908,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
4909,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
4910,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Grassland
4911,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Water
4912,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
4913,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
4914,Forest,Water,Water,Non_Water,Water,Bareland,Grassland,Water
4915,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
4916,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Bareland
4917,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
4918,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
4919,Forest,Water,Water,Non_Water,Water,Bareland,Water,Grassland
4920,Forest,Water,Water,Non_Water,Water,Bareland,Water,Bareland
4921,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
4922,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
4923,Forest,Water,Water,Non_Water,Water,Built-up,Water,Grassland
4924,Forest,Water,Water,Non_Water,Water,Built-up,Water,Water
4925,Forest,Water,Water,Non_Water,Water,Built-up,Water,Forest
4926,Forest,Water,Water,Non_Water,Water,Built-up,Forest,Water
4927,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
4928,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
4929,Forest,Water,Water,Non_Water,Water,Water,Wetland,Bareland
4930,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4931,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4932,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
4933,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4934,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4935,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4936,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
4937,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4938,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4939,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
4940,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4941,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
4942,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4943,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
4944,Forest,Water,Water,Water,Water,NULL,Grassland,Water
4945,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4946,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4947,Forest,Water,Water,Water,Water,NULL,Water,Water
4948,Forest,Water,Water,Water,Water,NULL,Water,Forest
4949,Forest,Water,Water,Water,Water,NULL,Forest,Water
4950,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4951,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
4952,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
4953,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
4954,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4955,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4956,Forest,Water,Water,Water,Water,Grassland,Built-up,Water
4957,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
4958,Forest,Water,Water,Water,Water,Grassland,Water,Water
4959,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4960,Forest,Water,Water,Water,Water,Grassland,Forest,Grassland
4961,Forest,Water,Water,Water,Water,Grassland,Forest,Water
4962,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
4963,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4964,Forest,Water,Water,Water,Water,Wetland,Water,Water
4965,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4966,Forest,Water,Water,Water,Water,Bareland,Wetland,Bareland
4967,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
4968,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
4969,Forest,Water,Water,Water,Water,Bareland,Water,Water
4970,Forest,Water,Water,Water,Water,Bareland,Water,Forest
4971,Forest,Water,Water,Water,Water,Bareland,Forest,Grassland
4972,Forest,Water,Water,Water,Water,Bareland,Forest,Water
4973,Forest,Water,Water,Water,Water,Built-up,Water,Bareland
4974,Forest,Water,Water,Water,Water,Built-up,Water,Water
4975,Forest,Water,Water,Water,Water,Water,Grassland,Water
4976,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4977,Forest,Water,Water,Water,Water,Water,Wetland,Water
4978,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4979,Forest,Water,Water,Water,Water,Water,Water,Grassland
4980,Forest,Water,Water,Water,Water,Water,Water,Bareland
4981,Forest,Water,Water,Water,Water,Water,Water,Water
4982,Forest,Water,Water,Water,Water,Water,Water,Forest
4983,Forest,Water,Water,Water,Water,Water,Forest,Water
4984,Forest,Water,Water,Water,Water,Water,Forest,Forest
4985,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4986,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4987,Forest,Water,Water,Water,Water,Forest,Water,Water
4988,Forest,Water,Water,Water,Water,Forest,Water,Forest
4989,Forest,Water,Water,Water,Water,Forest,Forest,Water
4990,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4991,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4992,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4993,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
4994,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4995,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4996,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
4997,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4998,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4999,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5000,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5001,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5002,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5003,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5004,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5005,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5006,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5007,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5008,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5009,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5010,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5011,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5012,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5013,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
5014,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
5015,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5016,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5017,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
5018,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
5019,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5020,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5021,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5022,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5023,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5024,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5025,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5026,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5027,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5028,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5029,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5030,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
5031,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5032,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5033,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5034,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5035,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5036,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
5037,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5038,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5039,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5040,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5041,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5042,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5043,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5044,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5045,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5046,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
5047,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5048,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5049,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5050,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
5051,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5052,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5053,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5054,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5055,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5056,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5057,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5058,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5059,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5060,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5061,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5062,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5063,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5064,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5065,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
5066,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5067,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
5068,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5069,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5070,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
5071,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5072,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5073,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Bareland
5074,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
5075,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5076,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5077,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
5078,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5079,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
5080,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5081,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5082,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5083,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5084,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5085,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
5086,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5087,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5088,Forest,Water,Forest,Non_Water,Non_Wetland,Built-up,Forest,Water
5089,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5090,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5091,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5092,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5093,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5094,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5095,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5096,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
5097,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5098,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5099,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
5100,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
5101,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5102,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5103,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5104,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
5105,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5106,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
5107,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5108,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5109,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
5110,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5111,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
5112,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
5113,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5114,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
5115,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
5116,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
5117,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
5118,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
5119,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5120,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
5121,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
5122,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5123,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
5124,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
5125,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
5126,Forest,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
5127,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
5128,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5129,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5130,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
5131,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5132,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5133,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5134,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5135,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5136,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
5137,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5138,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
5139,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5140,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
5141,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
5142,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5143,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5144,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5145,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5146,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5147,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5148,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5149,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5150,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
5151,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5152,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5153,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5154,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5155,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5156,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5157,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5158,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5159,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5160,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5161,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5163,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5164,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
5165,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5166,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5167,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
5168,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5169,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5170,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5171,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5172,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5173,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5174,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5175,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5176,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5177,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5178,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5179,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5180,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5181,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5182,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5183,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5184,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5185,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5186,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5187,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
5188,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5189,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
5190,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5191,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5192,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5193,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
5194,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
5195,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5196,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5197,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
5198,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5199,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5200,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5201,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5202,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
5203,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5204,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5205,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5206,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5207,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
5208,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5209,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5210,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5211,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5212,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5213,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5214,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
5215,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5216,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
5217,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5218,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5219,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
