Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDE_M_R
1022,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1023,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1024,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1025,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1027,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1028,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1030,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1032,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1033,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1036,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1037,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1040,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1041,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1042,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1043,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1044,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1045,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1046,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1047,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1048,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1050,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1051,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1052,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1053,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1056,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1057,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1058,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1059,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1060,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1061,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1062,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1063,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1064,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1065,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1066,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1067,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1068,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1069,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1070,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1071,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1072,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1075,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1077,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1078,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1079,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1080,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1081,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1082,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1086,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1087,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1088,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1090,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1091,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1092,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1093,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1094,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1095,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1096,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1097,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1098,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1099,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1100,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1101,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1102,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1103,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1104,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1107,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1108,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1109,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1110,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1111,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1112,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1113,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1114,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1115,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1116,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1119,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1121,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1122,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1123,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1124,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1127,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1128,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1131,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1133,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1134,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1135,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1137,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1138,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1139,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1140,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1141,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1142,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1143,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1144,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1145,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1146,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1149,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1150,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1151,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1152,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1153,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1154,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1155,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1156,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1157,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1158,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1159,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1161,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1162,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1163,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1164,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1165,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1168,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1171,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1172,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1174,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1175,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1177,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1178,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1179,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1180,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1182,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1183,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1184,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1185,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1187,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1188,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1189,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1190,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1191,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1192,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1193,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1194,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1195,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1196,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1197,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1198,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1199,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1200,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1201,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1202,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1203,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1204,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1205,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1207,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1208,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1209,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1210,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1211,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1212,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1213,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1214,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1215,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1216,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1217,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1218,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1220,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1221,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1222,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1223,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1224,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1225,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1226,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1227,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1228,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1229,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1230,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1231,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1232,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1233,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1234,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1235,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1236,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1239,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1241,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1242,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1243,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1244,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1245,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1246,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1247,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1248,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1250,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1251,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1252,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1253,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1254,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1255,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1256,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1257,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1258,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1259,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1260,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1261,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1262,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1263,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1264,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1265,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1266,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1267,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1268,Water,NULL,Water,Water,Water,NULL,NULL,Built-up
1269,Water,NULL,Water,Water,Water,NULL,NULL,Water
1270,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1271,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1272,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1274,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1275,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1276,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1277,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1278,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1279,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1280,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1281,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1282,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1283,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1284,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1285,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1287,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1288,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1289,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1290,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1292,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1293,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1294,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1295,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1296,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1298,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1299,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1300,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1301,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1302,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1303,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1304,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1305,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1306,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1308,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1309,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1310,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1311,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1312,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1313,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1314,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1315,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1316,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1317,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1318,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1319,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1320,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1321,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1322,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1323,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1324,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1325,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1326,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1327,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1329,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1330,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1331,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1332,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1333,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1334,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1335,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1336,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1338,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1339,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1340,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1341,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1342,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1343,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1344,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1345,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1346,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1347,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1348,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1349,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1350,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1351,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1352,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1353,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1354,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1355,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1356,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1357,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1358,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1361,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1362,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1363,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
