Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQK_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
326,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
330,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
333,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
337,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
340,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
341,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
345,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
366,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
371,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
374,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
379,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
381,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
385,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
388,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
393,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
397,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
402,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
406,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
408,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
409,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
410,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
417,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
419,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
420,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
425,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
429,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
430,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
433,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
436,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
439,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,NULL
441,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,NULL
444,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
454,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
457,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
460,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
461,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
463,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
464,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
465,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
467,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
468,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
469,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
470,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
471,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
472,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
473,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
474,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
475,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
476,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
477,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
479,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
480,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
481,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
482,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
483,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
484,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
485,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
486,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
487,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
488,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
489,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
490,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
580,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
581,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
582,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
583,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
584,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
585,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
586,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
587,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
588,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
589,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
590,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
591,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
592,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
593,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
594,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
595,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
596,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
597,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
598,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
599,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
600,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
601,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
602,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
603,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
604,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
605,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
606,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
607,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
608,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
609,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
610,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
611,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
612,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
613,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
614,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
615,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
616,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
617,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
618,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
619,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
620,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
621,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
622,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
623,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
624,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
625,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
626,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
627,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
628,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
629,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
630,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
631,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
632,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,NULL
633,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
634,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
635,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
636,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
637,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
639,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
640,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
641,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
642,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
643,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
644,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
645,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
646,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
647,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
648,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
649,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
650,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
651,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
652,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
653,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
654,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
655,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
656,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
