Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUN_M_R
4874,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4875,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4876,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4877,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4878,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4879,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4880,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4881,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4882,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
4883,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
4884,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4885,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4886,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
4887,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4888,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4889,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4890,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4891,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
4892,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
4893,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
4894,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
4895,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
4896,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4897,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4898,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4899,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4900,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4901,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4902,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4903,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4904,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4905,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
4906,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4907,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4908,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4909,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
4910,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4911,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4912,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
4913,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4914,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4915,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4916,Forest,Water,Water,NULL,Water,NULL,Water,Water
4917,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4918,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4919,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Water
4920,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
4921,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
4922,Forest,Water,Water,NULL,Water,Grassland,Water,Water
4923,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4924,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4925,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4926,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4927,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4928,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
4929,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
4930,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
4931,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
4932,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
4933,Forest,Water,Water,NULL,Water,Bareland,Water,Water
4934,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
4935,Forest,Water,Water,NULL,Water,Water,Shrubland,Grassland
4936,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4937,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4938,Forest,Water,Water,NULL,Water,Water,Water,Water
4939,Forest,Water,Water,NULL,Water,Water,Water,Forest
4940,Forest,Water,Water,NULL,Water,Water,Forest,Water
4941,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4942,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4943,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4944,Forest,Water,Water,NULL,Water,Forest,Water,Water
4945,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4946,Forest,Water,Water,NULL,Water,Forest,Forest,Water
4947,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4948,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4949,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4950,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4951,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
4952,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
4953,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
4954,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
4955,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
4956,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
4957,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4958,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4959,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4960,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4961,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4962,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
4963,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4964,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
4965,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4966,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4967,Forest,Water,Water,Water,Water,NULL,Water,Water
4968,Forest,Water,Water,Water,Water,NULL,Water,Forest
4969,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4970,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4971,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
4972,Forest,Water,Water,Water,Water,Grassland,Water,Water
4973,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4974,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4975,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4976,Forest,Water,Water,Water,Water,Wetland,Water,Water
4977,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4978,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
4979,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
4980,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
4981,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
4982,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
4983,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
4984,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
4985,Forest,Water,Water,Water,Water,Bareland,Water,Water
4986,Forest,Water,Water,Water,Water,Bareland,Water,Forest
4987,Forest,Water,Water,Water,Water,Water,Grassland,Forest
4988,Forest,Water,Water,Water,Water,Water,Wetland,Water
4989,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4990,Forest,Water,Water,Water,Water,Water,Bareland,Forest
4991,Forest,Water,Water,Water,Water,Water,Water,Grassland
4992,Forest,Water,Water,Water,Water,Water,Water,Water
4993,Forest,Water,Water,Water,Water,Water,Water,Forest
4994,Forest,Water,Water,Water,Water,Water,Forest,Water
4995,Forest,Water,Water,Water,Water,Water,Forest,Forest
4996,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4997,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4998,Forest,Water,Water,Water,Water,Forest,Water,Grassland
4999,Forest,Water,Water,Water,Water,Forest,Water,Water
5000,Forest,Water,Water,Water,Water,Forest,Water,Forest
5001,Forest,Water,Water,Water,Water,Forest,Forest,Water
5002,Forest,Water,Water,Water,Water,Forest,Forest,Forest
5003,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5004,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5005,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5006,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5007,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5008,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5009,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5010,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5011,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5012,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5013,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5014,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5015,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5016,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5017,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5018,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5019,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5020,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5021,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5022,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5023,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5024,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5025,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
5026,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5027,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5028,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5029,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5030,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5031,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5032,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5033,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5034,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5035,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5036,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5037,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5038,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5039,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5040,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5041,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5042,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5043,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5044,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5045,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5046,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
5047,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5048,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5049,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5050,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5051,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5052,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5053,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5054,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5055,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5056,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5057,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5058,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5059,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5060,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5061,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5062,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5063,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5064,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5065,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5066,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5067,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5068,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5069,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5070,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5071,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5072,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5073,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5074,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5075,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5076,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5077,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5078,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5079,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5080,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
5081,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5082,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5083,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
5084,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5085,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5086,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5087,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5088,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5089,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5090,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5091,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5092,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
5093,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5094,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5095,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5096,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5097,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5098,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
5099,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5100,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
5101,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5102,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
5103,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5104,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
5105,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5106,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5107,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
5108,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5109,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5110,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5111,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5112,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5113,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
5114,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
5115,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5116,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5117,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
5118,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
5119,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5120,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5121,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5122,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
5123,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5124,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5125,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5126,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5127,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5128,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
5129,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5130,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5131,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5132,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5133,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5134,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5135,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5136,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5137,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5138,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5139,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5140,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
5141,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5142,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5143,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5144,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5145,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5146,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5147,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5148,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5149,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5150,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5151,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5152,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5153,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5154,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5155,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5156,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5157,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5158,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5159,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5160,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5161,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5163,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5164,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5165,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5166,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5167,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5168,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5169,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5170,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5171,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
5172,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5173,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5174,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5175,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5176,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5177,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5178,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5179,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5180,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5181,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5182,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5183,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
5184,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5185,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5186,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5187,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5188,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5189,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5190,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5191,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5192,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5193,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5194,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5195,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5196,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5197,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5198,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5199,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
5200,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5201,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5202,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5203,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5204,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5205,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5206,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
5207,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5208,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5209,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5210,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5211,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5212,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5213,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5214,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5215,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5216,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5217,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5218,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
5219,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5220,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5221,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5222,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5223,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5224,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5225,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
5226,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5227,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5228,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5229,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5230,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5231,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
5232,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5233,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
5234,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
