Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXR_M_R
8841,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8842,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
8843,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
8844,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8845,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8846,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8847,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
8848,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8849,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8850,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
8851,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8852,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
8853,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
8854,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8855,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
8856,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
8857,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8858,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8859,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
8860,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
8861,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
8862,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8863,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8864,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8865,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
8866,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8867,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8868,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
8869,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
8870,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
8871,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8872,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8873,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
8874,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8875,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
8876,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
8877,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
8878,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
8879,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
8880,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
8881,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
8882,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
8883,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
8884,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
8885,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
8886,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
8887,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
8888,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
8889,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
8890,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
8891,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
8892,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8893,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8894,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
8895,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
8896,Forest,Water,Bareland,Water,Non_Wetland,Forest,Bareland,Forest
8897,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Wetland
8898,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
8899,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
8900,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8901,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
8902,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8903,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
8904,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
8905,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
8906,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8907,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
8908,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
8909,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8910,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
8911,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
8912,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
8913,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
8914,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8915,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8916,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
8917,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
8918,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
8919,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
8920,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
8921,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Forest
8922,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
8923,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
8924,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
8925,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
8926,Forest,Water,Water,NULL,Water,NULL,Water,Water
8927,Forest,Water,Water,NULL,Water,NULL,Water,Forest
8928,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
8929,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
8930,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
8931,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
8932,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
8933,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
8934,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
8935,Forest,Water,Water,NULL,Water,Wetland,Water,Water
8936,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
8937,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
8938,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
8939,Forest,Water,Water,NULL,Water,Water,Wetland,Water
8940,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
8941,Forest,Water,Water,NULL,Water,Water,Water,Wetland
8942,Forest,Water,Water,NULL,Water,Water,Water,Water
8943,Forest,Water,Water,NULL,Water,Water,Water,Forest
8944,Forest,Water,Water,NULL,Water,Water,Forest,Water
8945,Forest,Water,Water,NULL,Water,Water,Forest,Forest
8946,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
8947,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
8948,Forest,Water,Water,NULL,Water,Forest,Water,Forest
8949,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
8950,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
8951,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
8952,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
8953,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
8954,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
8955,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
8956,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
8957,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
8958,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
8959,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
8960,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
8961,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
8962,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
8963,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8964,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
8965,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
8966,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
8967,Forest,Water,Water,Non_Water,Water,Water,Water,Water
8968,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
8969,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
8970,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
8971,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
8972,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
8973,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
8974,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
8975,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
8976,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
8977,Forest,Water,Water,Water,Water,NULL,Wetland,Water
8978,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
8979,Forest,Water,Water,Water,Water,NULL,Water,Grassland
8980,Forest,Water,Water,Water,Water,NULL,Water,Wetland
8981,Forest,Water,Water,Water,Water,NULL,Water,Water
8982,Forest,Water,Water,Water,Water,NULL,Water,Forest
8983,Forest,Water,Water,Water,Water,NULL,Forest,Forest
8984,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
8985,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
8986,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
8987,Forest,Water,Water,Water,Water,Grassland,Water,Water
8988,Forest,Water,Water,Water,Water,Grassland,Water,Forest
8989,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
8990,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
8991,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
8992,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
8993,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
8994,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
8995,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
8996,Forest,Water,Water,Water,Water,Wetland,Water,Water
8997,Forest,Water,Water,Water,Water,Wetland,Water,Forest
8998,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
8999,Forest,Water,Water,Water,Water,Bareland,Grassland,Forest
9000,Forest,Water,Water,Water,Water,Bareland,Water,Forest
9001,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
9002,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
9003,Forest,Water,Water,Water,Water,Water,Grassland,Built-up
9004,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
9005,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
9006,Forest,Water,Water,Water,Water,Water,Wetland,Water
9007,Forest,Water,Water,Water,Water,Water,Wetland,Forest
9008,Forest,Water,Water,Water,Water,Water,Water,Grassland
9009,Forest,Water,Water,Water,Water,Water,Water,Wetland
9010,Forest,Water,Water,Water,Water,Water,Water,Bareland
9011,Forest,Water,Water,Water,Water,Water,Water,Water
9012,Forest,Water,Water,Water,Water,Water,Water,Forest
9013,Forest,Water,Water,Water,Water,Water,Forest,Water
9014,Forest,Water,Water,Water,Water,Water,Forest,Forest
9015,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
9016,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
9017,Forest,Water,Water,Water,Water,Forest,Wetland,Water
9018,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
9019,Forest,Water,Water,Water,Water,Forest,Water,Grassland
9020,Forest,Water,Water,Water,Water,Forest,Water,Water
9021,Forest,Water,Water,Water,Water,Forest,Water,Forest
9022,Forest,Water,Water,Water,Water,Forest,Forest,Forest
9023,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9024,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9025,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9026,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9027,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9028,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9029,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
9030,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
9031,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9032,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
9033,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9034,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9035,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9036,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9037,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
9038,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9039,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9040,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9041,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9042,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9043,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9044,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9045,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9046,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9047,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
9048,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9049,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9050,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9051,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9052,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9053,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9054,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9055,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9056,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9057,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9058,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9059,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9060,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9061,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
9062,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9063,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
9064,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
9065,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9066,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
9067,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9068,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
9069,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
9070,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9071,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
9072,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9073,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9074,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9075,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9076,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
9077,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9078,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
9079,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9080,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9081,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
9082,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9083,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9084,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9085,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9086,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9087,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9088,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9089,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
9090,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
9091,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9092,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9093,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
9094,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
9095,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9096,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
9097,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
9098,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
9099,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9100,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9101,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9102,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
9103,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
9104,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
9105,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
9106,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
9107,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
9108,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
9109,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
9110,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9111,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
9112,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
9113,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9114,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9115,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9116,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
9117,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9118,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
9119,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9120,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9121,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9122,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9123,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
9124,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
9125,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
9126,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9127,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9128,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
9129,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9130,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9131,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9132,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9133,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
9134,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9135,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9137,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9138,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9139,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9140,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9141,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9142,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9143,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
9144,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9145,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9146,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
9147,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9148,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9149,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9150,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9151,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9152,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9153,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9154,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
9155,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
9156,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9157,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9158,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9159,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9160,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9161,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9162,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9163,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9164,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9165,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9166,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
9167,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
9168,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9169,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
9170,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9171,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9172,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9173,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
9174,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9175,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9176,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9177,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9178,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9179,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9180,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9181,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
9182,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
9183,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9184,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9185,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9186,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9187,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
9188,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9189,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9190,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9191,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9192,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
9193,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9194,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9195,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
9196,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9197,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
9198,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
9199,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
9200,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9201,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
9202,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9203,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9204,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9205,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
