Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWG_M_R
7234,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
7235,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
7236,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7237,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7238,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
7239,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7240,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7241,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
7242,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
7243,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
7244,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7245,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
7246,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7247,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7248,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7249,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7250,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7251,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
7252,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7253,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7254,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7255,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7256,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7257,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7258,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7259,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7260,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
7261,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7262,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7263,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7264,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7265,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7266,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7267,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7268,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7269,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7270,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7271,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7272,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7273,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7274,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7275,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
7276,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
7277,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7280,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7281,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7282,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7283,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7284,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7285,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7286,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7287,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7288,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7289,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7290,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
7291,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7292,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7293,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7294,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
7296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7298,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7299,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7300,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7301,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7302,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7303,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7304,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7305,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7306,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7307,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7308,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7309,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7310,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7311,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7312,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7313,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7314,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7315,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
7316,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7317,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7318,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7319,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7320,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7321,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7322,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
7323,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7324,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7326,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7327,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7328,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7329,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7330,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7331,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7332,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7333,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7334,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7335,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
7336,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7337,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7338,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
7339,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7340,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7341,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7342,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7343,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7344,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7345,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7346,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7347,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7348,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7349,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7350,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7351,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7352,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7353,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7354,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7355,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7356,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7357,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7358,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7359,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7360,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7361,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7362,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7363,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7364,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7365,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7366,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
7367,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7368,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
7369,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7370,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7371,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7372,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7373,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7374,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7375,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
7376,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
7377,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7378,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7382,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7384,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7386,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7387,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7388,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
7394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7395,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7396,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7397,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7398,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7399,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7400,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7401,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7402,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7403,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7404,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7405,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7406,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7407,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7408,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7409,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7410,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7411,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7412,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7413,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7414,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7415,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7416,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
7417,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
7418,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
7419,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7420,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7421,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7422,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7423,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7424,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7425,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7426,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7427,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7428,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7429,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7430,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7431,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7432,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7433,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7434,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7435,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7436,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7437,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7438,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7439,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7440,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7441,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7442,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7443,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7444,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7445,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7446,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7447,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7448,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7449,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7450,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7451,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7452,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
7453,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7454,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7455,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7456,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7457,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7458,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7459,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7460,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7461,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7462,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7463,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7464,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7465,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7466,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7467,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7468,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7469,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7470,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7471,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7472,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7473,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7474,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7475,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
7476,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7477,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7478,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7479,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7480,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7481,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7482,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7483,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7484,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7485,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7486,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7487,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7488,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7489,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
7490,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7491,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7492,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
7493,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7494,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7495,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7496,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7497,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7498,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7499,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7500,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7501,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7502,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7503,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7504,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7505,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7506,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7507,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7508,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7509,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7510,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7511,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7512,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7513,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7514,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7515,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7516,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7517,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7518,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
7519,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7520,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7521,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7522,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7523,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7524,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7525,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7526,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
7527,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7528,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
7529,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7530,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7531,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7532,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7533,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7534,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7535,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7536,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7537,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7538,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7539,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7540,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7541,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7542,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7543,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7544,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7545,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7546,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
