Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRT_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
375,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
376,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
377,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
378,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
379,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
380,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
381,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
384,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
385,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
387,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
388,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
391,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
398,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
399,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
410,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
423,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
429,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
468,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
553,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
562,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
595,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
606,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
607,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
608,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
609,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
610,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
611,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
612,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
613,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
614,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
615,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
617,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
618,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
619,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
620,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
621,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
622,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
623,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
624,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
625,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
627,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
628,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
629,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
630,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
631,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
632,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
633,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
635,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
636,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
637,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
638,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
639,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
640,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
641,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
642,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
644,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
645,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
646,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
647,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Water
648,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
649,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
650,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
651,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
652,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
653,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
654,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
655,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
656,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
657,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
658,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
659,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
660,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
661,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
662,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
663,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
664,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
665,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
