Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMF_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
464,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
465,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
469,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
472,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
474,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
475,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
477,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
478,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
479,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
480,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
482,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
484,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
485,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
489,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
635,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
