Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRH_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Bareland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
555,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
556,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
558,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
559,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
560,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
561,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
562,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
564,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
565,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
566,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
567,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
568,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
569,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,NULL
570,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,NULL
574,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Cropland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
577,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
580,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
581,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
586,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
587,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Bareland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
590,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
591,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
596,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
598,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
601,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Shrubland,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
609,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
610,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
621,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
633,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
637,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
641,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
646,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
652,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
