Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCF_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
423,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
425,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
426,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
431,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
476,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
545,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
570,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
626,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
