Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R
2377,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
2378,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
2379,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
2380,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
2381,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
2382,Water,Water,Built-up,Water,Non_Wetland,NULL,Forest
2383,Water,Water,Water,NULL,Water,NULL,Grassland
2384,Water,Water,Water,NULL,Water,NULL,Wetland
2385,Water,Water,Water,NULL,Water,NULL,Bareland
2386,Water,Water,Water,NULL,Water,NULL,Water
2387,Water,Water,Water,NULL,Water,NULL,Forest
2388,Water,Water,Water,Non_Water,Water,NULL,Grassland
2389,Water,Water,Water,Non_Water,Water,NULL,Wetland
2390,Water,Water,Water,Non_Water,Water,NULL,Bareland
2391,Water,Water,Water,Non_Water,Water,NULL,Water
2392,Water,Water,Water,Non_Water,Water,NULL,Forest
2393,Water,Water,Water,Water,Water,NULL,Grassland
2394,Water,Water,Water,Water,Water,NULL,Wetland
2395,Water,Water,Water,Water,Water,NULL,Bareland
2396,Water,Water,Water,Water,Water,NULL,Water
2397,Water,Water,Water,Water,Water,NULL,Forest
2398,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL
2399,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2400,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
2401,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2402,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
2403,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
2404,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
2405,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
2406,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
2407,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2408,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2409,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
2410,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
2411,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
2412,Water,Water,Forest,Water,Non_Wetland,NULL,Water
2413,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
2414,Water,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
2415,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland
2416,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
2417,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water
2418,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest
2419,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland
2420,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
2421,Water,Forest,NULL,Water,Non_Wetland,NULL,Grassland
2422,Water,Forest,NULL,Water,Non_Wetland,NULL,Forest
2423,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
2424,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2425,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
2426,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
2427,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
2428,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
2429,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2430,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2431,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2432,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
2433,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2434,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2435,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
2436,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
2437,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Water
2438,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
2439,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2440,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
2441,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
2442,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Water
2443,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2444,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2445,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water
2446,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
2447,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2448,Water,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
2449,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
2450,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2451,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
2452,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
2453,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water
2454,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2455,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2456,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2457,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water
2458,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
2459,Water,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
2460,Water,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
2461,Water,Forest,Cropland,Water,Non_Wetland,NULL,Water
2462,Water,Forest,Cropland,Water,Non_Wetland,NULL,Forest
2463,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
2464,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
2465,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland
2466,Water,Forest,Wetland,NULL,Wetland,NULL,Water
2467,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
2468,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2469,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
2470,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2471,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
2472,Water,Forest,Wetland,Water,Wetland,NULL,Water
2473,Water,Forest,Wetland,Water,Wetland,NULL,Forest
2474,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
2475,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Water
2476,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2477,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
2478,Water,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
2479,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
2480,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland
2481,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up
2482,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2483,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2484,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest
2485,Water,Forest,Water,NULL,Water,NULL,Grassland
2486,Water,Forest,Water,NULL,Water,NULL,Wetland
2487,Water,Forest,Water,NULL,Water,NULL,Bareland
2488,Water,Forest,Water,NULL,Water,NULL,Water
2489,Water,Forest,Water,NULL,Water,NULL,Forest
2490,Water,Forest,Water,Non_Water,Water,NULL,Grassland
2491,Water,Forest,Water,Non_Water,Water,NULL,Wetland
2492,Water,Forest,Water,Non_Water,Water,NULL,Water
2493,Water,Forest,Water,Non_Water,Water,NULL,Forest
2494,Water,Forest,Water,Water,Water,NULL,Grassland
2495,Water,Forest,Water,Water,Water,NULL,Bareland
2496,Water,Forest,Water,Water,Water,NULL,Water
2497,Water,Forest,Water,Water,Water,NULL,Forest
2498,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2499,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2500,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2501,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2502,Water,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
2503,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
2504,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2505,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2506,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
2507,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
2508,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2509,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2510,Water,Forest,Forest,Water,Non_Wetland,NULL,Bareland
2511,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
2512,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
2513,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2514,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
2515,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2516,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2517,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
2518,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2519,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2520,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2521,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2522,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
2523,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2524,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Grassland
2525,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
2526,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Forest
2527,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Bareland
2528,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2529,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2530,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Water
2531,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2532,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2533,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2534,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2535,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2536,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
2537,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Forest
2538,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Forest
2539,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2540,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2541,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2542,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2543,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
2544,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
2545,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
2546,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
2547,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
2548,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,Forest
2549,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
2550,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
2551,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
2552,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2553,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
2554,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2555,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2556,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
2557,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2558,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
2559,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Water
2560,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,Forest
2561,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
2562,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,Water
2563,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
2564,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest
2565,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water
2566,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Forest
2567,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
2568,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Forest
2569,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Grassland
2570,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Water
2571,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Forest
2572,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water
2573,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Forest
2574,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Bareland
2575,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
2576,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Forest
2577,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2578,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2579,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
2580,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
2581,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2582,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2583,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Grassland
2584,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
2585,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Forest
2586,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Forest
2587,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2588,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2589,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2590,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2591,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2592,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2593,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2594,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
2595,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2596,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Grassland
2597,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland
2598,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
2599,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2600,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2601,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Grassland
2602,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Forest
2603,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,Forest
2604,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2605,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2606,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2607,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Water
2608,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2609,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2610,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2611,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2612,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Water
2613,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Forest
2614,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2615,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
2616,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water
2617,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2618,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
2619,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
2620,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water
2621,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
2622,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland
2623,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland
2624,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water
2625,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest
2626,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
2627,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2628,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
2629,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
2630,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
2631,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
2632,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2633,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2634,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2635,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2636,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2637,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
2638,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2639,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2640,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
2641,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
2642,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2643,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
2644,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2645,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
2646,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
2647,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2648,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2649,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2650,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2651,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
2652,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
2653,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
2654,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
2655,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2656,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
2657,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
2658,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
2659,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water
2660,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2661,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
2662,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2663,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2664,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
2665,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
2666,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
2667,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
2668,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
2669,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
2670,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
2671,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
2672,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
2673,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
2674,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
2675,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
2676,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
2677,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
2678,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
2679,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
2680,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
2681,Forest,NULL,Wetland,Water,Wetland,NULL,Water
2682,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
2683,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2684,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
2685,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
2686,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2687,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
2688,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2689,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2690,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
2691,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
2692,Forest,NULL,Water,NULL,Water,NULL,Grassland
2693,Forest,NULL,Water,NULL,Water,NULL,Bareland
2694,Forest,NULL,Water,NULL,Water,NULL,Water
2695,Forest,NULL,Water,NULL,Water,NULL,Forest
2696,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
2697,Forest,NULL,Water,Non_Water,Water,NULL,Bareland
2698,Forest,NULL,Water,Non_Water,Water,NULL,Water
2699,Forest,NULL,Water,Non_Water,Water,NULL,Forest
2700,Forest,NULL,Water,Water,Water,NULL,Grassland
2701,Forest,NULL,Water,Water,Water,NULL,Wetland
2702,Forest,NULL,Water,Water,Water,NULL,Bareland
2703,Forest,NULL,Water,Water,Water,NULL,Water
2704,Forest,NULL,Water,Water,Water,NULL,Forest
2705,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2706,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2707,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2708,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2709,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
2710,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
2711,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2712,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2713,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
2714,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
2715,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
2716,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2717,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2718,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2719,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland
2720,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
2721,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
2722,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2723,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2724,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2725,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
2726,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2727,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2728,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2729,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2730,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
2731,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest
2732,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2733,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2734,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
2735,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2736,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2737,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland
2738,Forest,Cropland,Wetland,NULL,Wetland,NULL,Bareland
2739,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water
2740,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
2741,Forest,Cropland,Wetland,Water,Wetland,NULL,Forest
2742,Forest,Cropland,Water,Water,Water,NULL,Wetland
2743,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2744,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
2745,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
2746,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water
