Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEB_M_R
3207,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3208,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3209,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3210,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3211,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3212,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3213,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3214,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3215,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3216,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3217,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3218,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3219,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
3220,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3221,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3222,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3223,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3224,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3225,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3226,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3227,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3228,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3229,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3230,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
3231,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3232,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
3233,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3234,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3235,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3236,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3237,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3238,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3239,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
3240,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3241,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3242,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3243,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3244,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3245,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3246,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3247,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3248,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3249,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Water
3250,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3251,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3252,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
3253,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
3254,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
3255,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Water
3256,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
3257,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3258,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3259,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3260,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
3261,Forest,Water,Water,NULL,Water,NULL,Water,Water
3262,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3263,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3264,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3265,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3266,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
3267,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3268,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3269,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3270,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3271,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
3272,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3273,Forest,Water,Water,NULL,Water,Water,Grassland,Water
3274,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
3275,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3276,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3277,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3278,Forest,Water,Water,NULL,Water,Water,Water,Water
3279,Forest,Water,Water,NULL,Water,Water,Water,Forest
3280,Forest,Water,Water,NULL,Water,Water,Forest,Water
3281,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3282,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
3283,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3284,Forest,Water,Water,NULL,Water,Forest,Water,Water
3285,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3286,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3287,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Forest
3288,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3289,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3290,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
3291,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3292,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
3293,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
3294,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3295,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3296,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3297,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3298,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3299,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
3300,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
3301,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
3302,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3303,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3304,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
3305,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3306,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3307,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3308,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3309,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3310,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3311,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
3312,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
3313,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3314,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3315,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3316,Forest,Water,Water,Water,Water,NULL,Water,Water
3317,Forest,Water,Water,Water,Water,NULL,Water,Forest
3318,Forest,Water,Water,Water,Water,NULL,Forest,Water
3319,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3320,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
3321,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3322,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
3323,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
3324,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
3325,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3326,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3327,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3328,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3329,Forest,Water,Water,Water,Water,Wetland,Water,Water
3330,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3331,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3332,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3333,Forest,Water,Water,Water,Water,Water,NULL,Forest
3334,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
3335,Forest,Water,Water,Water,Water,Water,Grassland,Water
3336,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3337,Forest,Water,Water,Water,Water,Water,Wetland,Water
3338,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3339,Forest,Water,Water,Water,Water,Water,Water,Wetland
3340,Forest,Water,Water,Water,Water,Water,Water,Bareland
3341,Forest,Water,Water,Water,Water,Water,Water,Water
3342,Forest,Water,Water,Water,Water,Water,Water,Forest
3343,Forest,Water,Water,Water,Water,Water,Forest,Water
3344,Forest,Water,Water,Water,Water,Water,Forest,Forest
3345,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3346,Forest,Water,Water,Water,Water,Forest,Water,Water
3347,Forest,Water,Water,Water,Water,Forest,Water,Forest
3348,Forest,Water,Water,Water,Water,Forest,Forest,Water
3349,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3350,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3351,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3352,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3353,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3354,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3355,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
3356,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3357,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3358,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3359,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3360,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3361,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3362,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3363,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3364,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3365,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3366,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3367,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3368,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3369,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
3370,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3371,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3372,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3373,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3374,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3375,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3376,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3377,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3378,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3379,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3380,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3381,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3382,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3383,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3384,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3385,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3386,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3387,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3388,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3389,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3390,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3391,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3392,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3393,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3394,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3395,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3396,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3397,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3398,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3399,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3400,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3401,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3402,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3403,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3404,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3405,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3406,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3407,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3408,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3409,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3410,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3411,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3412,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3413,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3414,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3415,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3416,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3417,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3418,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3419,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3420,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3421,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3422,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3423,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3424,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3425,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3426,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3427,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
3428,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3429,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3430,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3431,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3432,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3433,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3434,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3435,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3436,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3437,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
3438,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3439,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3440,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3441,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3442,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3443,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3444,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
3445,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3446,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3447,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3448,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
3449,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3450,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3451,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3452,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3453,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3454,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3455,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3456,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3457,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3458,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3459,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3460,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3461,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3462,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3463,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3464,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3465,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3466,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3467,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3468,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3469,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3470,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3471,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3472,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3473,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3474,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3475,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3476,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3477,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3478,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3479,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3480,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3481,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3482,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3483,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3484,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3485,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3486,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3487,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3488,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3489,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3490,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3491,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3492,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
3493,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3494,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3495,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3496,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3497,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3498,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3499,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3500,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3501,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3502,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3503,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3504,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3505,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3506,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3507,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3508,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3509,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3510,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3511,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3512,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3513,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3514,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3515,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3516,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3517,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3518,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3519,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3520,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3521,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3522,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3523,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3524,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3525,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3526,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3527,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3528,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3529,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3530,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3531,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3532,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3533,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3534,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
3535,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3536,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
3537,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3538,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3539,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3540,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3541,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
3542,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3543,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3544,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3545,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3546,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
3547,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3548,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
3549,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3550,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3551,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3552,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3553,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3554,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3555,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3556,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3557,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3558,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3559,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3560,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3561,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3562,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3563,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3564,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3565,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3566,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3567,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3568,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3569,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3570,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3571,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
