Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
500,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
502,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
503,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
504,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
505,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
513,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
514,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
516,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
519,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
