Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMD_M_R
1357,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1358,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1359,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1360,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1361,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1362,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1363,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1364,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1365,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1366,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1367,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1368,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1369,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1370,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1371,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1372,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1373,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1374,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1375,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1376,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1378,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1380,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1381,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1382,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1383,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1384,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1385,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1386,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1387,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1388,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1389,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1390,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1391,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1392,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1393,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1394,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1395,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1396,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1397,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1399,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1400,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1401,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1402,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1403,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1404,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1405,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1406,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1407,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1408,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1409,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1410,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1411,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1412,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1413,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1414,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1415,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1416,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1417,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1418,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1419,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1420,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1421,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1422,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
1423,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1424,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1425,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1426,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1427,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1428,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1429,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1431,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1432,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1433,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1434,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1435,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1436,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1437,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1438,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1439,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1440,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1441,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1442,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1443,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1444,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1445,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1446,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1447,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1448,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1449,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1450,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1451,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1452,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1453,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1454,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1455,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1456,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1457,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1458,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1459,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1461,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1462,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1463,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1464,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1465,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1466,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1467,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1468,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1469,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1470,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1471,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1472,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1473,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1474,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1475,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1476,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1477,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1478,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1479,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1480,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1481,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1482,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1483,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1484,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1485,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1486,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1487,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1488,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1489,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1490,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1491,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1492,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1493,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1496,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1497,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1498,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1499,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1500,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1501,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1502,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1503,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1504,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1505,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1506,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1507,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1508,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1509,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1510,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1511,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1512,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1513,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1514,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1515,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1516,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1517,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1518,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1519,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1520,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1521,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1522,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1523,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1524,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1525,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1526,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1527,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1528,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1529,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1531,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1532,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1533,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1534,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1535,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1536,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1537,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1538,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1539,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1540,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1541,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1542,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1543,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1544,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1545,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1546,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1547,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1548,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1549,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1550,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1551,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1552,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1553,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1554,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1555,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1556,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1557,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1558,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1559,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1560,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1561,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1562,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1564,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1565,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1566,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1567,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1568,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1569,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1570,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1571,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1572,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1573,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1574,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1575,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1576,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1577,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1578,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1579,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1580,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1581,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1582,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1583,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1584,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1585,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1586,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1587,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1588,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1590,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1591,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1592,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1593,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1594,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1595,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1596,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1598,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1600,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1601,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1603,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1604,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1605,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1606,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1607,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1608,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1609,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1610,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1612,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1613,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1614,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1615,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1616,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1617,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1618,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1619,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1620,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1621,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1623,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1624,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1625,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1626,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1627,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1628,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1629,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1630,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1631,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1632,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1633,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1635,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1636,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1637,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1638,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1639,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1640,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1641,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1642,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1643,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1646,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1647,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1648,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1649,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1650,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1651,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1652,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1653,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1654,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1655,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1656,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1657,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1659,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1660,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1661,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1662,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1664,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1665,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1666,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1667,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1668,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1669,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1670,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1671,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1672,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1673,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1674,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1675,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1676,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1677,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1678,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1679,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1680,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1681,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1682,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1683,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1684,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1685,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1686,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1687,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1689,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1690,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1691,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1692,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1693,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1694,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1695,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
