Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R
1374,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1376,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1378,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1379,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1380,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1381,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1382,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1383,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1384,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
1385,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1386,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1387,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1388,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1389,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1390,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1391,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1392,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1393,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1394,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1395,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1397,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1398,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1399,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1400,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1401,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1402,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1403,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1404,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
