Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXS_M_R
328,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
330,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
336,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
365,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
366,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
369,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
371,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
374,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
375,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
378,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
379,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
383,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
386,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
387,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
389,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
391,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
395,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
396,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
400,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
401,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
403,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
404,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
409,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
411,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
412,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
415,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
418,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
422,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
424,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
428,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
434,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
435,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
439,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
441,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
444,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
446,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
447,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
448,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
449,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
450,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
451,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
452,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
453,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
454,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
455,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
456,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
459,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
461,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
462,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
463,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
465,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
467,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
468,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
469,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
470,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
471,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
472,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
473,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
474,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
475,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
476,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
477,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
478,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
479,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
480,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
481,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
482,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
483,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
484,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
485,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
486,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
487,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
488,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
489,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
490,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
491,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
492,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
493,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
494,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
495,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
496,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
497,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
498,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
499,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
500,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
501,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
502,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
503,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
504,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
505,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
506,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
507,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
508,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
509,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
510,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
511,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
512,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
513,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
514,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
515,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
516,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
517,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
518,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
519,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
520,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
521,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
522,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
523,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
524,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
526,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
527,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
528,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
529,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
530,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
531,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
532,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
533,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
536,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
537,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
538,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
541,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
542,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
543,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
545,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
546,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
547,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
548,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
549,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
550,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
551,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
552,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
553,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
555,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
557,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
558,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
559,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
561,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
562,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
563,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
564,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
565,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
566,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
567,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
568,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
569,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
570,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
571,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
572,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
573,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
574,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
575,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
576,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
577,NULL,NULL,Water,NULL,Water,NULL,Forest,Grassland
578,NULL,NULL,Water,NULL,Water,NULL,Forest,Forest
579,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
580,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
581,NULL,NULL,Water,NULL,Water,Grassland,NULL,Wetland
582,NULL,NULL,Water,NULL,Water,Grassland,NULL,Water
583,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
584,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
585,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
586,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
587,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
588,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
589,NULL,NULL,Water,NULL,Water,Grassland,Bareland,NULL
590,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
591,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
592,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
593,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
594,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
595,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
596,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
597,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
598,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
599,NULL,NULL,Water,NULL,Water,Bareland,NULL,Forest
600,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
601,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
602,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
603,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
604,NULL,NULL,Water,NULL,Water,Water,Water,Water
605,NULL,NULL,Water,Non_Water,Water,Grassland,Forest,Wetland
606,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
607,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
608,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
609,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
610,NULL,NULL,Water,Non_Water,Water,Bareland,Forest,Water
611,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
612,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
613,NULL,NULL,Water,Water,Water,Grassland,Water,Water
614,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
615,NULL,NULL,Water,Water,Water,Grassland,Forest,Water
616,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
617,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
618,NULL,NULL,Water,Water,Water,Bareland,Water,Water
619,NULL,NULL,Water,Water,Water,Water,Water,Wetland
620,NULL,NULL,Water,Water,Water,Water,Water,Water
621,NULL,NULL,Water,Water,Water,Forest,NULL,Wetland
622,NULL,NULL,Water,Water,Water,Forest,NULL,Forest
623,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
624,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
626,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
627,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
628,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
629,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
631,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
633,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
635,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
637,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
638,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
639,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
640,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
641,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
643,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
645,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
646,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
647,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
650,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
651,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
652,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
653,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
654,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
655,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
656,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
658,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
659,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
660,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
663,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
664,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
666,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
667,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
668,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
669,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
670,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
671,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
672,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
673,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
674,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
675,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
676,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
677,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
678,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
