Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLP_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
511,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
514,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
515,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
518,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
523,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
529,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
530,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
531,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
538,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
563,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
564,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Bareland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
574,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
575,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
578,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
579,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Bareland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
632,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
633,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
639,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
642,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
643,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
647,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
648,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
649,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
651,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
