Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWA_M_R
1116,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1117,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1118,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1119,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1120,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
1121,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
1122,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1123,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1124,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1125,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1126,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1127,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1128,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1129,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1130,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
1131,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
1132,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1133,Forest,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1134,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1135,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1136,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1137,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1138,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1139,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1140,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1141,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1142,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1143,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1144,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1145,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1146,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1147,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1148,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1149,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1150,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1151,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1152,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1153,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1154,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1155,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1156,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1157,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1158,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1159,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1160,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1161,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1162,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1163,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1164,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1165,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1166,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1167,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
1168,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1169,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1170,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1171,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1172,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1173,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1174,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
1175,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1176,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1177,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1178,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
1179,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1180,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1181,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1182,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1183,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1184,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1185,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1186,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1187,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1188,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1189,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1190,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1191,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1192,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1193,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1194,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1195,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1196,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1197,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1198,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1199,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1200,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1201,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1202,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1203,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
1204,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1205,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1206,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1207,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1208,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1209,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1210,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1211,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1212,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1213,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1214,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1215,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1216,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1217,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1218,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1219,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1220,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1221,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1222,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1223,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1224,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1225,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1226,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1227,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1228,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1229,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1230,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1231,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1232,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1233,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1234,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1235,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1236,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1237,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1238,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1239,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1240,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1241,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1242,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1243,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1244,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1245,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1246,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1247,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1248,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1249,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1250,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1251,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1252,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1253,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1254,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1255,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1256,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1257,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1258,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1259,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1260,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1261,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1262,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1263,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1264,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1265,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1266,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1267,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1268,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1269,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1270,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1271,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1272,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1273,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1274,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1275,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1276,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1277,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1278,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1279,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1280,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1281,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1282,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1283,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1284,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1285,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1286,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1287,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1288,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1289,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1290,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1291,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1292,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1293,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
1294,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1295,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1296,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1297,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1298,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1299,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1300,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1301,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1302,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1303,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1304,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1305,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1306,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1307,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1308,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1309,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1310,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1311,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1312,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1313,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1314,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1315,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1316,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1317,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1318,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1319,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1320,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1321,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1322,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1323,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1324,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1325,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1326,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1327,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1328,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1329,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1330,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1331,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1332,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1333,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1334,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1335,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1336,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1337,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1338,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1339,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1340,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1341,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1342,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1343,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1344,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1345,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1346,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1347,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1348,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1349,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1350,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1351,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1352,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1353,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1354,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1355,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1356,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1357,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1358,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1359,Forest,Water,Water,NULL,Water,NULL,Water,Water
1360,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1361,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1362,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1363,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1364,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
1365,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1366,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1367,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1368,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1369,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1370,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1371,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1372,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
1373,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1374,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1375,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1376,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1377,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1378,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1379,Forest,Water,Water,NULL,Water,Water,Water,Water
1380,Forest,Water,Water,NULL,Water,Water,Water,Forest
1381,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
1382,Forest,Water,Water,NULL,Water,Water,Forest,Water
1383,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1384,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1385,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1386,Forest,Water,Water,NULL,Water,Forest,Water,Water
1387,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1388,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1389,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1390,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1391,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1392,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1393,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1394,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1395,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1396,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1397,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1398,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1399,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1400,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1401,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1402,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1403,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1404,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1405,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1406,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1407,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1408,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1409,Forest,Water,Water,Water,Water,NULL,Water,Water
1410,Forest,Water,Water,Water,Water,NULL,Water,Forest
1411,Forest,Water,Water,Water,Water,NULL,Forest,Water
1412,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1413,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1414,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1415,Forest,Water,Water,Water,Water,Grassland,Water,Water
1416,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1417,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1418,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1419,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1420,Forest,Water,Water,Water,Water,Wetland,Water,Water
1421,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1422,Forest,Water,Water,Water,Water,Wetland,Forest,Bareland
1423,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1424,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1425,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1426,Forest,Water,Water,Water,Water,Water,Wetland,Water
1427,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1428,Forest,Water,Water,Water,Water,Water,Water,Grassland
1429,Forest,Water,Water,Water,Water,Water,Water,Wetland
1430,Forest,Water,Water,Water,Water,Water,Water,Bareland
1431,Forest,Water,Water,Water,Water,Water,Water,Water
1432,Forest,Water,Water,Water,Water,Water,Water,Forest
1433,Forest,Water,Water,Water,Water,Water,Forest,Grassland
1434,Forest,Water,Water,Water,Water,Water,Forest,Water
1435,Forest,Water,Water,Water,Water,Water,Forest,Forest
1436,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1437,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1438,Forest,Water,Water,Water,Water,Forest,Water,Water
1439,Forest,Water,Water,Water,Water,Forest,Water,Forest
1440,Forest,Water,Water,Water,Water,Forest,Forest,Water
1441,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1442,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1443,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1444,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1445,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1446,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1447,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1448,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1449,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1450,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1451,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1452,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1453,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1454,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1455,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1456,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1457,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1458,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1459,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1460,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1461,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1462,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1463,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1464,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1465,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1466,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1467,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1468,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1469,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1470,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1471,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1472,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1473,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1474,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1475,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1476,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1477,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1478,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1479,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1480,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1481,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1482,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1483,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1484,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1485,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1486,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1487,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1488,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1489,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1490,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
