Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZC_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
445,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
446,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
448,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
449,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
451,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Wetland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
494,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
511,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
647,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
652,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
