Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEB_M_R
13705,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
13706,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
13707,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
13708,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13709,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
13710,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
13711,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13712,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
13713,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13714,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13715,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Cropland
13716,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13717,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Wetland
13718,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
13719,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
13720,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
13721,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,NULL
13722,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
13723,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
13724,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13725,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
13726,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13727,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
13728,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
13729,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13730,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13731,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13732,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13733,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13734,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
13735,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13736,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
13737,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
13738,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
13739,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13740,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13741,Forest,Cropland,Forest,Non_Water,Non_Wetland,Built-up,NULL,NULL
13742,Forest,Cropland,Forest,Non_Water,Non_Wetland,Built-up,NULL,Grassland
13743,Forest,Cropland,Forest,Non_Water,Non_Wetland,Built-up,NULL,Forest
13744,Forest,Cropland,Forest,Non_Water,Non_Wetland,Built-up,Wetland,NULL
13745,Forest,Cropland,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
13746,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
13747,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
13748,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
13749,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
13750,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
13751,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
13752,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
13753,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
13754,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
13755,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
13756,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
13757,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
13758,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
13759,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13760,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
13761,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
13762,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
13763,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
13764,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
13765,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
13766,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
13767,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
13768,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
13769,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
13770,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
13771,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13772,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
13773,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
13774,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
13775,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
13776,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
13777,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
13778,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
13779,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
13780,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
13781,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
13782,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
13783,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
13784,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Forest
13785,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Water
13786,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
13787,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
13788,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
13789,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
13790,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
13791,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
13792,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
13793,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
13794,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
13795,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Forest
13796,Forest,Cropland,Forest,Water,Non_Wetland,Built-up,NULL,Forest
13797,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
13798,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Wetland
13799,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
13800,Forest,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
13801,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
13802,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Cropland
13803,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
13804,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
13805,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
13806,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
13807,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Water
13808,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
13809,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
13810,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Wetland
13811,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
13812,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13813,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13814,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13815,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
13816,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
13817,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13818,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13819,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13820,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
13821,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13822,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
13823,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
13824,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
13825,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
13826,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13827,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13828,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13829,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
13830,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13831,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13832,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13833,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13834,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
13835,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
13836,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
13837,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
13838,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
13839,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
13840,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13841,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
13842,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Water
13843,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
13844,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13845,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13846,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13847,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
13848,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13849,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
13850,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13851,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13852,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13853,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
13854,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
13855,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
13856,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13857,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13858,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13859,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13860,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13861,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13862,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13863,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13864,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
13865,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13866,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13867,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13868,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13869,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13870,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13871,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13872,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13873,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13874,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13875,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13876,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13877,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13878,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13879,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13880,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13881,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13882,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13883,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13884,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13885,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13886,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13887,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13888,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13889,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
13890,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13891,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
13892,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
13893,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13894,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
13895,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
13896,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13897,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
13898,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13899,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Water,Water
13900,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Forest,Grassland
13901,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
13902,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13903,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
13904,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
13905,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
13906,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
13907,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
13908,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
13909,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13910,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
13911,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
13912,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13913,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
13914,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13915,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13916,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
13917,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
13918,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
13919,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
13920,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
13921,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
13922,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
13923,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13924,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
13925,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
13926,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
13927,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
13928,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
13929,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
13930,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
13931,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
13932,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,NULL
13933,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
13934,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Water
13935,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
13936,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
13937,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
13938,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
13939,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13940,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
13941,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
13942,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
13943,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
13944,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
13945,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
13946,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13947,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Cropland
13948,Forest,Wetland,Bareland,Water,Non_Wetland,Water,NULL,Wetland
13949,Forest,Wetland,Bareland,Water,Non_Wetland,Water,NULL,Water
13950,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
13951,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
13952,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Cropland
13953,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13954,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13955,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
13956,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
13957,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
13958,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
13959,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13960,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
13961,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
13962,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
13963,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
13964,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
13965,Forest,Wetland,Water,NULL,Water,Water,Water,Water
13966,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Water
13967,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
13968,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
13969,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
13970,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
13971,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
13972,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
13973,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Grassland
13974,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
13975,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Forest
13976,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
13977,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
13978,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
13979,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
13980,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
13981,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
13982,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
13983,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
13984,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Cropland
13985,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
13986,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
13987,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
13988,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
13989,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
13990,Forest,Wetland,Water,Water,Water,NULL,Water,Water
13991,Forest,Wetland,Water,Water,Water,NULL,Forest,Grassland
13992,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
13993,Forest,Wetland,Water,Water,Water,Water,NULL,Water
13994,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
13995,Forest,Wetland,Water,Water,Water,Water,Wetland,Cropland
13996,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
13997,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
13998,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
13999,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
14000,Forest,Wetland,Water,Water,Water,Water,Water,Water
14001,Forest,Wetland,Water,Water,Water,Water,Water,Forest
14002,Forest,Wetland,Water,Water,Water,Water,Forest,Grassland
14003,Forest,Wetland,Water,Water,Water,Forest,Forest,Wetland
14004,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14005,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14006,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
14007,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
14008,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
14009,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
14010,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14011,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
14012,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14013,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14014,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
14015,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14016,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14017,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14018,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14019,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
14020,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
14021,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
14022,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
14023,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
14024,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
14025,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
14026,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14027,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
14028,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Water
14029,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14030,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
14031,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
14032,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
14033,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14034,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
14035,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
14036,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
14037,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14038,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14039,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14040,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
14041,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14042,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
