Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZT_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
330,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Cropland
331,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
332,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
334,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
629,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
630,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
632,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
633,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
636,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
637,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
638,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
639,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
641,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
642,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
644,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
649,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
