Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R
25078,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
25079,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
25080,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
25081,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
25082,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
25083,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
25084,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
25085,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
25086,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
25087,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
25088,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
25089,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
25090,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
25091,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
25092,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
25093,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
25094,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
25095,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
25096,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
25097,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
25098,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
25099,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
25100,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
25101,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
25102,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
25103,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
25104,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
25105,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
25106,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
25107,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
25108,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
25109,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
25110,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
25111,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
25112,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
25113,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
25114,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
25115,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
25116,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
25117,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
25118,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
25119,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Wetland
25120,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
25121,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
25122,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
25123,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
25124,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
25125,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
25126,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
25127,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
25128,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
25129,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
25130,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
25131,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
25132,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
25133,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
25134,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
25135,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
25136,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
25137,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
25138,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
25139,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
25140,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Water
25141,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Wetland
25142,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
25143,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
25144,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
25145,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,NULL
25146,Forest,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Grassland
25147,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
25148,Forest,NULL,Water,NULL,Water,NULL,Bareland,Grassland
25149,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
25150,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
25151,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
25152,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
25153,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
25154,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
25155,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
25156,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
25157,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Wetland
25158,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
25159,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
25160,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
25161,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
25162,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
25163,Forest,NULL,Water,Non_Water,Water,Shrubland,Bareland,Cropland
25164,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,Wetland
25165,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
25166,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Grassland
25167,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Grassland
25168,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Grassland
25169,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
25170,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
25171,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
25172,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
25173,Forest,NULL,Water,Water,Water,Shrubland,Water,Wetland
25174,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
25175,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Wetland
25176,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
25177,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
25178,Forest,NULL,Water,Water,Water,Grassland,Water,Water
25179,Forest,NULL,Water,Water,Water,Water,Shrubland,Wetland
25180,Forest,NULL,Water,Water,Water,Water,Water,Grassland
25181,Forest,NULL,Water,Water,Water,Water,Water,Wetland
25182,Forest,NULL,Water,Water,Water,Water,Water,Bareland
25183,Forest,NULL,Water,Water,Water,Water,Water,Water
25184,Forest,NULL,Water,Water,Water,Water,Forest,Cropland
25185,Forest,NULL,Water,Water,Water,Forest,Shrubland,Grassland
25186,Forest,NULL,Water,Water,Water,Forest,Shrubland,Wetland
25187,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
25188,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
25189,Forest,NULL,Water,Water,Water,Forest,Wetland,Wetland
25190,Forest,NULL,Water,Water,Water,Forest,Water,Grassland
25191,Forest,NULL,Water,Water,Water,Forest,Water,Wetland
25192,Forest,NULL,Water,Water,Water,Forest,Water,Water
25193,Forest,NULL,Water,Water,Water,Forest,Water,Forest
25194,Forest,NULL,Water,Water,Water,Forest,Forest,Grassland
25195,Forest,NULL,Water,Water,Water,Forest,Forest,Water
25196,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
25197,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
25198,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
25199,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
25200,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
25201,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
25202,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
25203,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
25204,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
25205,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
25206,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
25207,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
25208,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
25209,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
25210,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
25211,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
25212,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
25213,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
25214,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
25215,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
25216,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
25217,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
25218,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
25219,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
25220,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
25221,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
25222,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Water
25223,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
25224,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
25225,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
25226,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
25227,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
25228,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
25229,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
25230,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
25231,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
25232,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
25233,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
25234,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
25235,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
25236,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
25237,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
25238,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
25239,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
25240,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
25241,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
25242,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
25243,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
25244,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
25245,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
25246,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
25247,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
25248,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
25249,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
25250,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
25251,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
25252,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
25253,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
25254,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
25255,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
25256,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
25257,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
25258,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
25259,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Wetland
25260,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
25261,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
25262,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Water
25263,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
25264,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
25265,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
25266,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
25267,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
25268,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
25269,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
25270,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
25271,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
25272,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
25273,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
25274,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
25275,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
25276,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
25277,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
25278,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
25279,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
25280,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
25281,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
25282,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
25283,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
25284,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
25285,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
25286,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
25287,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
25288,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
25289,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
25290,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
25291,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
25292,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
25293,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
25294,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
25295,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
25296,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
25297,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
25298,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
25299,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
25300,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
25301,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
25302,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
25303,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
25304,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
25305,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
25306,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
25307,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
25308,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
25309,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
25310,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
25311,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
25312,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
25313,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
25314,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
25315,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
25316,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
25317,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
25318,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
25319,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
25320,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
25321,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
25322,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
25323,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
25324,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
25325,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
25326,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
25327,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
25328,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
25329,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
25330,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
25331,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
25332,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
25333,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
25334,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
25335,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
25336,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
25337,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
25338,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
25339,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
25340,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
25341,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
25342,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
25343,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
25344,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
25345,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
25346,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
25347,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
25348,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
25349,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
25350,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
25351,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
25352,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
25353,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
25354,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
25355,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
25356,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
25357,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
25358,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
25359,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
25360,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
25361,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
25362,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
25363,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
25364,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
25365,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
25366,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
25367,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
25368,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
25369,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
25370,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
25371,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
25372,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
25373,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
25374,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
25375,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
25376,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
25377,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
25378,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
25379,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
25380,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
25381,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Cropland
25382,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
25383,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
25384,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
25385,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
25386,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
25387,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
25388,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
25389,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
25390,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
25391,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
25392,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
25393,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
25394,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
25395,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
25396,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
25397,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
25398,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
25399,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
25400,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
25401,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
25402,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
25403,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
25404,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
25405,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
25406,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
25407,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
25408,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
25409,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
25410,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
25411,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
25412,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
25413,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
25414,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
25415,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
