Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMC_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
330,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
331,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
332,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
336,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
339,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
340,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
341,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
342,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
