Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXK_M_R
343,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
345,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
346,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
347,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
348,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
349,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
350,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
354,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
355,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
356,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
357,NULL,Bareland,Water,NULL,Water,NULL,NULL,Wetland
358,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
359,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
360,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
361,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
362,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
363,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
364,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
365,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
366,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
367,NULL,Bareland,Water,Water,Water,NULL,NULL,Wetland
368,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
369,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
370,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
371,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
373,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
374,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
375,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
376,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
379,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
380,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
381,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
382,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
383,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
384,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
385,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
386,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
387,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
388,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
390,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
391,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
392,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
393,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
395,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
396,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
397,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
398,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
400,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
401,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
404,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
406,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
407,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
408,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
410,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
411,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
412,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
413,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
415,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
416,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
417,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
418,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
419,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
420,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
422,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
423,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
424,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
425,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
426,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
428,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
429,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
430,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
431,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
433,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
434,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
435,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
436,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
437,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
438,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
439,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
440,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
441,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
442,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
443,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
444,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
445,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
446,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
447,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
448,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
450,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
451,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
452,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
453,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
454,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
455,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
456,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
457,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
458,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
459,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
460,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
461,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
462,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
464,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
465,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
466,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
467,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
468,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
469,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
470,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
471,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
472,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
473,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
474,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
475,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
476,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
477,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
478,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
479,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
480,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
481,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
482,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
483,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
484,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
485,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
486,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
487,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
489,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
490,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
491,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
492,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
493,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
495,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
496,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
497,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
498,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
499,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
500,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
501,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
502,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
503,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
504,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
505,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
507,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
508,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
509,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
510,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
511,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
512,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
513,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
514,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
515,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
517,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
518,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
519,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
520,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
521,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
522,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
523,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
524,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
525,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
526,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
527,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
528,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
529,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
530,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
531,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
532,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
534,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
535,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
536,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
537,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
538,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
539,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
540,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
542,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
543,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
544,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
545,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
546,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
547,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
548,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
549,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
550,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
551,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
552,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
553,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
554,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
555,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
556,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
557,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
558,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
559,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
560,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
561,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
562,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
563,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
564,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
565,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
566,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
567,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
569,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
570,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
571,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
572,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
573,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
574,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
575,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
577,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
578,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
579,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
580,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
581,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
582,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
583,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
584,NULL,Water,Water,NULL,Water,NULL,NULL,Cropland
585,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
586,NULL,Water,Water,NULL,Water,NULL,NULL,Water
587,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
588,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
589,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
590,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
591,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
592,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
593,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
594,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
595,NULL,Water,Water,Water,Water,NULL,NULL,Water
596,NULL,Water,Water,Water,Water,NULL,NULL,Forest
597,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
598,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
599,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
600,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
601,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
602,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
604,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
605,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
606,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
607,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
608,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
609,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
610,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
611,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
612,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
613,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
614,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
615,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
616,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
617,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
618,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
619,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
620,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
621,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
622,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
623,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
624,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
625,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
627,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
628,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
629,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
630,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
631,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
632,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
633,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
635,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
636,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
637,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
638,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
639,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
640,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
641,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
642,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
643,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
644,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
645,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
646,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
647,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
648,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
649,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
650,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
651,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
652,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
653,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
654,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
655,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
656,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
657,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
658,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
659,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
660,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
661,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
662,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
663,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
665,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
666,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
667,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
668,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
669,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
670,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
671,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
672,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
673,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
674,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
675,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
676,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
677,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
678,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
679,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
680,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
681,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
682,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
683,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
684,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
685,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
686,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
687,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
688,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
689,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
690,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
691,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
692,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
693,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
694,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
695,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
697,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
698,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
