Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZP_M_R
8371,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8372,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8373,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8374,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8375,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8376,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8377,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
8378,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8379,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8380,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
8381,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
8382,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
8383,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
8384,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
8385,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8386,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
8387,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
8388,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
8389,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
8390,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
8391,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
8392,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8393,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
8394,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8395,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
8396,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8397,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
8398,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
8399,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
8400,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8401,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8402,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8403,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8404,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8405,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8406,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8407,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
8408,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8409,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8410,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
8411,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8412,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8413,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
8414,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
8415,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
8416,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
8417,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8418,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
8419,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
8420,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
8421,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8422,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
8423,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
8424,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
8425,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8426,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8427,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8428,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8429,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8430,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8431,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
8432,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8433,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8434,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
8435,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8436,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8437,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8438,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8439,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8440,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8441,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8442,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8443,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8444,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8445,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8446,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
8447,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8448,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8449,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
8450,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8451,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8452,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
8453,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
8454,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8455,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
8456,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
8457,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
8458,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
8459,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
8460,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8461,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
8462,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
8463,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
8464,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
8465,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
8466,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
8467,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
8468,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
8469,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
8470,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
8471,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
8472,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
8473,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8474,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8475,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8476,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
8477,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8478,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8479,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8480,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8481,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8482,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8483,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8484,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8485,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
8486,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8487,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8488,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8489,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8490,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8491,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8492,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8493,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8494,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8495,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8496,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8497,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8498,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8499,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8500,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
8501,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
8502,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
8503,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
8504,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8505,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8506,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8507,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
8508,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8509,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
8510,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
8511,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
8512,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
8513,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
8514,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
8515,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
8516,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
8517,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
8518,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
8519,Forest,NULL,Water,NULL,Water,Water,Forest,Water
8520,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
8521,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
8522,Forest,NULL,Water,Non_Water,Water,NULL,Water,Grassland
8523,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
8524,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
8525,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8526,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
8527,Forest,NULL,Water,Water,Water,Wetland,Forest,Bareland
8528,Forest,NULL,Water,Water,Water,Water,Forest,Water
8529,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8530,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8531,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8532,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8533,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
8534,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
8535,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8536,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8537,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8538,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8539,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8540,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8541,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8542,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
8543,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8544,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
8545,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8546,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8547,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8548,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8549,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8550,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8551,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
8552,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8553,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8554,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8555,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8556,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8557,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8558,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8559,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8560,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
8561,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8562,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8563,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8564,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8565,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8566,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8567,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8568,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8569,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8570,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
8571,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
8572,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8573,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8574,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
8575,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8576,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8577,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
8578,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8579,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8580,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8581,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
8582,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8583,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8584,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8585,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
8586,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Cropland
8587,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8588,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8589,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
8590,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8591,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8592,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8593,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8594,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
8595,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8596,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8597,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8598,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
8599,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8600,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8601,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
8602,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8603,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8604,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8605,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8606,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8607,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
8608,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8609,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8610,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8611,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
8612,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8613,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8614,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8615,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8616,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8617,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8618,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8619,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8620,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8621,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8622,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
8623,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
8624,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
8625,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8626,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
8627,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8628,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8629,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8630,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8631,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
8632,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8633,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8634,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8635,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8636,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
8637,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8638,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8639,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
8640,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8641,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8642,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8643,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
8644,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
8645,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
8646,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
8647,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
8648,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
8649,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
8650,Forest,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
8651,Forest,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Cropland
8652,Forest,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
8653,Forest,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Cropland
8654,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
8655,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8656,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
8657,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8658,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8659,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8660,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8661,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8662,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8663,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8664,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8665,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8666,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8667,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8668,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
8669,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
8670,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
8671,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8672,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
8673,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Water
8674,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8675,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8676,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8677,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8678,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
8679,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8680,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8681,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
8682,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8683,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8684,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8685,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8686,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8687,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8688,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8689,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8690,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8691,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8692,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8693,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8694,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8695,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8696,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8697,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8698,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
8699,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
8700,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8701,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8702,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
8703,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8704,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8705,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8706,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8707,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8708,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8709,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
