Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHB_M_R
9786,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9787,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9788,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9789,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9790,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9791,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Forest
9792,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
9793,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9794,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9795,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9796,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9797,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9798,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9799,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9800,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
9801,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9802,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9803,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
9804,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9805,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9806,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9807,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9808,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9809,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9810,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9811,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9812,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9813,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
9814,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
9815,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9816,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9817,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9818,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9819,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9820,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
9821,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
9822,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
9823,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
9824,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
9825,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9826,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
9827,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9828,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
9829,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9830,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9831,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9832,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9833,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
9834,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
9835,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9836,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
9837,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9838,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
9839,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
9840,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Built-up
9841,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9842,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9843,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9844,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9845,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9846,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9847,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9848,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
9849,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
9850,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9851,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9852,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9853,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9854,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9855,Forest,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
9856,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
9857,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
9858,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
9859,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
9860,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
9861,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
9862,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
9863,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Water
9864,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
9865,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Grassland
9866,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Wetland
9867,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
9868,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
9869,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
9870,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
9871,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
9872,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9873,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9874,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9875,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9876,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9877,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9878,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9879,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9880,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
9881,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9882,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9883,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9884,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Forest
9885,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
9886,Forest,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
9887,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9888,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Forest
9889,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
9890,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Forest
9891,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9892,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Forest
9893,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
9894,Forest,Cropland,Wetland,Water,Wetland,Wetland,Forest,Forest
9895,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
9896,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Forest
9897,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
9898,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Forest
9899,Forest,Cropland,Wetland,Water,Wetland,Water,Forest,Grassland
9900,Forest,Cropland,Wetland,Water,Wetland,Forest,Forest,Forest
9901,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
9902,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
9903,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
9904,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
9905,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Forest
9906,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
9907,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Forest
9908,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Forest,Forest
9909,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
9910,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Grassland
9911,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
9912,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
9913,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9914,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
9915,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9916,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9917,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9918,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9919,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9920,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
9921,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9922,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9923,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
9924,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9925,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
9926,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
9927,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9928,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
9929,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9930,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9931,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9932,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9933,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9934,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
9935,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9936,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9937,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9938,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9939,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9940,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9941,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9942,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9943,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9944,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9945,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9946,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
9947,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9948,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
9949,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9950,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
9951,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9952,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9953,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9954,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9955,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9956,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
9957,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9958,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9959,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9960,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9961,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9962,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
9963,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9964,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
9965,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9966,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
9967,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9968,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9969,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9970,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9971,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
9972,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9973,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
9974,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
9975,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
9976,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9977,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9978,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9979,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9980,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9981,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9982,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9983,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
9984,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9985,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9986,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9987,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
9988,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
9989,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9990,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
9991,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Forest
9992,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
9993,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
9994,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
9995,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
9996,Forest,Cropland,Water,NULL,Water,Water,NULL,Water
9997,Forest,Cropland,Water,NULL,Water,Water,Grassland,Water
9998,Forest,Cropland,Water,NULL,Water,Water,Grassland,Forest
9999,Forest,Cropland,Water,NULL,Water,Water,Water,Forest
10000,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
10001,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
10002,Forest,Cropland,Water,Water,Water,Grassland,Water,Grassland
10003,Forest,Cropland,Water,Water,Water,Bareland,Water,Grassland
10004,Forest,Cropland,Water,Water,Water,Water,NULL,Forest
10005,Forest,Cropland,Water,Water,Water,Water,Grassland,Water
10006,Forest,Cropland,Water,Water,Water,Water,Grassland,Forest
10007,Forest,Cropland,Water,Water,Water,Water,Water,Water
10008,Forest,Cropland,Water,Water,Water,Forest,NULL,Forest
10009,Forest,Cropland,Water,Water,Water,Forest,Grassland,Forest
10010,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10011,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10012,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10013,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10014,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
10015,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10016,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10017,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10018,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10019,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10020,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10021,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10022,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10023,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10024,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10025,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10026,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10027,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10028,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10029,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10030,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
10031,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10032,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10033,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10034,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
10035,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10036,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10037,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10038,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
10039,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10040,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
10041,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10042,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10043,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10044,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10045,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10046,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10047,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10048,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10049,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10050,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
10051,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10052,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10053,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
10054,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10055,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10056,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10057,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10058,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10059,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10060,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10061,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10062,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10063,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10064,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
10065,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10066,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
10067,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
10068,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10069,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
10070,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10071,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10072,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10073,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10074,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
10075,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
10076,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10077,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
10078,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10079,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10080,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10081,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10082,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10083,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10084,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10085,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10086,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10087,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10088,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10089,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10090,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10091,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10092,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
10093,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10094,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10095,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10096,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10097,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
10098,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10099,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
10100,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10101,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10102,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
10103,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10104,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10105,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10106,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10107,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10108,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10109,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10110,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10111,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10112,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10113,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10114,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10115,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10116,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
