Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXF_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Bareland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
415,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
416,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
417,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
418,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
419,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
421,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
422,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
423,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
424,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
426,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
428,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
434,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
436,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
441,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
471,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
538,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
621,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
623,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
624,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
630,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
631,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
632,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
633,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
634,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
635,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
636,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
637,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
638,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
639,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
640,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
641,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
642,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
643,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
644,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
645,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
646,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
647,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
648,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
649,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
