Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R
322,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Built-up
323,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
324,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
325,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
326,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
327,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
328,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
329,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
330,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
331,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
332,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
333,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
335,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
336,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
337,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
338,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
339,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
341,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
342,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
343,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
344,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Grassland,Grassland
345,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
346,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
366,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
369,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
376,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
377,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
388,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
391,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
392,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
395,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
399,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
400,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
407,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
412,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
417,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
418,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
419,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
421,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Built-up
423,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
424,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
425,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
426,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
428,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
430,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
431,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
434,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
437,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
438,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
440,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
452,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
453,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
455,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
456,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
457,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
458,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
459,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
461,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
462,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
463,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
465,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
467,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
468,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
469,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
470,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
471,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
472,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
473,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
474,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
475,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
476,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
477,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
478,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
479,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
480,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
481,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
482,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
483,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
484,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
485,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
486,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
487,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
488,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
489,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
490,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
491,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
492,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
493,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
494,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
495,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
497,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
498,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
499,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
500,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
501,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
502,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
503,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
504,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
505,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
508,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
509,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
510,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
511,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
512,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
513,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
514,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
515,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
516,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
517,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
518,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
519,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
521,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
522,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
523,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
524,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
525,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
527,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
528,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
530,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
531,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
532,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
533,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
534,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
535,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
536,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
537,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
538,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
539,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
540,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
541,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
542,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
543,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
544,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
545,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
546,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
547,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
548,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
549,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
550,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
551,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
552,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
553,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
554,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
555,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
556,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
557,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
558,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
559,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
560,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
561,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
562,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
563,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
564,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
566,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
567,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
568,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
569,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
570,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
571,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
572,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
573,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
574,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
575,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
576,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
577,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
578,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
580,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
581,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
582,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
586,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
587,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
589,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
590,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
594,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
595,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
596,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
598,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
599,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
600,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
601,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
604,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
609,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
610,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
612,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
613,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
617,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
619,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
620,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
622,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
623,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
626,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
628,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
631,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
633,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
634,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
636,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
637,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
638,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
639,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
640,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
641,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
642,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
643,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
644,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
645,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
646,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
647,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
648,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Bareland
649,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
650,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
651,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
652,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
653,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
654,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
655,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
656,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
657,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
