Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMH_M_R
1037,Water,Water,Water,Water,Water,Forest,Bareland,Bareland
1038,Water,Water,Water,Water,Water,Forest,Bareland,Water
1039,Water,Water,Water,Water,Water,Forest,Bareland,Forest
1040,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1043,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1044,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1045,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1046,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1047,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1048,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1049,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1050,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1051,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1052,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1053,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1054,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1055,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1056,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1057,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1058,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1059,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1060,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1061,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1062,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1063,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1064,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1065,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1066,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1067,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1068,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1069,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1070,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1071,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1072,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1073,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1074,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1075,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1076,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1077,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1078,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1079,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1080,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1081,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1082,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1083,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1084,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1085,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1086,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1087,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1088,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1089,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1090,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1091,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1092,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1093,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1094,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1095,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1096,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
1097,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Bareland
1098,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
1099,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1100,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1101,Water,Water,Forest,Water,Non_Wetland,Shrubland,Bareland,Grassland
1102,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1103,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
1104,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1105,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1106,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1107,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1108,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1109,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1110,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1111,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1112,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1113,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1114,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Bareland
1115,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
1116,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1117,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1118,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1119,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1120,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1121,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1122,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1123,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1124,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1125,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1126,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1127,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1128,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1129,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1130,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1131,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1132,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1133,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1134,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1135,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1136,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1137,Water,Forest,Water,NULL,Water,Water,Bareland,Forest
1138,Water,Forest,Water,Water,Water,NULL,Bareland,Forest
1139,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1140,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1141,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1142,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1143,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1144,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1145,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1146,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1147,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1148,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1149,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1150,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1151,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1152,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1153,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1154,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1155,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1156,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1157,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1158,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1159,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
1160,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1161,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1162,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1163,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1164,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1165,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1166,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1167,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1168,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1169,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1170,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1171,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1172,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1173,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1174,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1175,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1176,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1177,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1180,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1181,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1182,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1183,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1184,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1185,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1186,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1187,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1189,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1190,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1191,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1192,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1193,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1194,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1195,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1196,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1197,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1198,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1199,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1200,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1201,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1202,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1203,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1204,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1205,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1206,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1207,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1208,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1209,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1210,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1211,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1212,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1214,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1215,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1216,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1217,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
1218,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1219,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1220,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1221,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1222,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1223,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1224,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1225,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1226,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1227,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1228,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1229,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1230,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1231,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1232,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1233,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1234,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1235,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1236,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1237,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1238,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1239,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1240,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1241,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
1242,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1243,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1244,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
1245,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1246,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1247,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1248,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1249,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1250,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
1251,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1252,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
1253,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1254,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1255,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1256,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1257,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1258,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1259,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1260,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1261,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1262,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1263,Forest,NULL,Water,NULL,Water,NULL,Bareland,Forest
1264,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1265,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
1266,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1267,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1268,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
1269,Forest,NULL,Water,Water,Water,NULL,Bareland,Water
1270,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
1271,Forest,NULL,Water,Water,Water,Forest,Bareland,Water
1272,Forest,NULL,Water,Water,Water,Forest,Bareland,Forest
1273,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1275,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1276,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1277,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1278,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1279,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1280,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1281,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1282,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1283,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1284,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1285,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1286,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1287,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1288,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1289,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1290,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1291,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1292,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1293,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1294,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1295,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1296,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1297,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1298,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1299,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1300,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1301,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1302,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1303,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1304,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1305,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1306,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1307,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1308,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1309,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1310,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1311,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1312,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1313,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1314,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1315,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1316,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1317,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1318,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1319,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1320,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1321,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1322,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
1323,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1324,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1325,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1326,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1327,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1328,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1329,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1330,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1331,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1332,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1333,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1334,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1335,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1336,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1337,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1338,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1339,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Bareland
1340,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Water
1341,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Water
1342,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1343,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
1344,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1345,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1346,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1347,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1348,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1349,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1350,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1351,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1352,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1353,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1354,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1355,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1356,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1357,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1358,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1359,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1360,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1361,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1362,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1363,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1364,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1365,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1366,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1367,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
1368,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1369,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1370,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1371,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1372,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1373,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1374,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1375,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1376,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
1377,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
