Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHU_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
543,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
544,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Bareland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
550,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
552,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
554,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
558,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Built-up
562,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
563,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
568,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Shrubland,Grassland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
571,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
574,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
575,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
576,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
578,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Bareland
580,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
582,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
584,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
585,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
586,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
587,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
589,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
591,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Built-up
592,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
599,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
601,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
603,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
605,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
607,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
613,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
619,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
624,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
625,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
630,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
632,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
636,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
637,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
638,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
643,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
644,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
650,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
