Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBQ_M_R
2843,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2844,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2845,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2846,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2847,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2848,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2849,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2850,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2851,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2852,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2853,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2854,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2855,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2856,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2857,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2858,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2859,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2860,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2861,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2862,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2863,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2864,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2865,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2866,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2867,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2868,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2869,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2870,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2871,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2872,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2873,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2874,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2875,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2876,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2878,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2879,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2880,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2881,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2882,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2883,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2884,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2885,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2886,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2887,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2888,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2889,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2890,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2891,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2892,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2893,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2894,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2895,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2896,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2897,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2898,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2899,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2900,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2901,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2902,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2903,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2904,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2905,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2906,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2907,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2908,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2909,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2910,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2911,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2912,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2913,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2914,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2915,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2916,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
2917,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2918,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2919,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2920,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2921,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2922,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2923,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2924,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2925,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2926,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2927,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2928,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2929,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2930,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2931,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2932,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2933,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2934,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2935,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2936,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2937,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2938,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2939,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2940,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
2941,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2942,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2943,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2944,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2945,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2946,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2947,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2948,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2949,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2950,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2951,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2952,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2953,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2954,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2955,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
2956,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2957,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2958,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2959,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2960,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2961,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2962,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2963,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2964,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2965,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2966,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2967,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2968,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2969,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2970,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
2971,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2972,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2973,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2974,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2975,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2976,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2977,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2978,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2979,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2980,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2981,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2982,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2983,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2984,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2985,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2986,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2987,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
2988,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2989,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2990,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2991,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2992,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2993,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2994,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2995,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2996,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2997,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2998,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2999,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3000,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3001,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3002,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3003,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3004,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3005,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3006,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3007,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3008,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3009,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3010,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3011,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3012,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3013,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3014,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3015,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3016,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3017,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3018,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3019,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3020,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3021,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3022,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3023,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3024,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3025,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3026,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3027,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3028,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3029,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3030,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3031,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3032,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3033,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3034,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3035,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3036,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3037,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3038,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3039,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3040,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3041,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3042,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3043,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3044,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3045,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3046,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3047,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3048,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3049,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3050,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3051,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3052,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3053,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3054,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3055,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3056,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3057,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3058,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3059,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3060,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3061,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3062,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3063,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3064,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3065,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3066,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3067,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3068,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3069,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3070,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3071,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3072,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3073,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3074,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3075,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3076,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3077,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3078,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3079,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3080,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3081,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3082,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3083,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3084,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3085,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3086,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3087,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3088,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3089,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3090,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3091,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3092,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3093,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3094,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3095,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3096,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3097,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3098,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3099,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3100,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3101,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3102,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3103,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3104,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3105,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3106,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3107,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3108,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3109,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3110,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3111,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3112,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3113,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3114,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3115,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3116,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3117,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3118,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3119,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3120,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3121,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3122,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3123,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3124,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3125,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3126,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3127,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3128,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3129,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3130,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3131,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3132,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3133,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3134,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3135,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3136,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3137,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3138,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3139,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3140,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3141,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3142,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3143,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3144,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3145,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
3146,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3147,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3148,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3149,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3150,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3151,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3152,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3153,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3154,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3155,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3156,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3157,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3158,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3159,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3160,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3161,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3162,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3163,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3164,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3165,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3166,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3167,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3168,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3169,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3170,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
